id,price,moonRank,💎 score (%),storeURL,Background,Expression,Extras,Eyes,Face,Headgear,Lines,Name,Neck,Skull
6346,12,5889,0,https://solanart.io/nft/DTVnqCH7B8rBHWuXyy2YZZSo9FY7R1brVb3djFQtyC9M,Grey,Fearsome,None,Twin Green,Razor Blade,None,Worry Lines,Salvatore the Champion,None,Empty Candy Bucket
6373,4,3726,47.6,https://solanart.io/nft/5VM3WeBThLSjFJHU7TL3h7gpeoPdkkbiFWrDARM2X1NN,Orange,Deadpan,None,Dead Xs,Melon Hammer,None,Squiggle,Dexter the Ruined,None,Purple Bucket
6377,2.75,3943,58.79,https://solanart.io/nft/3pdhZ8ZVUrNEAaVMat3XpPfmkr5YBjsZVXirLohcDSEc,Red,Deadpan,None,Red Flames,Smoke,Red Mohawk,Cheeks,Nero the Extremely Endowed,None,Purple Creepy Crawlies
6379,20,1311,0,https://solanart.io/nft/WrngptMeHRdSuAspUgCU7vJXsiceZcYTf1Jx6peVz2Y,Mango,Fearsome,None,Twin Purple,Green Record,Blue Spiked Mohawk,Worry Lines,Wes the Shoegazer,None,Yellow Spray Paint
6383,9,6432,0,https://solanart.io/nft/7JMjFXQVmkJ8EZSR4n3VkHuBriSRKGjQiV8DoDapnrkb,Mango,Deadpan,None,Single Green,None,None,Cheeks,Kevin the Sinful,None,Purple Bucket
6394,3.5,6431,36.33,https://solanart.io/nft/697g1M77mLhJsHeeSnx5g8dcgEvbfqhak1YXW8m3S9L8,Purple,Deadpan,None,Slime,Razor Blade,None,Cheeks,Charlie the Undead,None,Teal Bucket
6442,3.3,3638,55.13,https://solanart.io/nft/S3Ng6aCyiPk3hFadLp8tpEoho1m6LnFDujAVHheGz4C,Teal,Deadpan,None,Red Flames,Chef's Knife,Headphones,None,Francisco the Deadlifter,None,Purple Marbled
6472,5,515,56.9,https://solanart.io/nft/BTdWwZxZFpA85ARhcifCJQ2ST2nA83yirADYG1wY5snM,Fuschia,Deadpan,None,Blue Worms,Kunai,Cherry,Cheeks,Xander the Boneheaded,None,Crimson Cranium
6478,2.33,1677,76.62,https://solanart.io/nft/HTMXV655gBhetwzefZKUPTuigCb7fcPd5DuRyUXy7qLL,Orange,Deadpan,None,Red Flames,Hatchet,Army Helmet,None,Homer the Traitor,None,Pink Spray Paint
6491,12,5972,0,https://solanart.io/nft/3kvDh8eg39QXbxnfAuv3cwBfT9pyncJ3mZhayqYgHYTZ,Orange,Deadpan,None,Single Orange,Mango Hammer,None,Worry Lines,Phineas the Savage,None,Emptyheaded
6497,4,5258,38.39,https://solanart.io/nft/CJRXotEhSoFmQfxX5MQE39Zw5kukwGJbNnt9H5NTrARx,Grey,Fearsome,None,Pit Vipers,Chef's Knife,None,Worry Lines,Claus the Slayer,None,Emptyheaded
6502,5.5,211,53.73,https://solanart.io/nft/626PW2dHztWXGHgpbzSvX3ykHQ66RCFkxiDz48GDahY7,Fuschia,Fearsome,None,Grape Jelly,Tongue,Crown,None,Xavier the Brain Dead,None,Spalding
6515,13,1885,0,https://solanart.io/nft/9gCdocC6aQY77kn7tuN476Qq5fHRxhFuS7j8XY7rfuM9,Seafoam Green,Deadpan,None,Single Red,Blue Poker Chip,Halo,Cheeks,Odin the Noodle,None,Cerulean Sugar Skull
6586,14,5122,0,https://solanart.io/nft/EDxFCmZDcGPU7u9FLR3dXDu1mztSisRRHbEmknunWwTD,Teal,Deadpan,None,Twin Blue,Tongue,None,Cheeks,Willard the Forbidden,None,Pumpkin Bucket
6589,4.5,1786,54.26,https://solanart.io/nft/GsQusM3nQKG1vMxsCPepLDdUVJcXdyhaaga565UsEMeL,Seafoam Green,Fearsome,None,Matches,Razor Blade,Tophat,Worry Lines,Marco the Juicy,None,Wavy Blue
6615,5,478,57.13,https://solanart.io/nft/2Z6ayrH2424oxLKmfS76W9J3hQ7KxmdjSmtbQE5pQ4Hk,Red,Fearsome,None,Blue Flames,Cleaver,Pizza,Buttchin,Propero the Boneheaded,None,Crimson Cranium
6643,4.5,1329,57.01,https://solanart.io/nft/B33Y31A1gb1JrWvcBGRLvF5YeBc69fnoAMuA7Uibx4f,Yellow,Fearsome,None,Eight Ball,Green Poker Chip,Red Durag,Worry Lines,Curt the Party Animal,None,Bone
6651,3,1684,69.88,https://solanart.io/nft/B3TQdX2NE8TWicyGHQUmNkt8MZvehn3BsaKcNwDUEAK,Purple,Deadpan,None,Single Purple,Chef's Knife,Blue Spiked Mohawk,Buttchin,Francisco the Absolutely Humongous,None,Graphic Lines
6654,3,1129,73.21,https://solanart.io/nft/5n432uvqBSuP8McvFQHUMaVa81wDaT7F9yaUkeJSN6na,Purple,Deadpan,None,Eight Ball,Chef's Knife,Halo,Squiggle,Dante the Gravedigger,None,Purple Day Of The Dead
6659,3,4346,53.87,https://solanart.io/nft/ELTFRSXq1sXE434h7QnBrq99HRqfioYMdXiL8QztVQbH,Orange,Deadpan,None,Nine Ball,Tongue,None,None,Keanu the Adorable,None,Hard Scrape
