id,price,moonRank,💎 score (%),storeURL,accessory,background,beak,brick,clothing,ears,eyes,feathers,hat,item
2707,0.39,2376,82.07,https://magiceden.io/item-details/5bV6LAqSUoq7bJS2TidL6tzp2a7VX9eEWqm62o9yUJN,vape,flaming,pika,,none,none,t,yellow,blue-baseball-cap,none
2710,0.3,361,95.21,https://magiceden.io/item-details/23bZF76PuTiMZ3K65vvG3Z6sc1As44F2R53DNtQe5ozq,none,peach,glow-up,,stitches,none,t,tropicana,crown,monocle
2722,0.5,1905,83.83,https://magiceden.io/item-details/8Hi7YospT1jhVXJXHy3R5rqNoxpCuJxtC7gYTctvDG85,cig,hardboiled,glow-up,,honest-work-overalls,gold,squinting,yellow,devil,none
2733,0.1,4130,74.32,https://alpha.art/t/4m8gLpRoAQkMVeEantbSuzPLnDeiTvkj1emS5ohRMw3c,none,blue,pink,,frankenduck,gold,squinting,yellow,red-baseball-cap,none
2739,0.1,4938,69.41,https://magiceden.io/item-details/3erfaawihAYo6Khk6AznykabJcFC8UMhezgRfzkVhQN8,none,peach,normal,,ref,none,normal,minty,rubber-duck,none
2741,0.5,4813,66.17,https://magiceden.io/item-details/7CA19rtsZsndc7NL9B67aDa5tYXPGV7wQyjLn2DVKUGd,none,blue,earth,,interview,none,tired,yellow,blue-baseball-cap,none
2743,0.1,4949,69.35,https://magiceden.io/item-details/FMjgpcsRCFfKRBk8n2vNRDH479BHUtwfXn7q7m4g5B4x,none,blue,glow-up,,choker,none,tired,yellow,green-touque,none
2749,0.11,1389,90.87,https://magiceden.io/item-details/8xZSdFABcZtYnurd1UBaA9RUfLtwSboSJxoPbxd5eqSh,pipe,polkadot,glow-up,,collar,none,really-close,blue,toddler,none
2755,0.4,2422,81.69,https://magiceden.io/item-details/APGuZGrvTRAwUgsjUrtvMaR6fUzDubz8JkR2FkpAPqnT,none,rose,brown,,ref,none,normal,yellow,all-seeing-eye,monocle
2765,0.5,5029,64.86,https://magiceden.io/item-details/6dFfuT1RpjqY7QUYmwg51t7Mxkb3FYSD8VurfNDxmFnH,pipe,peach,glow-up,,none,none,normal,white,brains,none
2772,0.2,1830,87.29,https://magiceden.io/item-details/BeerVGiEuqXCRZft6BaMgfhxBXkMyrxpMGMccNstajbz,pipe,blue,earth,,frankenduck,none,normal,yellow,green-touque,eyepatch
2774,0.5,2138,82.42,https://magiceden.io/item-details/HeXBuFrCqGNGQ4vtH7ThcE4eBQXTn3EgNjGVqRjChjPk,vape,peach,glow-up,,jail,ruby,squinting,yellow,black-touque,none
2782,0.3,787,92.62,https://magiceden.io/item-details/5J681BvW71oPdeUwxhLVyLQBnQyMQzPn1xhAZA3DZkcN,cig,night-sky,normal,,frankenduck,none,nerd,tropicana,devo-touque,none
2792,0.4,2499,81.22,https://magiceden.io/item-details/EoQ85xwZ9cyp1pRAtrnSGS1agDJmv4tv2pxA9zJcF1kt,none,rose,pika,,yellow-trekkie,none,solana-vision,yellow,athlete,none
2807,0.5,4832,66.06,https://magiceden.io/item-details/EicuaonPCmoNS5Cxra7572zJWZf4cPWjtwxuEd8i65Kd,none,eggplant,normal,,intergalactic-suspenders,gold,normal,minty,none,none
2815,0.8,272,90.75,https://magiceden.io/item-details/BipGbn9VbwPyJJuC4KG6zxXpvB8Vb3MPcNHpZkD3oPAS,none,mango,earth,,honest-work-overalls,ruby,grandpa,yellow,blue-baseball-cap,eyepatch
2829,0.6,2394,79.86,https://magiceden.io/item-details/9YsfBH4JdJpAG8pdDhsN4F5PdddpLSx8o1e2DpiGMbrK,none,blue,earth,,nipples,none,normal,yellow,red-baseball-cap,vr-blockchain
2831,0.8,5193,60.87,https://magiceden.io/item-details/D1CN8UqD84P2BaLGmGcbKdoELFr3PT21HtEoag1TCXMS,none,rose,brown,,jail,none,nerd,pink,none,none
2836,0.7,1341,85.26,https://magiceden.io/item-details/65B7cMfjmNNmX7gjx8PiT6GJ1v7sKJ4Z5XdAe1SnbdSA,none,eggplant,pink,,punk,hoop,solana-vision,pink,none,none
2838,1.5,5382,52.72,https://alpha.art/t/CFyMwN3knY7aKbQWkY3HPvvx3LRxCWzxB7PHv8WHwVfT,none,solana,normal,,none,none,really-close,white,crown,none
2842,0.43,5948,59.98,https://alpha.art/t/ADVXG724jjuG6k1ucChyezToEMXvoQLch7WZL55x5iJa,none,rose,normal,,none,gold,squinting,white,red-baseball-cap,none
2843,0.69,147,92.61,https://magiceden.io/item-details/FG3ZKXeoXiQZ2Am9E8iEXwHPkoaNdWMLdBw72QcTeo5w,kissed,polkadot,earth,,blue-trekkie,none,ditto,yellow,toddler,vr-blockchain
2851,0.1,3907,75.67,https://magiceden.io/item-details/8LWXd8P7yJetzbFMw6ztnvhhZLB8EbqEe8EkfqzHLpX5,cig,rose,normal,,blue-sweater,none,squinting,white,cake,none
2857,0.07,2948,81.8,https://magiceden.io/item-details/6VfBcQXvrF1cCaSwq23w3FQPbGC74wXX37ttBosSgkkx,pipe,hardboiled,brown,,stitches,none,squinting,pink,none,none
2859,0.6,5458,61.26,https://magiceden.io/item-details/4vQqHvYmA7GPai6C9DXkGH4h9ci8w9B63PMsQFVnnDMw,none,mango,normal,,red-sweater,none,nerd,white,none,none
2860,0.1,6169,61.94,https://magiceden.io/item-details/4raCYuZ4kYfbYEm37XGMikK6ZZJngM5nghC6DfzAeRBm,vape,eggplant,normal,,none,none,squinting,yellow,black-touque,none
2863,5,440,47.73,https://alpha.art/t/DkXPdQtSBz3B4hwAQo4LpZ31bZWX1Zhb9PEnftLxmPjp,none,solana,thanos,,jail,none,normal,blue,all-seeing-eye,none
2871,0.6,4969,64.23,https://magiceden.io/item-details/Er6JhX9RxL2rcN6vugoEDGKiLxWAaVuGLaqyL7ndt6dr,cig,blue,glow-up,,frankenduck,none,normal,yellow,black-touque,none
2877,0.08,6163,62.17,https://magiceden.io/item-details/88ywSostMFaKPaRKe7X6yTPyiSoEZTGJz4wK8oxBPaVT,none,blue,normal,,stitches,none,squinting,blue,none,none
2906,0.08,5748,64.69,https://magiceden.io/item-details/B3TAQK78DN5Neta9BBbDaBbFKdDUVJQQfxWHbxaXMtv6,none,blue,glow-up,,punk,none,squinting,white,devil,none
2922,0.13,4271,73.16,https://magiceden.io/item-details/Ap6ua5onvceB84UBYGYAnRcsptxPRdV7dnRtMYNhuYAb,cig,peach,pika,,jail,none,normal,white,blue-baseball-cap,none
2924,0.8,1938,80.63,https://magiceden.io/item-details/DtE24TD359nKxLGXjbmLGDCW26tRXRqXEymBeagxsuUG,none,hardboiled,pika,,choker,none,solana-vision,yellow,brains,none
2943,0.94,5131,59.84,https://magiceden.io/item-details/AXYyLuAx4aGrPqzXwgM14YWKPbb5ZJEuntkcvtE9ibvc,none,blue,normal,,skater,none,squinting,white,cyborg,none
2991,0.6,4398,67.69,https://magiceden.io/item-details/5CQ4xgAeEqTHF9tojGTo63SrfnKv9w6Ymp8zEHfPWUGj,kissed,eggplant,glow-up,,honest-work-overalls,none,half-moon,white,none,none
2998,0.5,1545,86.02,https://magiceden.io/item-details/EVFV9US3NDFrtWtjvPdQp3ciZAFV5Hg5jzkApiv8U2Vp,none,blue,glow-up,,divine-robe,gold,really-close,yellow,devil,none
3004,0.25,1490,88.85,https://magiceden.io/item-details/HdguqLg1NAsZKKFJyLTXXTd7JBrUQw5mpmeQeULbDWgt,none,peach,chad,,yellow-trekkie,gold,normal,minty,black-touque,none
3006,0.6,964,88.55,https://magiceden.io/item-details/D1hHarVTTWKGEnjDSkni66Yj64LRH8z3khxA1s8Y1MbA,cig,forest,blue,,red-sweater,hoop,half-moon,white,athlete,none
3037,0.45,6406,57,https://magiceden.io/item-details/AyPSEsG7EnwPPHVK2f9HvWNz1Ef42qJFfgsRJmvKbUNg,none,rose,pink,,punk,none,normal,yellow,none,none
3044,0.8,605,88.73,https://magiceden.io/item-details/4sLFCoq9dbnKtuVaJDMGW9H1uW9B84J6LiSCLStTWye8,none,night-sky,normal,,nipples,none,kiss,yellow,devil,vr-heartbeat
3061,0.11,3627,77.27,https://magiceden.io/item-details/8YbgoXqf6Av11yRmqTmDthycRHEzFF2eS6tXYpkd11NE,none,hardboiled,chad,,honest-work-overalls,none,really-close,pink,black-touque,none
3065,0.2,6358,59.79,https://magiceden.io/item-details/EhSK8JJTdLLWVPFTqwExbjghF3R6iBorRsb6gRgLHHbm,none,eggplant,pika,,ref,none,squinting,yellow,none,none
3073,0.55,3591,73.09,https://magiceden.io/item-details/FgumVAqUVap4dtYKXFdHc9hqNxbmNYmYWGiB3ZYJ57Xi,cig,forest,blue,,green-T,none,tired,blue,none,none
3076,0.7,4527,65.91,https://magiceden.io/item-details/c5sQVx74Y8V6pR98nNCDwmoZSwMbrHg6nCHReciHMZ9,none,blue,normal,,interview,hoop,t,white,none,none
3090,0.2,961,92.56,https://magiceden.io/item-details/EgZMpcSB3Ts7R21CSnJWCRbjap8zhRhh2Y8tBiR8HAnN,none,forest,earth,,choker,diamond,nerd,yellow,crown,none
3099,0.69,735,89.04,https://magiceden.io/item-details/HiS31peqvZ3X5ySPa15p6wVXE9EEPgSZYVpou8BhEzWz,vape,flaming,brown,,interview,none,really-close,yellow,black-touque,eyepatch
3114,0.5,5409,62.55,https://magiceden.io/item-details/12SdTveZCJbRcCndXxxT99AhW5BaJLhUd65uqnsAqwc7,none,blue,blue,,intergalactic-suspenders,none,ditto,pink,none,none
3131,0.4,1820,85.35,https://magiceden.io/item-details/FffdUKwSbuAYF61z6qni9AxgwQYhxhi4TwZ49phAyJ2G,none,blue,glow-up,,yellow-trekkie,none,normal,pink,rambo,monocle
3137,2,3791,57.38,https://alpha.art/t/Fspgsce1JuvZfZaRKPw8dBdLaiN3LDFgZzRW5Twpbv2M,none,blue,glow-up,,ref,none,half-moon,white,santa-hat,none
3139,2.2,138,77.56,https://alpha.art/t/J9o2ZfWfYPQ2f839AYPkknySvLsAJPywtJZBrYUj2rmW,none,eggplant,pink,,skater,none,terminator,zombie,pumpkin,red-power-meter
3143,0.27,3972,73.58,https://alpha.art/t/7CfN9xaV74ZHEmBcJQfSGjzrqiHEiiWbFJ1BNgQJtb6A,cig,forest,earth,,skater,none,normal,white,rambo,none
3144,0.33,3169,77.86,https://alpha.art/t/4v1W23Cx6yaQrY989XCCEkFv6EwVtiF82Uv7pY9cf6XS,kissed,brick,blue,,none,none,half-moon,white,athlete,none
3147,0.08,5150,68.33,https://magiceden.io/item-details/GekRaq5FxhMujA9oLyhrkjxCT7HGQtmuXFvb7mhLBdZM,none,eggplant,brown,,interview,none,half-moon,minty,none,none
3151,0.1,2456,84.49,https://magiceden.io/item-details/77tidJPy6F83Mx6dxNytng2AzMynBHMLgMYa41meP4Cz,fang,forest,pika,,collar,none,normal,blue,athlete,none
3153,0.777,5129,61.48,https://magiceden.io/item-details/8J4bgU5BkqsXM11HMrpyWGcPWr4v1hfZ13PnL9KC4WYy,vape,rose,brown,,none,none,squinting,white,top-hat,none
3169,0.1,4770,70.43,https://magiceden.io/item-details/B8DePHBhFx7iRrm48JCGgzWFfxt4vodduvLY26ZqBVKU,none,rose,normal,,collar,none,ditto,white,head-in-a-jar,none
3190,0.6,3892,70.77,https://magiceden.io/item-details/451daXT2nKzK58BsTDGPiaBxFmEYGZ3LpT9p7quaceqo,kissed,eggplant,normal,,green-T,none,half-moon,yellow,black-touque,none
3202,1,3117,71.47,https://alpha.art/t/4dHbFmJvKv5P1QSryfa7reoqMWpn2PJ4MJE2rnkGv22p,pipe,irradiated,glow-up,,none,none,really-close,white,black-touque,none
3204,0.88,580,88.08,https://alpha.art/t/6WbFgT39qMTTiKo6xyx19yW1mHAhKq7ZF82VH5CWcrpn,pipe,blue,normal,,stitches,none,normal,minty,crown-jewel,vr-blockchain
3205,0.15,3893,75.26,https://magiceden.io/item-details/D8CSapTjsrm3bcrVhFCz88cRBqkuU1Bzna7v9HUtn6So,none,peach,normal,,punk,none,squinting,yellow,devo-touque,red-power-meter
3215,0.707,2833,76.13,https://magiceden.io/item-details/2zTV4YKWF4DiNt7Que3Y39kNTKAh1KKUwVALi6mviw7t,vape,polkadot,normal,,green-T,none,really-close,yellow,rambo,none
3219,0.25,2863,80.51,https://magiceden.io/item-details/8oA4KPNzMdUm7XVUqvJFNcuKUFFdVZJ3MNFmWWYMSKqm,none,night-sky,normal,,none,gold,grandpa,white,cake,none
3230,0.58,2050,82.15,https://magiceden.io/item-details/HhMYrZaXANq6pGZLuEWrfKX9EFMNGgEFoMMAYdAsa4eo,none,rose,blue,,nipples,gold,normal,yellow,top-hat,eyepatch
3252,0.1,3676,77.08,https://magiceden.io/item-details/Ak6Q53V1hYaDKh5ogGEKcWwtVqiK6p9YgVULC757DcCB,kissed,forest,pika,,none,gold,squinting,minty,none,none
3281,0.3,248,95.89,https://magiceden.io/item-details/6yGE7n4xUjxyt3UfZoXhvmE18MhEuCUxPn1Xt2HnG96n,none,lavender,blue,,honest-work-overalls,hoop,normal,minty,cyborg,none
3283,0.6,5412,61.54,https://magiceden.io/item-details/8zzHGMP5Zf5L3QoXztvaRLLUmvxy3fqkL7sZDCFv8tmF,cig,blue,normal,,jail,none,squinting,white,top-hat,none
3294,0.28,5594,63.63,https://alpha.art/t/47suB9vXA92auy45wR9NgXrYs57n4j48cgEYR6UxTS3x,cig,forest,normal,,interview,none,really-close,blue,none,none
3296,0.6,2212,80.97,https://magiceden.io/item-details/Q8q2Nht7usQZg3P3ce9qZF3wWAKcUos5HpxtyjQEqbL,vape,night-sky,normal,,skater,none,normal,minty,rambo,none
3297,0.48,5149,64.33,https://magiceden.io/item-details/2KVSMdiu34SoUpye4eXZLUxNNpoxrYpfMF3QSjKATgT4,none,night-sky,normal,,ref,none,normal,white,rambo,none
3312,15,43,0,https://alpha.art/t/DtFciNwGMhp1GEnQ3woQwTdTmmxR5Do4yqQc8ovqnDMt,juice,polkadot,normal,,collar,none,squinting,golden,red-baseball-cap,monocle
3313,0.17,1869,87.35,https://magiceden.io/item-details/EFLsxWy339suMaw995RT6M5BuJW6us5Co8BcdqViJC36,none,hardboiled,blue,,honest-work-overalls,gold,normal,blue,joker-top-hat,none
3335,0.69,6041,56.82,https://magiceden.io/item-details/2WkkFvr3KYthoT6Crn65PKyHJxaL2ofgFd1qGbPxDgdM,none,peach,pika,,interview,none,nerd,white,none,none
3353,2,60,80.04,https://alpha.art/t/D5amPVMsvDuSiv6U541TYjTMfHYB24MVNdsdvCDdvm3m,kissed,rose,pika,,interview,hoop,squinting,yellow,rambo,bitcoin-vision
3354,0.3666,359,94.55,https://magiceden.io/item-details/CgnaUQzyQzMJuoRxxvPkbYkfEeBW5PsHF6zTC34YohBi,juice,blue,normal,,yellow-trekkie,gold,t,blue,devil,none
3368,0.3,1834,86.26,https://magiceden.io/item-details/3r1s2UwtCvatPjghHUdZzx9jPLTcAQadCwA3Seia28zs,none,irradiated,glow-up,,green-T,none,tired,white,paper,none
3431,0.6,6021,57.84,https://magiceden.io/item-details/FLZyVqHoNVv5FjyqgHSidgXnQwbjRsGQxmPKrrMriQSL,none,forest,earth,,none,none,kiss,yellow,black-touque,none
3451,0.8,5312,60.14,https://magiceden.io/item-details/GqnAtgbG2tEbKa7DQKGc9JGwUk51qVLJRSHDfJf7GVmo,vape,blue,normal,,none,ruby,really-close,white,none,none
3471,0.07,1595,90.01,https://magiceden.io/item-details/651t536jr85rYdwoVDvMMUioBGzcXHKoCiUJTKrSYgLJ,none,rose,normal,,interview,none,kiss,zombie,none,subordinate
3481,0.15,422,96.34,https://magiceden.io/item-details/2kMmr37iDwbYAeXZD41W26GXrSkqGvXkdUJxCNpJZXq6,none,mango,glow-up,,ref,none,really-close,golden,none,vr-blockchain
3482,0.75,4948,62.85,https://magiceden.io/item-details/DY3Szq9dJHa3dBaMemm14yJkv79SQ8Zvfj2q4UWS7mn5,none,eggplant,pink,,interview,gold,really-close,pink,none,none
3487,0.1,5011,68.97,https://magiceden.io/item-details/CnmWh5w5DNJ7EY1tfMKYH6HMBh1oCPdmcvYk6Hg7JBFz,none,forest,earth,,punk,none,normal,blue,athlete,none
3493,0.4,3875,72.87,https://magiceden.io/item-details/6YzDXBE46qrB8VhmeLqp4AQTXuoBq2sQ6yGBfMY2BbP5,none,forest,blue,,stitches,none,squinting,minty,paper,none
3542,0.84,252,90.47,https://magiceden.io/item-details/4ioR6kwu66HdXGnL1B8DmFpy88cY18pi2uugEXaS78ti,none,rose,chad,,honest-work-overalls,gold,kiss,pink,blue-baseball-cap,red-power-meter
3551,0.25,1482,88.9,https://magiceden.io/item-details/ANHJVz5ybtKgwRx9LkzKNeiYddc42UcaeFj54EHyDd9c,none,eggplant,pink,,red-sweater,gold,normal,blue,devo-touque,eyepatch
3554,0.156,2915,81.14,https://magiceden.io/item-details/AhVviBXFJKeKuhBmLrYoDn2XmcHoRjQLj14LoJXpscxZ,vape,eggplant,normal,,none,none,grandpa,minty,head-in-a-jar,none
3560,0.2,1194,91.15,https://magiceden.io/item-details/FGRmpg1vQbSs3UvgR2MJSN6dsSWqH2AZrWLZAZttjJj7,pipe,rose,blue,,honest-work-overalls,none,kiss,yellow,athlete,monocle
3562,0.52,5981,58.88,https://magiceden.io/item-details/GjyzUPZjn6aMNdi9ft4C3ZZCUWsrBwPyGZNWCTqCspe4,none,blue,earth,,interview,none,normal,yellow,devo-touque,none
3576,0.1,752,94.83,https://magiceden.io/item-details/Bt9idpcvXVEFLZfpxkX35AvyXGRADdEutfjqkqFeMJqP,pipe,blue,glow-up,,ref,hoop,really-close,minty,athlete,none
3581,0.11,5503,65.88,https://magiceden.io/item-details/9KryUsXrjXRPWDQkfxWmbBoFxdjJ1rAJWbrBu2BCQHQX,none,eggplant,chad,,none,none,t,yellow,rambo,none
3588,1.69,1699,73.18,https://alpha.art/t/9HEwY564GEhGLhgnb8qbDRp8r7NTwkHibXJJJYT5WAQt,kissed,peach,brown,,none,diamond,squinting,yellow,athlete,none
3589,0.55,2193,81.58,https://alpha.art/t/A8hAcYB7sDXcFrkc3UQ76FA4n1xe1oqJXY8GeNUx1UWe,pipe,night-sky,brown,,none,none,really-close,blue,paper,none
3591,0.12,1307,91.26,https://magiceden.io/item-details/GGRnKkR9CJtVx7gMYYrmo3wn29LXX4YjMoPxUw5tUtWM,cig,forest,earth,,honest-work-overalls,ruby,nerd,yellow,toddler,none
3605,0.5,5926,59.41,https://magiceden.io/item-details/6pTTmGKihvdYWbEdPnUvERDXz7Lq69iw1z4PDGrtHPFk,none,forest,normal,,none,none,normal,white,red-baseball-cap,eyepatch
3610,0.6,2905,76.76,https://magiceden.io/item-details/6PVYXvQ7e2DLkkt153QEpWG9bxnmPM3GKHmXkdKgF3TZ,kissed,rose,earth,,none,ruby,ditto,white,none,none
3617,0.2,5741,63.54,https://magiceden.io/item-details/CagkRRd3ze67sQhWACaNSpctFQJUieLaDwxgaQR3y1rk,none,eggplant,normal,,interview,none,grandpa,yellow,toddler,none
3628,0.35,2766,80.1,https://magiceden.io/item-details/3x6kLMgcwMEbbSpbiMxNkrQeU4cyatis1Bm7tvDRiKsz,cig,peach,normal,,blue-trekkie,none,nerd,yellow,cake,none
3631,0.3,1201,90.11,https://magiceden.io/item-details/5JLKiHmULkFet37QudDf8qasmaHE5WzcXCmeDQpMYPYc,pipe,rose,pika,,red-sweater,none,nerd,yellow,red-baseball-cap,eyepatch
3635,0.7,1639,83.45,https://magiceden.io/item-details/4uwwN9TenWv6TgFPw85MMoCZfcPCtn2CVX7PRZfET8rz,fang,rose,normal,,jail,gold,squinting,minty,athlete,none
3663,0.75,971,87,https://alpha.art/t/8RLPymuDt72FanRshakNjQTZTyreYPvk17a2qUi8aixv,none,polkadot,pika,,interview,none,half-moon,white,crown-jewel,eyepatch
3681,5,78,49.93,https://alpha.art/t/6YnKUeKVmnR7YNrYVtv5HEHfPQfCn4zsN2wJYtBsazRS,juice,forest,normal,,yellow-trekkie,none,grandpa,zombie,toddler,eyepatch
3682,0.4,3296,76.38,https://alpha.art/t/HogevVrukQPPeSsHwV8PB7tpwJ4g3ewHCHs4LeqxkYvZ,cig,brick,earth,,honest-work-overalls,none,normal,yellow,athlete,none
3707,1.07,1036,83.41,https://alpha.art/t/H9WLZ1m6gDxLYgSCmGhHZuG3eMk8pJGmJACsm7fFBvLJ,none,rose,normal,,yellow-trekkie,hoop,really-close,minty,devil,none
3718,0.15,4887,69.22,https://magiceden.io/item-details/Ar9EWYxP7NodHDQsYw2bPe1g6tTabEUXfovQ5gs2oMiX,none,eggplant,normal,,intergalactic-suspenders,gold,normal,yellow,devo-touque,none
3761,0.21,2627,82.35,https://alpha.art/t/EhSGHwJZAZpPU6XCfenvhmFsiPDZMjEm195FtxMBmwf4,cig,blue,normal,,none,diamond,normal,white,mclovin,none
3778,0.25,6499,58.43,https://magiceden.io/item-details/CRGfwJP26z4d21msh4w1NWFLvbfTQMPvCDaM4j4gcKYV,none,rose,blue,,none,none,t,yellow,none,none
3788,0.3,842,92.29,https://magiceden.io/item-details/D12DqtfYKoF6fRBMC8RkfuvzEC9oZrv1vYfqu94tWdLn,none,brick,pink,,green-T,none,grandpa,tropicana,paper,none
3803,0.5,34,95.19,https://magiceden.io/item-details/4uNX1hjxQoNC3Fndpxt7o9gMAdG1RG6f66P7aC6WKcHk,kissed,forest,brown,,frankenduck,none,terminator,blue,santa-hat,bitcoin-vision
3828,0.41,1720,85.86,https://magiceden.io/item-details/GuMzHnPec3QamRijpqUBon85HCGmnfTCrHkFv74tnQkf,vape,blue,chad,,intergalactic-suspenders,none,squinting,yellow,santa-hat,none
3829,0.8,5886,56.66,https://magiceden.io/item-details/AgXz9pdfbuJCRNQJG7PTxvEmzu9XaBtX2sXsMsW8Tqv3,none,eggplant,normal,,interview,none,half-moon,white,athlete,none
3831,0.2,2852,81.08,https://magiceden.io/item-details/FCZLmaLTiFz33WtUbaikcneBt4Xxr9tQb3NX2LJMjmZh,none,rose,thanos,,none,none,squinting,minty,green-touque,none
3835,0.5,178,94.32,https://magiceden.io/item-details/G5qbHiGCKNe25snDq8YHnGwvtZqHryLm1Hk8VUjHhoyB,pipe,blue,pink,,honest-work-overalls,ruby,half-moon,white,rubber-duck,monocle
3859,0.7,6524,53.78,https://magiceden.io/item-details/aCaBgBQ5wVqgdpN6RdbxcBBjSEaJAJsFYCskgRdgpMG,none,forest,normal,,frankenduck,none,squinting,yellow,none,none
3863,0.7,4818,64.14,https://magiceden.io/item-details/7uXUTXczL5pnSz6idKDKwUCB2pi8uk6uy6KoNw9iKGp8,none,blue,glow-up,,ref,none,normal,pink,brains,none
3869,0.2,2301,84.43,https://magiceden.io/item-details/7jgLxRqwL3ssZYsGsweDy5JvUxbQZ9k4oPAuy7Jba8GT,none,irradiated,normal,,punk,none,terminator,white,crown,none
3901,0.33,3555,75.51,https://magiceden.io/item-details/51d839cvQmn37WpUyN8UsHoN5hpV1Y19ZdCbjJTZgT57,none,flaming,pika,,none,none,t,pink,top-hat,none
3902,0.5,4155,70.17,https://magiceden.io/item-details/AAWpKi81qGKgYDrgeVJk3xMc3K6ddgge4E1ojFYkLEdU,none,peach,earth,,honest-work-overalls,none,ditto,white,all-seeing-eye,none
3922,0.17,2337,84.51,https://alpha.art/t/7cwvdcUn3WmKiBGrxgBZeuNvp7z7WjhHNuVfvXZmes4s,none,night-sky,earth,,ref,none,ditto,blue,top-hat,none
3926,0.66,3190,74.43,https://magiceden.io/item-details/EFTAAdmxKVm2Mch2NyfkbeSmKmVKAsMdW6JNvJHYy5rg,vape,blue,glow-up,,interview,none,really-close,minty,red-baseball-cap,none
3937,0.75,1596,83.21,https://magiceden.io/item-details/BK2CyZmfke5zCK8XuK5PaWiRFGnFe7vmq3dyhS8jegxm,juice,blue,glow-up,,skater,none,kiss,blue,devo-touque,none
3946,1,3031,71.99,https://alpha.art/t/5GHJTkGW2MMqRaByuGEVNedQ9PuLWd4SCVuazbQobFBC,none,forest,blue,,green-T,none,t,golden,none,none
3985,0.1,1491,90.35,https://magiceden.io/item-details/2AmkCoWWgJB9ugx2SDxAbrzHa2UsXvMhtm5itC7A2ijG,none,rose,brown,,blue-trekkie,ruby,t,yellow,crown,none
3998,0.5,338,93.35,https://magiceden.io/item-details/EqsqafuNjv6nmgG3K36rJAEyDQgg3fSZfmaB43MivHme,kissed,rose,glow-up,,nipples,ruby,kiss,pink,mclovin,none
4015,0.7,2510,78.16,https://alpha.art/t/3UVyCc74Fbu8nzodPxKEDB9cjPWZHF5aRPmzz9bFSNe3,cig,brick,glow-up,,none,gold,squinting,yellow,brains,none
4026,0.9,4888,61.72,https://magiceden.io/item-details/6WzzGtJExAL7hd49d5bx9u69hyS4vQXHpA3DsDhuAjS4,none,irradiated,glow-up,,none,none,squinting,yellow,rambo,none
4033,0.1,5653,65.07,https://magiceden.io/item-details/64rGZYpj8RARxg1EGxLbPmacjhaX2n6VfBEM6ZE5HPZT,none,hardboiled,normal,,ref,none,normal,yellow,rambo,none
4035,0.65,4836,64.53,https://magiceden.io/item-details/CydYqehGAtNRcSbV6H2VBoj1qW9UP5NBqDiiqQiLhm28,none,eggplant,earth,,ref,none,really-close,white,paper,none
4054,0.4,554,93.04,https://magiceden.io/item-details/DCfYENpm2NUg3kY2fPsR5XNVwjMQiHHAQiG4hAPffusg,soda,blue,normal,,none,none,really-close,yellow,space-cadet,vr-blockchain
4055,0.5,3652,73.22,https://magiceden.io/item-details/F6XidAeQfiNoVt4hUKW6yUj9h2zCxkHjA5DYu7gKTnHK,none,peach,normal,,interview,hoop,squinting,white,red-baseball-cap,none
4063,0.69,3630,71.46,https://alpha.art/t/59mpLUdHXgT1FdCg6zbXdkWB3V4wY4kPmHUg8m2rnwvd,none,rose,brown,,punk,diamond,normal,yellow,none,none
4103,0.46,5401,63,https://magiceden.io/item-details/ANjxvFYDJz3id5A9AMsUxCSVhXAJSRGyN9dWn8d5AHEv,none,peach,pika,,collar,none,squinting,white,red-baseball-cap,none
4113,0.45,1977,83.89,https://magiceden.io/item-details/JDRGCSrStqkb7vAvEbjdCjacPBKxbwnb9FHuksqhTECb,none,peach,glow-up,,interview,gold,tired,minty,rambo,none
4122,0.1717,2268,84.91,https://magiceden.io/item-details/3vySEMShgPyfaGq1NVGCoNeqzkJ6EV1GKozDpi5xts1j,cig,flaming,pika,,ref,none,normal,yellow,toddler,none
4146,0.45,1158,88.87,https://magiceden.io/item-details/9xUGwRqoYY6VpZXCoppMrtBkMai748PSrJoLuuEGBzZL,soda,blue,pika,,green-T,none,really-close,pink,devo-touque,none
4173,0.5,2727,78.84,https://magiceden.io/item-details/EoC95cctJFF4Jxv24xgmWGctJ9aefPubvaQJSJhY6cwY,none,peach,brown,,green-T,none,t,minty,brains,none
4174,0.54,1206,87.68,https://magiceden.io/item-details/7MKQ8fCTjkLkoQKqgyGDVipFYRfeS3PGNDyNLd3FyAWv,cig,peach,glow-up,,punk,none,t,pink,top-hat,eyepatch
4178,0.29,585,93.95,https://magiceden.io/item-details/ASxJeZ12nTaDpZvTgJikrGJbxSR4qk82VauATa4AYhZn,juice,forest,pika,,skater,hoop,nerd,pink,none,none
4183,0.4,5679,61.91,https://magiceden.io/item-details/4R1Ch21bsox4Q2iRhdkpAfKeiD6kZBwxottKTXZfmRPK,none,eggplant,normal,,honest-work-overalls,none,squinting,minty,top-hat,none
4185,0.1,2642,83.36,https://alpha.art/t/D87Ks7FrtavcHB8Y2XRuz9JG99xXDEYEEZhQqFRyatRL,vape,polkadot,blue,,punk,none,tired,white,none,none
4188,0.2,2030,86.07,https://magiceden.io/item-details/H5zjmntoFpQa1zRX7TcnLX5oPtmizY8Gu5QY8yxkSuEC,kissed,hardboiled,brown,,none,none,kiss,yellow,santa-hat,none
