id,price,moonRank,💎 score (%),storeURL,accessory,background,beak,brick,clothing,ears,eyes,feathers,hat,item
5605,0.22,5882,62.48,https://alpha.art/t/BTxYzkzUjMY5Hh9ZCbpd7CxWGit1FJVPJKJUiJwYf4DA,none,blue,glow-up,,skater,gold,normal,yellow,none,none
5614,0.5,4727,66.69,https://alpha.art/t/EPUadj6ucQKvZKggTRKjibGZVUYCLXvg4ZQmuAnTjYYk,pipe,blue,normal,,stitches,none,normal,yellow,blue-baseball-cap,none
5652,0.49,3397,74.87,https://alpha.art/t/KTiuG2dguQg1yfWmUgJnKmzXYbuHwfRDuS5JcQZC3fp,none,solana,glow-up,,none,none,grandpa,white,brains,none
5657,0.6,6479,55.06,https://magiceden.io/item-details/D8nT4k64aaTbTQSxVHQ8dGwwAxbz1DvJfiB5qxSEfSvh,none,eggplant,pink,,interview,none,normal,yellow,none,none
5660,0.45,2567,80.31,https://magiceden.io/item-details/DjgbAMVZTKF5TBwXWjMFGJESLM6DzmfbBKnuqT2sLvos,none,forest,chad,,frankenduck,none,terminator,blue,devo-touque,none
5667,0.6,279,92.71,https://magiceden.io/item-details/oeh1qq2eBDc3JRfgFhjtso3jWv27DsvoCAe27WucUHe,none,brick,brown,,green-T,none,half-moon,white,cyborg,vr-blockchain
5679,0.7,685,89.24,https://magiceden.io/item-details/HZbwjMjXx81C5QhFrkmsYNUMviCF18XPJ5t13naBQYvZ,none,peach,glow-up,,nipples,gold,solana-vision,minty,rubber-duck,none
5680,0.4,4507,69.03,https://alpha.art/t/DEvmp2LEgPpBhf8hnPTCU8MBtXnZeK71gHaMU8L1MvcQ,cig,blue,brown,,punk,none,squinting,white,top-hat,none
5690,0.35,4237,71.17,https://alpha.art/t/ok699Eipf1WRhz7a5PzVHnX6R8ZJUmn9QFrZdC34BwT,vape,peach,normal,,interview,none,normal,white,cake,none
5691,0.45,3224,76.32,https://magiceden.io/item-details/EYaEkr3mmYAf9fqDuiHUrvu9JoRvoNdHGieVUhGsvaXV,fang,blue,pink,,interview,none,really-close,white,devil,none
5700,0.6969,29,93.25,https://magiceden.io/item-details/85e9zJ16SWLJFT2yD28mZ1ih25RKbzY2gRhWjAyPtWKY,kissed,flaming,blue,,punk,ruby,really-close,minty,devil,monocle
5719,0.9,2513,76.14,https://magiceden.io/item-details/GEtdkR5kwYenZhQKXqvF459V6ByZhSLp4MbkLn5NiKPy,none,flaming,normal,,interview,none,half-moon,white,santa-hat,none
5735,0.45,4232,70.2,https://alpha.art/t/uQ2R1DdEpCs8k8nLKHXhensRz5Nvs4N6NbUo8nuCkt6,cig,blue,blue,,none,none,half-moon,yellow,head-in-a-jar,none
5736,0.53,2004,82.93,https://alpha.art/t/CMKQefQyBjAYEUzRUdFHq1ug6oY7JYmV1iVmHsysCncj,pipe,rose,pink,,blue-sweater,gold,terminator,yellow,none,none
5744,1.984,2473,65.54,https://alpha.art/t/6PFDjzW9NuoPfVcwDwDuZZoawkbVsAM1xw4oHVzFpmfK,none,rose,thanos,,red-sweater,none,squinting,white,blue-baseball-cap,none
5748,0.1,452,96.66,https://magiceden.io/item-details/4k3aRHo7sScJUiXdpYNPdN7yjZqbmT4Ey9xAuadz4Y4p,cig,blue,earth,,red-sweater,none,normal,blue,head-in-a-jar,red-power-meter
5752,0.6,4495,67.1,https://magiceden.io/item-details/6sySvThbRXhQgkN29eqPUrHwxwaH5SdTYEPx3HvpaRHF,pipe,hardboiled,brown,,none,none,normal,yellow,rambo,none
5772,2.5,3249,55.67,https://alpha.art/t/JKyPRcCSpTeeuYw5rMC3UfjKXgW85GeY783TLwKjpwP,none,blue,earth,,none,none,normal,minty,brains,eyepatch
5788,0.7,4365,66.89,https://magiceden.io/item-details/DY6Vhdn4Ja75ruiWne59v8ziirfs8E6F2VaGzv1sC7EG,none,rose,brown,,intergalactic-suspenders,none,squinting,yellow,brains,none
5789,0.6,6429,55.36,https://magiceden.io/item-details/H2zqPGVPVRAJcxVWNFpf6UdVZAttuxCDiDvH9FKhnspR,cig,blue,pika,,none,none,normal,yellow,none,none
5806,0.5,916,89.84,https://magiceden.io/item-details/5gkG6BnKVNJTN9bo9KcVhTuS6LbWQoCkBPusXzPViFMQ,none,polkadot,glow-up,,punk,none,nerd,golden,devo-touque,none
5815,0.5,4054,70.78,https://magiceden.io/item-details/9iTuJudnWU1RnqnCQZ6NFq5Vmi24QDCz5Qhy7g1MfNxJ,vape,brick,brown,,none,none,really-close,yellow,top-hat,none
5817,0.88,3990,67.37,https://magiceden.io/item-details/2y7A6Hw76jrEqFcRDDV4XJ1uUSJY5Vz3kkiMo7MEaggK,none,forest,brown,,none,none,laser,yellow,green-touque,none
5828,0.55,4658,66.61,https://magiceden.io/item-details/DuZ2C2urP7FsSA3QR8htqR1dbTkVroKdUiiTs7GAB3bQ,none,brick,normal,,jail,none,tired,white,black-touque,none
5836,0.8,3186,73.05,https://magiceden.io/item-details/3UEGEFtdRvY31Ja7aLGEXhtUD8cvCYvddjeJHAo1KUSg,none,brick,brown,,none,none,laser,pink,none,none
5839,0.49,127,94.73,https://magiceden.io/item-details/5oZcKu16BQL4XqzAUM4XHsfsopY21pY6BjPkvywqgEDV,pipe,lavender,glow-up,,choker,gold,t,yellow,toddler,monocle
5845,0.4,3941,72.47,https://magiceden.io/item-details/An2NcwKZ7tJwofRkH49vXMMpv9PwRbxjJKY3BTWrCPUU,none,eggplant,pika,,jail,ruby,normal,yellow,top-hat,none
5854,0.3,5127,66.27,https://magiceden.io/item-details/299uAJmJcEcC4wDRc4kQqPZaTN8NgvsTEjLstUVz3XVo,fang,rose,normal,,none,none,t,yellow,black-touque,none
5861,0.6,6293,56.19,https://alpha.art/t/FhAShz7Qo7hAD5P2qHFDN5esHM4NCNUh7442cMErmzpT,none,eggplant,brown,,none,none,squinting,white,red-baseball-cap,none
5867,0.5,3335,75.15,https://magiceden.io/item-details/A3PgCYvWRi7EYyvDAGqkqRV6Z2sMJHGNfBz97xvcPg8c,cig,mango,normal,,ref,none,ditto,pink,none,none
5896,0.5,2655,79.28,https://magiceden.io/item-details/B6Z7oqhUeCnAzjjr842rJa9tCtMfn88BtJ4ziZitvtPo,none,forest,blue,,intergalactic-suspenders,gold,really-close,white,joker-top-hat,none
5906,0.1,4321,73.16,https://magiceden.io/item-details/7DDqgaxT7YhY3G4b5GdZwmtJg213xFhjEDDTNqvU1sgX,kissed,peach,pink,,none,none,squinting,white,none,eyepatch
5926,0.31,5181,65.84,https://magiceden.io/item-details/5dgSM3mpd7Hv7T4rG95cD8Q1kfuG2zXxhDa21pUcssQ7,none,forest,pika,,honest-work-overalls,none,normal,minty,devo-touque,none
5932,0.41,6155,58.92,https://magiceden.io/item-details/27epmr2F237SHaz1V8nA8dLSjqsikXwMxibMdRNNyC56,none,eggplant,chad,,skater,none,squinting,yellow,none,none
5946,0.8,2974,74.34,https://magiceden.io/item-details/5GhVEaq7Lqu3WK9nmH7JU7muCnUnBinqFSqdjWLwWfiw,fang,eggplant,chad,,punk,none,tired,yellow,none,none
5952,0.2,2780,81.52,https://magiceden.io/item-details/EYTXfkmYJaa1ANjLv3VoTftQo4YnXn4wa2n4oJTST5Us,fang,rose,blue,,gold-chain,none,squinting,yellow,none,none
5954,0.4,1160,89.36,https://magiceden.io/item-details/Bqxijg9mQ8Qh6sXwxAtjBE55F4QqxUPMDNmodJidE2DZ,pipe,hardboiled,normal,,red-sweater,none,solana-vision,white,joker-top-hat,none
5983,0.77,3949,68.72,https://magiceden.io/item-details/3FYNwMXjxKWhTbbNNs9qi3V6nE8YuogQbzkhTNwGsgPY,none,eggplant,chad,,frankenduck,none,really-close,yellow,head-in-a-jar,none
5991,0.1,3457,78.41,https://magiceden.io/item-details/GT78C9ygfSrcZ6Lrc597sJ5t5zqHM2i8hbV8SMhpbR38,cig,rose,pink,,jail,none,normal,pink,red-baseball-cap,none
5997,1.99,790,75.7,https://alpha.art/t/GPaRNc1Cux9p3zuQws64x4LBeN1PW5kPRgRUwXibSF3p,vape,eggplant,pika,,green-T,gold,tired,minty,black-touque,none
5998,0.41,6340,57.8,https://magiceden.io/item-details/6ALCYt6zu4YmLVsnsAgTKbG4y6rEDyXKEUcaW5c9Z81a,cig,blue,normal,,none,none,normal,yellow,athlete,none
5999,0.1,2264,85.65,https://magiceden.io/item-details/CM61RBxS1LeC1ci5MhfKjHLdPHdFNJzJfd9GoryxA53e,pipe,peach,pink,,none,none,squinting,yellow,brains,monocle
6012,0.123,3776,76.24,https://magiceden.io/item-details/AreWWDzuyGqHzGB2c7nLoAaoxJvZcoaoxRpY6uWGpUSu,none,forest,pink,,honest-work-overalls,none,kiss,minty,blue-baseball-cap,none
6019,0.1,3660,77.17,https://magiceden.io/item-details/273XhhHmPWxXGQSVCk9oymLWThMzZEKcb25ZbKuQnRAE,none,forest,pika,,none,none,ditto,blue,devo-touque,eyepatch
6028,0.9,740,86.91,https://magiceden.io/item-details/Bi3qDDjFZhrF4jtiL9zXBGZCFtqWSFuB3DMDGyv5kywZ,none,eggplant,normal,,ref,ruby,terminator,white,blue-baseball-cap,subordinate
6034,0.5,3346,75.08,https://magiceden.io/item-details/C9f26zf13jW8VV39jRLugQqyEuiByh4CDBWQPvoepDzV,kissed,hardboiled,pink,,none,none,normal,yellow,pumpkin,none
6044,0.79,2224,78.99,https://magiceden.io/item-details/EY8rwYNwE2gUjrtsoyM3HuF1nX7mb4BTdPgcC1CakcZp,none,forest,blue,,collar,none,nerd,pink,cyborg,none
6050,0.25,935,92.22,https://magiceden.io/item-details/6Jndw8d2tkDNKy98w3nNZ68Tqs5Zbv4cFsyfZCXu1Kxp,kissed,rose,normal,,stitches,none,normal,white,all-seeing-eye,subordinate
6052,0.399,1612,86.62,https://magiceden.io/item-details/EoVH27JpDjxkBKdAJykkHiFk35iDnX8Ngw1CmE2cff1f,fang,blue,pink,,collar,none,normal,yellow,green-touque,eyepatch
6053,1.61,268,82.67,https://alpha.art/t/57i7esW2jES9gnuP92DAin85tALE9zz7L3bjpXqNwTcc,cig,lavender,blue,,ref,ruby,t,minty,devo-touque,none
