id,price,moonRank,💎 score (%),storeURL,Background,Clothes,Eyebrows,Eyes,Face Accessory,Glasses,Hair,Head Accessory,Mouth,Skin
7572,0.5,3880,79.86,https://solanart.io/nft/7fNidEpmz2tyvGB6JET73Z3Xk9H4oNpu8RzeLesXbS72,Pastel,Tshirt,Arched,Purple,Facemask,,Ponytail White,Top Hat,Pink,White
7579,7.7,253,22.85,https://magiceden.io/item-details/6mE3Yh9jyV3a9dxHuD5xy84eZUmmky91CFiQfD2XaKLu,Blue,Tshirt,Thin,Blue,Gasmask Gunmetal,,Bob Black,Halo,Black Fangs,Black
7581,0.39,2799,85.43,https://solanart.io/nft/3C4VYYdSkd6m2227DKrgL4GFZqy3efwt8938i4GsStEC,Beige,Turtleneck,Scar,Blue,,,Bob White,Top Hat,Black Fangs,White
7582,1,6851,62.57,https://magiceden.io/item-details/8ikrGiPi2empzeamrzKRwd8xEvX93Vo2mCbAcu4feW5K,Grey,Tshirt,Small,Teal,Bandaids,,Bob Black,,Black,Black
7602,0.25,2840,86.66,https://magiceden.io/item-details/22GGv3upRdKNR9rQqvqFWupBjtHr3qJVLc26whwKWuVy,Teal Flat,Tshirt,Arched,Teal,Facemask,,Ponytail White,Helix Hat,Pink,Black
7608,1,2665,79.88,https://solanart.io/nft/A71LqA92pcByPkhQ3wpZNg5m4FDmnhxMJBe4VMi92yUx,Beige,Tshirt,Arched,Blue,,,Ponytail White,Bird,Pink,Cyborg
7613,1.85,7663,50.72,https://solanart.io/nft/HyUyud3Y18NhZm9xrASbUioZvEuWHV8HVLanUwswSCau,Beige,Tshirt,Thin,Blue,,,,,Black,Black
7622,0.8,4421,74.62,https://solanart.io/nft/GBUJF96Cc92UcW9JSE55x4iqC1RpVvpVaMKq1PWAwRLd,Beige,Tshirt,Arched,Teal,Facemask,Monocle Regular,Ponytail Brown,,Black,Black
7623,2,5328,58.87,https://solanart.io/nft/8G9Do4JFtcnjuzaAvRW8p3pWs7vpZYKaDseYXWuMk33q,Pastel,Tank Top,Arched,Teal,,Monocle Regular,Ponytail Teal,,Pink,White
7637,0.4,2357,87.15,https://solanart.io/nft/kJRMYyJ5H7cLKa6BPtiprizSEiREz7pdrQZXgmrwYDE,Grey,Tshirt,Small,Blue,,Monocle Regular,Bob Brown,Halo,Black,White
7643,0.99,8008,57.89,https://magiceden.io/item-details/5MpzTh4pc2j3sLjbsfzn3goeUFCS4JvQQBYfwUS1umvd,Beige,Tank Top,Small,Purple,,,Ponytail Black,Horns,Pink,White
7644,2,7431,50.17,https://solanart.io/nft/HKp9UtaskmiXgryp2rLyDJWrkEPfPkwYh59U25M4mfvS,Beige,Tshirt,Small,Teal,,Monocle Regular,Bob Brown,Helix Hat,Pink,White
7648,1.5,8766,49.65,https://magiceden.io/item-details/5XyioesgwVqoMj9A46dPfDrapWFUcexFBAnDxuyoMk8d,Yellow,Tank Top,Small,Teal,,,Bob Black,,Black,Black
7654,0.25,1873,90.66,https://solanart.io/nft/HXfdjhLa7fHqkei3SyeWzLEXJNQypH3sQ4FtUBvH7pJB,Grey,Tshirt,Scar,Blue,Bandaids,Monocle Regular,Bob Brown,,Pink Fangs,White
7668,3,9259,32.62,https://magiceden.io/item-details/H98tTYcorqs3TR8UYPUgcWrZeMoph2subwFHmm3sCWK8,Green,Tshirt,Small,Blue,,,Ponytail White,,Black,White
7678,0.15,5050,78.52,https://solanart.io/nft/5EtG2xYu2XKKjymmupxZYF4x3dhKd54yb63uibv1DsmN,Pastel,Tank Top,Arched,Blue,,,Ponytail Brown,Horns,Black,Black
7686,1.1,4233,72.4,https://solanart.io/nft/48uv2qXbTTKfw8zVSeMTW21DJ4e4mSXEGrQXJSvSjXKT,Blue,Tshirt,Arched,Blue,,,Ponytail Brown,Scribbles,Gold,White
7688,0.27,4653,78.96,https://magiceden.io/item-details/Hwew42X1WE4zeQgaDtwHZxqQG1XUgCdkLqkFinfPdVYv,Purple,Tshirt,Thin,Teal,,,Ponytail Brown,Clouds,Pink Fangs,White
7691,1,8441,56,https://magiceden.io/item-details/GFQpoqQye1GLFcokUVAoHz27MKEy3fAE5Y672KdZruSv,Blue,Tank Top,Small,Blue,,,Ponytail Black,Helix Hat,Pink,Black
7692,1.1,6053,64.87,https://magiceden.io/item-details/E2bGsqxDsPLfAr2Ac6K3mbMr29ZrwT9PMPYGdffNpAGz,Grey,Tank Top,Arched,Purple,,,,Helix Hat,Pink,White
7698,3,8445,35.98,https://magiceden.io/item-details/6QfTAggHuSq45FSW8d78K2jV6D1cs6ZUoDCcn1M2wcM6,Grey,Tank Top,Arched,Purple,,,,,Pink,White
7705,1.5,3428,71.73,https://solanart.io/nft/syaBK71MCKa82pBdLd5674Z3JdtT87QweaTejYNwmJe,Teal,,Arched,Teal,,,Ponytail Brown,,Pink,Blue
7707,1.2,8781,52.59,https://magiceden.io/item-details/GgZgWBzFRE6MDwE6S36a64CZS3gZYVef3c5xNNmAtJUC,Blue,Turtleneck,Arched,Teal,,,Ponytail Brown,Top Hat,Pink,Black
7717,1.25,2312,78.84,https://solanart.io/nft/gGccf7H9f7d2iA9G5gq8Zs88NSV3GExJZE191kFvWew,Beige,Turtleneck,Arched,Teal,Gasmask Teal,,Ponytail Brown,Horns,Black,White
7726,1,4645,71.69,https://magiceden.io/item-details/5DsoGdkqkJuaQbWVMDnyo4dVxkYV3HVbkTBRhRW1REHS,Yellow Flat,Bandages,Arched,Purple,,,Bob Teal,,Pink,White
7736,0.9,9463,52.77,https://solanart.io/nft/5dWvXuuG6QvSph3tm83PGP8vFd8MjDymz2pnK1jn97hi,Blue,Tshirt,Thin,Teal,,,Bob Pink,,Pink,White
7739,0.4,1867,89.18,https://magiceden.io/item-details/99BKgXrcVmrDXQR4YtjF1iGytqwQhAUUEupDFZGnyPxC,Solana2,Tank Top,Small,Blue,,Monocle Regular,Bob Pink,Helix Hat,Black,White
7754,0.1425,7864,66.96,https://solanart.io/nft/2NqUxQ8g5Jek6Q23P3LSLG3h9tZgZxqcjxjGePANCiQ4,Green,Tshirt,Scar,Blue,,,Bob Brown,,Pink Fangs,Black
7755,0.888,3597,77.15,https://magiceden.io/item-details/CVxPzvDta4geEHQnppPDzYX1nUnZ93nryhaBAmxreViB,Beige,Tshirt,Thin,Teal,Gasmask Pink,,Bob Brown,,Black Fangs,White
7773,0.3,7146,68.35,https://alpha.art/t/GBo1y25riF7ozdP8kj8zGgmxk4bBMtLDk3R78MqEsVvT,Grey,Tshirt,Thin,Teal,,,Bob Teal,Mushrooms,Pink,White
7781,1,5388,68.62,https://solanart.io/nft/DsN98ZoizPWCLGnmFQqBoRYQ9NXQA8VjELFgewgGXfkx,Purple,Turtleneck,Small,Blue,,,Ponytail White,,Black,Cyborg
7785,1.5,6530,58.9,https://solanart.io/nft/7NBELdLg8e81PNBPr5QGvFHTaGtkmohhJKyJ2NUZcfZX,Grey,Tank Top,Small,Teal,,,Ponytail Black,Halo,Pink,White
7789,0.24,9092,60.91,https://solanart.io/nft/DBn26ASj2rQgETiyqKobLoop2p8M7EkeSfeirpV5LXLT,Beige,Tshirt,Small,Teal,,,Ponytail Teal,,Pink,Black
7792,7.792,370,21.45,https://magiceden.io/item-details/C2kihts9qyhgqAV9a6Ta27mLppXJY68brDPockA4QeDw,Yellow,Bandages,Worry,Blue,Gasmask Gunmetal,,Ponytail Brown,Mushrooms,Black,White
7802,0.39,3990,80.5,https://solanart.io/nft/4ouj9Q2dzeCpY8btUV3SbLbZMJxLXQHkEd2RKyCQWvU2,Purple Flat,Tshirt,Worry,Blue,,,Ponytail Brown,Top Hat,Pink,Cyborg
7808,0.2,9083,61.34,https://solanart.io/nft/CkdYgVhPbUtcvVY77G5drmoPDZC2KEvbGVEx6FWja77i,Solana1,Tank Top,Small,Blue,,,Ponytail Black,,Black,White
7815,1.8,1229,77.82,https://solanart.io/nft/HYNMFtRjF5q9R9ToVPrw5FGatNTF5XQgciRLuZJdfFM7,Teal Flat,Tank Top,Small,Purple,,Monocle Regular,Bob Black,Mushrooms,Pink Fangs,White
7816,0.99,9058,53.55,https://solanart.io/nft/9RDETsRBDxGiYLcDQ4ydUQNA5jPPPUSERQRbABaZkU34,Green,Turtleneck,Scar,Blue,,,Ponytail Black,,Pink,Black
7818,1.8,186,82.13,https://solanart.io/nft/6yeCocBUfX21qzjhaeR9v5gDqq1FPA3k3XdegatGqkwc,Solana2,Turtleneck,Arched,Blue,Gasmask Gunmetal,Monocle Regular,Bob Brown,Helix Hat,Black Fangs,White
7819,0.99,5946,66.41,https://solanart.io/nft/6rxPvXUyXjHHTyUQ1hjFoX3bZEXAdUpCh3eKvocqxFbb,Green,Tshirt,Arched,Teal,Facemask,,Bob White,,Pink,Cyborg
7820,1,9617,51.14,https://solanart.io/nft/F4gxQTVhiptsapyFBEb1tWTKVwZydDDCNHfSaNidofAW,Green,Tshirt,Arched,Blue,,,Bob Black,,Pink,Black
7821,1.8,2708,71.7,https://solanart.io/nft/5huhkRkWb8S5GsUXdNn3k5udEXmqXrkHpLii5EMfvUKU,Blue,Turtleneck,Small,Teal,,,Ponytail Teal,Mushrooms,Black Fangs,White
7824,1,3408,76.81,https://magiceden.io/item-details/4pa6yAsYAjFXfZMtiJqfaq1cVWTP5ipiQbvzJ4cpzk4A,Yellow Flat,Bandages,Scar,Purple,,,Bob Black,Top Hat,Pink,White
7826,1,7733,58.93,https://magiceden.io/item-details/5ugmRNu2hZoCZNhNE3XxRSzav4axrnzBAH7WA2R6opbu,Beige,Turtleneck,Arched,Purple,,,Bob Brown,,Black Fangs,White
7828,0.15,4761,79.71,https://solanart.io/nft/8u3DCLhJN5QHJBen1aHKHrSWjL33w8brYUhR8z2Tj4sR,Teal,Tshirt,Thin,Purple,,,Ponytail Brown,Clouds,Black,White
7842,1.55,6768,57.42,https://alpha.art/t/4du9BMPxQN6r3Yak6aweZ7VYZnD8wHfFtmWhdr12SY6r,Green,Turtleneck,Arched,Blue,Facemask,,Bob Black,,Pink Fangs,White
7844,0.45,6065,71.32,https://solanart.io/nft/DiDiEBVgm21xihX3JWFquMw6dM5z5MxQsKq4Tki7ENh,Green,Tank Top,Scar,White,,,Bob Black,,Black,White
7860,0.5,4285,78.18,https://solanart.io/nft/GM2iHhmDDUStuNRSs58MxSKMLzQ4SmBNKMhkMH5B2DEd,Beige,Tank Top,Arched,Purple,,Monocle Solana,Ponytail Pink,,Pink,White
7863,0.4,377,95.34,https://magiceden.io/item-details/7zZ3Pgrzo4W7m9V9Fv224Bcd2FYEzYH3BDmnjCnJoGB2,Beige,Hoodie,Arched,Purple,Gasmask Gunmetal,Monocle Regular,Bob Black,,Black,Black
7869,1,2994,78.52,https://solanart.io/nft/EknqXtfsUhdHFQdvCrM5KvGkeC7eaMa7UteQWr2GmdoT,Teal,Tank Top,Thin,White,,,Bob Brown,Horns,Black,White
7870,2,8195,47.02,https://magiceden.io/item-details/GqpFfyozDte9A2MbbpQYaEMVF1ZvmdFeA96DbpmRwDQu,Blue,Tshirt,Thin,Blue,,,Bob Brown,Horns,Pink,Black
7893,0.9,5310,69.94,https://solanart.io/nft/Fx2u2r67cxRRTZTyS7p2aw51uw7CRK9ND22abvnzZtdD,Yellow,Turtleneck,Arched,White,,,Bob Brown,Top Hat,Pink,White
7894,1,1708,83.84,https://solanart.io/nft/HD4QKZNcisvxvAiPnviZ6NYk7RfA1jVRWkfeANEpoSza,Purple,Tank Top,Scar,Purple,,,Bob White,,Gold,Cyborg
7897,1,1279,85.61,https://solanart.io/nft/9e9gKNoMQBpuccXWUtvpMPKrr9uCsGhbZBa4T5z4QGjC,Green,Tshirt,Worry,Black,,Monocle Solana,Ponytail Black,Helix Hat,Pink,White
7899,1,5232,69.27,https://solanart.io/nft/DoAznLqTzAc72RjmRWtwJBUDd3yf9aDz6tETXuLxVVk5,Purple,Turtleneck,Scar,Teal,Facemask,,Bob Black,,Black,White
7903,3,764,67.74,https://magiceden.io/item-details/5vsJbvKxWh4HBoURr8E6zNYhvhAY1fAdj8wqn42wof4d,Teal,Bandages,Arched,Teal,,Monocle Regular,Ponytail Brown,Helix Hat,Pink,Gold
7908,1,5664,67.48,https://solanart.io/nft/B6jfJ95g32kjZmL5KnDv8eqgwwf4GUSkUP1Hk2s5RjZd,Yellow,Tshirt,Small,Blue,,Glasses Regular,Bob Black,,Pink,White
7926,2.25,1277,73.12,https://solanart.io/nft/13uPV1QUM54WZEQtcjiKxcFdD2gwYLRpJiA68hj94UwX,Green,Hoodie,Worry,Blue,Bandaids,Monocle Regular,Bob Black,,Pink,White
7935,0.25,3288,84.8,https://magiceden.io/item-details/3aJFnE5RxwgqjLhur2tuB3jyUzard11feJ8VcJrMGwG8,Solana1,Bandages,Worry,Blue,,,Bob Black,,Gold,Black
7937,0.3,9228,59.74,https://magiceden.io/item-details/GPtHNUFJtCTK4PuUKGXwHEAVfeX5vx5tZBAUY97sFYqK,Beige,Tshirt,Small,Teal,,,Bob Black,,Gold,White
7938,0.23,9339,59.99,https://solanart.io/nft/A3iHgtBU3CGUC2ofrJhJpyx8ykaKiB1ayARvc64oHfjs,Blue,Tshirt,Arched,Teal,,,Ponytail White,,Black,White
7948,1,755,87.78,https://solanart.io/nft/Cjfuw7MVKbG57guoF4RbZv6qk7FC3DEexb2rgirkv2DK,Purple Flat,Tank Top,Arched,Teal,Gasmask Gunmetal,,Ponytail Black,Horns,Black,Black
7952,0.4,5270,75.11,https://magiceden.io/item-details/Hz6cHVtqmP9JYCnfReAWwXbEyeSnyTZZVx6NHRfmbywd,Teal Flat,Turtleneck,Small,Teal,,,Ponytail Pink,,Pink Fangs,White
7955,1,5802,66.91,https://solanart.io/nft/Aa8824aXrqk6qEGzLiNogB28UnuZ58fkA1voC3LXEtb1,Teal,Turtleneck,Small,Blue,,,Bob Brown,,Black,Blue
7957,0.2,8950,61.89,https://solanart.io/nft/9muKAoGq142Aw6mtCmRwZtD4euRxE86K5FjL4UUbz8N,Yellow,Tshirt,Thin,Blue,,,Bob Black,Top Hat,Pink,White
7971,0.8,2575,82.25,https://solanart.io/nft/9bWeq14XzRnSYJPwbskH92tpwZwR62wbNkg58bR9LZGA,Grey,Tshirt,Thin,Blue,,Monocle Regular,Ponytail Black,Bird,Pink,Black
7989,2.5,6177,50.36,https://magiceden.io/item-details/A3bnauFNV5xDuCTTE2gVPjywVWM7qjZjuzKtYjS5yu2i,Green,Turtleneck,Worry,Teal,,,Ponytail Black,Top Hat,Pink Fangs,White
8001,0.49,2243,86.73,https://solanart.io/nft/H5cyiMhHwzFF1R5vAqCVD3KWp6K57MxWFLSUJa95t9nV,Green,Tshirt,Thin,Purple,,Monocle Regular,Ponytail Pink,Mushrooms,Pink,Black
8005,0.16,5334,77.25,https://magiceden.io/item-details/3VTJ89kyyWAFSwqKAMceeGpV2rscanwaQ3S3J2QfeUTu,Blue,Tank Top,Small,Teal,Facemask,,Bob White,,Black,Black
8020,0.6,926,91.07,https://magiceden.io/item-details/ATHaEbrb5wwkkpaynLG8JbZ6tf8wpP5oRDRa8e8m265A,Beige,Hoodie,Worry,Blue,Facemask,,Bob Black,,Pink,Gold
8022,0.165,8129,65.64,https://magiceden.io/item-details/87r8DsrPCua9AeNcWuk5WoQzQjWTVvccV8pZP5DdduXh,Blue,Turtleneck,Arched,Blue,,,Ponytail Brown,,Black,Cyborg
8048,0.2,6197,73.28,https://magiceden.io/item-details/GyP7kjatkBEonwLhFLwp8V7ro27PcZ7LsDJvb4mxTdEq,Green,Tshirt,Arched,Black,,,Bob Brown,Helix Hat,Pink,White
8061,1,5018,70.15,https://magiceden.io/item-details/CTScqT2EnagJ9M6i5JLbTq29dfyFvUGM3w6QxXeZ5HtV,Purple,Bandages,Worry,Blue,,,Bob Pink,,Pink,White
8063,0.2,3716,83.54,https://magiceden.io/item-details/4D81LgEcj1RPoDo8ohRiGgnWLXGynj6BwNqCdtTYwmqp,Purple Flat,Tshirt,Small,Purple,,,Bob Brown,Helix Hat,Black Fangs,White
8070,0.86,1665,85.42,https://solanart.io/nft/AP3G1P8LNknP8F37nLBRqGcBvS6PMK8vMmaji2jCL4o1,Yellow,Tshirt,Thin,Blue,Gasmask Teal,,Ponytail Black,Clouds,Pink,White
8086,2,7550,49.68,https://magiceden.io/item-details/HQmrPKRr1SkuL6TteZ8VmCkQbbDLT4iHsX1agTpWCXH9,Pastel,Tank Top,Arched,Blue,,,Ponytail Black,,Pink Fangs,Black
8087,19,6825,0,https://magiceden.io/item-details/A5nydLvsdM8WuzbC85XidKEvNZozF8aB2ifu55ghJmMb,Beige,Bandages,Thin,Teal,Bandaids,,Ponytail Black,,Pink,White
8091,6,3439,26.68,https://magiceden.io/item-details/9eRgTeUsrY89N873YJq7JEdfsAZjN9MBpNztXSHb7EZQ,Purple,Tshirt,Small,Blue,Facemask,,Bob Black,Helix Hat,Pink,Cyborg
8111,1.8,8603,47.33,https://magiceden.io/item-details/AFpfuzpT3Zsi5sU2SLq6qkEHjp875k7oATkijSccrBjY,Grey,Tshirt,Arched,Teal,,,Bob Brown,,Gold,Black
8138,0.25,1886,90.6,https://magiceden.io/item-details/AxsXxFpjNMQ4tcp2T6c5AfzKX3dgQM2C7Ye17VX31K9e,Green,Bandages,Thin,Purple,,Glasses Solana,Bob Black,,Pink Fangs,Black
8143,5,8873,14.21,https://magiceden.io/item-details/ALnJ4sbarbGE1q9H1EouJpEdZDdt74pEkYwfseQHrL56,Blue,Tshirt,Arched,Purple,,,,,Pink,White
8146,0.15,533,97.2,https://magiceden.io/item-details/Di7i34KJKKzF2i6Pbv2ePTdYsqCv1fi6UpywYnM6K5sK,Purple,Tank Top,Arched,Blue,,Monocle Solana,Bob Pink,Mushrooms,Pink Fangs,White
8147,0.98,857,87.56,https://solanart.io/nft/F9ueCckoxDEgrM1tSsx54vZTiUCRSGHnHjZJZ4Amg1At,Beige,Tshirt,Arched,Purple,Bandaids,,Ponytail Pink,Clouds,Black,White
8148,1,5771,67.04,https://solanart.io/nft/EaGuq7WmfmsRH1ndjktNqW5fY2vFhFrizrRMxAikF65D,Purple Flat,Tshirt,Scar,Purple,,,Ponytail Teal,,Pink,White
8154,1,1748,83.67,https://solanart.io/nft/GUhFaSAJYNaRZcUGKfWu8VEtkVVzP5Bw38US9ePZWCwq,Purple,Tshirt,Small,Teal,,Monocle Solana,Ponytail Pink,,Black Fangs,White
8158,0.25,6980,69.54,https://magiceden.io/item-details/FtKuduBuwQ4s8zNXQG9NdDf1SEeeArbGtfXp2dZoCKca,Purple,Turtleneck,Thin,Teal,,Monocle Solana,Ponytail Brown,,Pink,White
8168,300,247,0,https://magiceden.io/item-details/5h7xyutzAcEyvrKFuKXSYQmE3pPcwTCuJz14aL3yJvgj,Pastel,Tshirt,Thin,White,,,Ponytail Pink,Helix Hat,Gold,Blue
8169,0.9,3841,76.02,https://magiceden.io/item-details/EaB4DJFHHSKun5ipKqNdtkm6czXPLmpgNUP5frbDfe6x,Beige,Turtleneck,Arched,Purple,Facemask,,Ponytail Black,Mushrooms,Pink,Black
8175,1,6948,62.17,https://solanart.io/nft/G8CK3dpPcPDYubEjmU9RgEqHkC6Gk9xHsmxFkySTZdJi,Purple,Tank Top,Small,Blue,,,Ponytail White,,Pink Fangs,White
8183,2,1712,73.82,https://magiceden.io/item-details/HveZbXPKA4MX9bRKvBL5xEqnhDApJdSYDFARGWwnzF23,Solana2,Turtleneck,Scar,Teal,,Monocle Regular,Bob White,Top Hat,Black,White
8189,2,3071,68.2,https://magiceden.io/item-details/H2bUFp2oNCRtcTQg2QrW273DefrUK3Zh9VN1KP9WNro6,Blue,Bandages,Worry,Purple,,,Ponytail White,Mushrooms,Pink,White
8196,0.17,4067,82.38,https://magiceden.io/item-details/J6KKhmsPDgiHCG4Tbe5WzifNG7rw1BQjKTb9y4CpvUPq,Green,Tshirt,Arched,Blue,,,Ponytail Brown,Clouds,Black Fangs,White
8205,2.7,2475,63.67,https://magiceden.io/item-details/CDrSU94LmXYrhP9cW9bRnynusnWn4DtGZxCh883DJvGm,Purple,Hoodie,Arched,Teal,,Glasses Regular,Ponytail Black,,Pink,White
8217,1.05,1198,85.45,https://solanart.io/nft/8aD1UbcMvhP8yGfKSWpurYcXhpFJhR71Ppd5GmKmRvcm,Purple,Bandages,Arched,Blue,Bandaids,,Ponytail Black,Helix Hat,Pink,Cyborg
8219,0.25,4646,79.19,https://solanart.io/nft/2pWriAsdS8FGAXdPx9QKySwwX5PZVise6VJveRPyRcx2,Grey,Tank Top,Worry,Teal,,,Ponytail Black,,Pink Fangs,Blue
8230,0.5,1009,91.73,https://solanart.io/nft/259KZuBtkmNMtapck4N2BVVhB3Z6bcCKk4o4TwGBbwMh,Yellow,Tshirt,Thin,Blue,,Monocle Regular,Ponytail Teal,Helix Hat,Black Fangs,White
8237,2.2,9182,40.93,https://magiceden.io/item-details/5rqAakFyZWPkBqz2av9NDsSqZUVcGEFMxLqSZrjP6d1M,Blue,Turtleneck,Thin,Blue,,,Ponytail Brown,,Black,Black
8249,2,2715,69.67,https://alpha.art/t/F3uCczYCr5ovqBTG9hijXowqhsxWuVfKNQKyFWDKfBT4,Grey,,Thin,Teal,,,Ponytail Black,Top Hat,Pink Fangs,Black
8259,2.3,4495,59.31,https://solanart.io/nft/DUfEwLeCXEgScuwtFexWjDndTFBdMCa3WAAbWHaZHKfu,Pastel,Turtleneck,Small,Teal,,,Ponytail Brown,Mushrooms,Gold,White
8271,5,7684,19.13,https://magiceden.io/item-details/99Ub5uG6bXJwjgUfPxJ5AZtoUtKxXGJ5ZcZZsDt5Ds2D,Pastel,Bandages,Scar,Blue,,,Ponytail Black,,Pink,White
8288,0.25,7534,67.25,https://solanart.io/nft/8KwuKi2SjkVgG263CDoGEFzSzrj1AujUzPiYHFpegMnd,Blue,Tank Top,Thin,Blue,,,Bob Brown,Horns,Pink,Black
8289,1.95,5570,58.37,https://solanart.io/nft/DbfK4BEiZQMCTrfXH7FxcYs12x2txk8kAhuMQ53xJcLn,Purple Flat,Turtleneck,Small,Teal,,,Bob Black,Butterflies,Pink,White
8292,1.99,2191,71.94,https://solanart.io/nft/7jD492vMBtx6TaztudYNnQ7eLH5NDfwMwLJv6KiNC3tp,Teal,Tank Top,Arched,Teal,,Monocle Solana,Ponytail White,Horns,Pink,White
8297,1.1,7522,58.8,https://solanart.io/nft/6hFcpMuMBmWqWGa1PKXLaSrrzXAJnsQhaYj7tr68i7pk,Blue,Turtleneck,Small,Teal,,,Ponytail White,Top Hat,Pink,Black
8300,1,4072,74.06,https://magiceden.io/item-details/9CkcP9c13MoPq4hrU3hCxaSuvkhR2Bb1dq7SuP7tQ3Xr,Solana1,Tank Top,Thin,Purple,,,,,Pink Fangs,Black
8328,2,3483,66.5,https://solanart.io/nft/HF81JK65JRUPAE3E9McCdUqZQ16aSr1SQpBKbuRDtqFq,Green,Bandages,Thin,Teal,Facemask,Monocle Regular,Ponytail Black,,Pink,Black
8339,0.15,9232,61.23,https://magiceden.io/item-details/8u4gP2mHUnBes5VgkjqNKs9UeE4TPWudMwrfV2Ewkprh,Blue,Tank Top,Small,Teal,,,Bob Brown,Top Hat,Pink,White
8341,1.5,4519,67.21,https://magiceden.io/item-details/fXoajwQ7ooXhKVR3AtX3EvGRo2iQQ9uZgRbf1KR4XXx,Purple,Bandages,Arched,Purple,,,Bob White,,Black,Black
8343,0.7,3233,80.53,https://solanart.io/nft/ANYntpK9CYzTvaZZtjhX9Y9rzFQqEoFNHkTeTy8D2ySD,Teal,Turtleneck,Arched,Purple,,,Ponytail Pink,Mushrooms,Pink,Black
8344,0.6,5444,72.39,https://solanart.io/nft/4EYHkHbbmakV3U4W3V9nMYUHtqNPQyLjZTUZDqQTrruU,Purple,Turtleneck,Arched,Teal,,,Bob Black,Mushrooms,Black,Black
8347,4.7,4724,34.37,https://magiceden.io/item-details/6b1dZAmvxyNKVuKXgSz2vn6kfoLYkjyqKrLvwWysbJPE,Pastel,Tshirt,Arched,Blue,,,Ponytail Brown,Horns,Gold,White
8351,1,608,88.39,https://solanart.io/nft/8AfJD18KgTM6bdUyuHR2SYMiS6pzfjYJGUKKWHVewaqd,Purple Flat,Turtleneck,Thin,Teal,Piercing,,Ponytail White,Top Hat,Black,Black
8354,1,2453,80.76,https://magiceden.io/item-details/3TDoCeLiT5aQeiEQnVQuEt3t2xq5RM7roZJzG1WHA2ci,Solana1,Tank Top,Small,Blue,,Glasses Solana,Ponytail Brown,Helix Hat,Pink,Black
8356,0.7,8151,60.2,https://magiceden.io/item-details/HTWZRcYkXNkJvLUbWYKdqKm9SmeJ1jssRJTpMRBXBXye,Grey,Tank Top,Arched,Blue,,,Ponytail Brown,,Black,Cyborg
8364,2,1878,73.13,https://solanart.io/nft/9yoUQ6xJDMbQYvLUnhKXvN1wQxdnhBz7eM5jEtzMuHwo,Green,Tshirt,Worry,Purple,Gasmask Pink,,Ponytail Black,Horns,Pink,White
8368,0.5,3652,80.8,https://magiceden.io/item-details/7rB8XUdumLbxuzzVDA22gbZhah9ukdnEHaan4YTcYzNd,Grey,Tank Top,Thin,Purple,Bandaids,,Ponytail Brown,,Pink,Blue
8382,0.144,4319,81.6,https://solanart.io/nft/CThmokznqf3C7oMSFRG8CbTQkqGMMBUziDxyd641XGxX,Beige,Tank Top,Scar,Purple,Facemask,,Ponytail Black,,Pink Fangs,White
8390,0.5,6730,68.07,https://solanart.io/nft/Aq1BHZSm1bRy9QzTDdpcG9sBgx6Qv9or1xcQFnfZz7iB,Purple,Tank Top,Thin,Blue,Facemask,,Bob Brown,,Pink,Black
8391,0.5,3989,79.41,https://solanart.io/nft/2iEjkdDzpb381XmWauRpYvwFRAQpETER3tbFoaGKuGd3,Yellow,Tshirt,Small,Purple,Bandaids,,Ponytail White,,Black,White
8392,1,2311,81.34,https://solanart.io/nft/AZP3tL95KTQ58Q4KRrfiGagpXZd4Ci3H1vZ7U4maXzVm,Green,Turtleneck,Small,Blue,,Monocle Solana,Ponytail Brown,Top Hat,Pink Fangs,Black
8395,1,8178,57.09,https://solanart.io/nft/GtV4rQ7vhNZ1yHsntxA8zTCkfif7cCUzo1QM2eAh4mNp,Green,Turtleneck,Thin,Purple,,,Bob Brown,,Gold,White
8398,0.3,4435,79.56,https://solanart.io/nft/8CLg88dbjCmCka85VdfAmcyfLxRTFVm9FoinBq2JX1aR,Green,Tshirt,Scar,Blue,Facemask,,Ponytail Teal,,Pink,Black
8407,0.5,52,95.68,https://magiceden.io/item-details/Fc8rrue9xZqxKRr3yLrTAf8UYhdaRjt6eEmwHrp1ToPm,Green,Bandages,Arched,Blue,Gasmask Teal,Glasses Regular,Bob White,,Black Fangs,White
8412,0.33,9295,59.17,https://solanart.io/nft/FxyKkfdUVa5NfCFssxhjnGeLekSGwYNwp5beYXJsbmez,Green,Turtleneck,Thin,Teal,,,Ponytail White,,Pink,Black
8413,4,1251,55.73,https://magiceden.io/item-details/AnybG7fQLTgYZVHeCZfgVdG82yRoqyEqPHuWwXjzHBSH,Smoke,Tshirt,Small,Teal,Facemask,,Bob White,Horns,Pink,White
8427,0.2,4897,78.65,https://magiceden.io/item-details/7Us8gCx6N9H8j6HAvgq5QRkQ8sb5PVAnaGjNNR4Bhzut,Teal,Tshirt,Thin,Blue,,,Ponytail Brown,Horns,Pink Fangs,Black
8431,1,4925,70.54,https://magiceden.io/item-details/CCYBaLb2uWbHQEYFx6H8wPBwFVFnZekeFgscbtL8WPY1,Green,Tshirt,Scar,Teal,Bandaids,,Ponytail Black,,Pink,Cyborg
8435,0.32,4598,78.69,https://solanart.io/nft/58FLvUUdCxs6gdYNJti4n3m4fdv1R8599WebvSdAvmjP,Solana2,Tank Top,Thin,Teal,Gasmask Teal,,Ponytail Brown,,Pink,Black
