id,price,moonRank,💎 score (%),storeURL,Background,Eyes,Headware,Item,Mouth,Outfit,Skin
5481,6.5,5824,12.99,https://solanart.io/nft/2ZrQHYcYk2M5cPRPMnpq9vzReSkZ8pRa7VfeRucy9LUx,Red,Blue,No Headwear,Rambo Dagger,Mustache,Green Flannel,Blue
5488,4.99,7253,21.65,https://solanart.io/nft/Bw6TQHXG3UUgqQFmU7zvB7bqjsBee54q9naF5GCQT5uY,Light Green,Yellow Hypmotised,Orange Ski Goggles,Lantern,No Accessory,Hawaiian Shirt,Green Cyber Suit
5495,6,6150,16.52,https://solanart.io/nft/9CAXZH4MpnGk2iZme7E6bT4cYv5hyYfkDov4vrenKdzg,Yellow,Black Hypmotised,No Headwear,Naginata,Pipe,Tracksuit,Mud
5498,12,753,0,https://solanart.io/nft/C3ZAn35iVtQhhS8g5CEbURW8LUoHmEzXa7vv7SK5JRog,Storm,Green,Cowboy Hat,Baseball Bat,Toothpick,Solana Tshirt,Green Tattooed
5508,3.69,8069,30.98,https://solanart.io/nft/HXtsjC2Y6CUAsHmPPPRSV8tNYZG91rvN5LR68vZCASf3,Light Green,Yellow,Hannya Mask,Rambo Dagger,No Accessory,SWAT Gear,Green Cyber Suit
5526,5.5,3477,33.55,https://solanart.io/nft/4n61abUzLKezbs1AUCWvBJViak8wzqkc4JLUjKuEWQUi,Purple,Green,Blue Singular Optic,Thermal Katana,Cigarette,Blue Racer Vest,Black Robotic
5532,16,6935,0,https://solanart.io/nft/HZTEn4rfMVsbGr6nrx4qAPqUYPfAyV42eV2vWCEajujv,Light Green,Bloodshot,Rice Paddy Hat,Baseball Bat,Pipe,Black Tshirt,Blue
5548,22,1210,0,https://solanart.io/nft/HAq4K9ZnJHtckxLieuGy6yUrQEmWSPsfxUEHZiY3HYLK,Rare Kanji,Blue,Boony Hat,SMG,Chewing Wheat,Bloody Robe,Pink
5560,50,8485,0,https://solanart.io/nft/7tPgBooaittLv7D1tmfJPGdTKXPA2yoLYb98siVsLeTH,Dark Green,Yellow,Black Motorbike Helmet,Cold Yakitori,No Accessory,Leather Jacket,Green
5568,0.9,3609,78.96,https://magiceden.io/item-details/7QXEu6qBuyEWkYZwTmB8ecFMPv4A1jDCusxLDA1CQwn,Light Gray,Spirit,Red Visor,Handgun,Toothpick,Blue Flannel,Half Robotic
5577,4,6726,33.93,https://alpha.art/t/8LSindWPMd1FxpfS3b1o9bMWCKa2q6GDBNoSk134FJhu,Yellow,Green,Blue Headphones,Spear,Toothpick,Bandoiler,Green
5580,8.88,5505,0,https://solanart.io/nft/Di7Qe6pkZFMtsfWSgQMDsfp4CTwqfxQeMawetqMXybQX,Blue,Green,Rice Paddy Hat,Katana,Surgical Mask,Green Flannel,Green Cyber Suit
5587,7.5,2266,19,https://solanart.io/nft/DquSwcNe4XYjNEJWZyqcdjR4VTtL3DucrbLs747yAZsE,Leaves,Cyber,Blue Singular Optic,Hot Yakitori,Chewing Wheat,Blue Wetsuit,Half Robotic
5596,12,5495,0,https://solanart.io/nft/74gsRFggDQckKtZXgokc9Fgh23tfgs1WZ6UguvqwVGSc,Red,Brown,Eyepatch,Naginata,Bamboo Bong,Blue Wetsuit,Black Robotic
5601,8,7938,0,https://solanart.io/nft/2mPtjHcD1F8QHy6GsLAJfk3HGSNnRyiqpVAMBz5q9c2H,Dark Green,Green,Green Headphones,Hot Yakitori,No Accessory,SWAT Gear,Green Tattooed
5613,18,7883,0,https://solanart.io/nft/EpGo182xrnx1QVgNacNazKK7TSaC5f4WokjUkRsibkrq,Purple,Brown,Cowboy Hat,SMG,No Accessory,No Outfit,Sand Cyber Suit
5621,50,291,0,https://solanart.io/nft/7c2bMML8p4nTWutxWGpJTwVU8nyeM4CEZJVLUkurNuEJ,Pink Neon Kanji,Yellow Hypmotised,Red Optics,Fan,Toothpick,Red Samurai Armour,Black Robotic
5624,2,2631,72.36,https://solanart.io/nft/9TMvHuXZcPG5HXRAUBrTw2xHxQvZsiwPgBZaehLkCbV7,Cherry Blossoms,Yellow,Helmet With Antlers,Naginata,Gas Mask,Cyber Policesuit,Spirit
5643,40,426,0,https://solanart.io/nft/ATMupZbMKjiktzU51rxSGWvtZc3CkxsC4C9YxGyNoeaK,Storm,Yellow Hypmotised,Blue Headphones,Modded Naginata,Cigarette,Red Samurai Armour,Blue
5654,2.99,8018,38.21,https://solanart.io/nft/3tge1Bz8tZsTdNPcDGLv6RZYge2jn1pPhYT4mWtitLbs,Blue,Green,Hannya Mask,Umbrella,No Accessory,Winter Coat,Pink
5655,50,1434,0,https://solanart.io/nft/HceHm5g6CSi2NTAjwLp3ayLBhV4PDMGB1H6emrxqxi76,Leaves,Black Hypmotised,Blue Samurai Helmet,Spear,Surgical Mask,Bloody Robe,Pink
5656,4.69,2445,46.3,https://solanart.io/nft/GzqicqucgMyMFWKLY2rrWySTJPyzzUcWyNZouMyccFL8,Dark Green,Yellow,Green Headphones,SMG,Goatee,Caveman,Spirit
5666,5,4679,33.14,https://solanart.io/nft/EzEP94YgxNxZu7Gmq73gjaZDdZJpb7kZbonBcRpU192Y,Purple,Green,Blue Headphones,Handgun,Gas Mask,Blue Wetsuit,Black Robotic
5675,7,5382,9.98,https://solanart.io/nft/2FBRRchMpK5FuCzVKGgDq2p9QfwwrDAcdaJDXubjGzs7,Light Green,Yellow,Blue Headphones,Baseball Bat,No Accessory,Tracksuit,Black + Red Wiring
5696,4,1333,58.2,https://solanart.io/nft/6voMZxYfk8emmgVhNY1SvWNe7ox2sqNy3A72arqKbYMq,Yellow,Possessed,Green Headphones,Katana,Toothpick,Solana Tshirt,Half Robotic
5706,4,3519,48.36,https://solanart.io/nft/2xViZSGPzgY1ayiGZdU6Sgk9Aj7ituPwNHUBDP9wS67j,Yellow,Blue,Green Visor,Handgun,Toothpick,Cyber Policesuit,Green + Blue Wiring
5715,2.1,7251,50.56,https://alpha.art/t/AzNpBgq88USg8EMnmtj7T6DEeRoCfdhhEP9sDbDNua49,Purple,Blue,Boony Hat,Leafy Stick,Surgical Mask,Green Flannel,Green + Blue Wiring
5718,8,4781,2.68,https://solanart.io/nft/3CHyYrSkucqqicJQWdDdK4PoyxanvyxXqNKcGSTxWQvk,Dark Green,Yellow Hypmotised,Orange Ski Goggles,SMG,Pipe,BOGO Tshirt,Green
5719,0.98,8755,54.99,https://magiceden.io/item-details/C7vvSZK4SGXSdMSG6pjNzvG7oVqtbGTHEB1vikRKM4Ho,Light Green,Yellow,Black Motorbike Helmet,Lantern,No Accessory,Red Flannel,Pink
5735,1.5,3763,72.26,https://alpha.art/t/5LvyzrR2gZHDdpWTHWDjXv2ZPnY6thPYXmevDGA3ZCkr,Salmon,Blue,Blue Optics,Lantern,Pipe,Blue Racer Vest,Spirit
5737,2,1865,75.81,https://solanart.io/nft/8W25oSejRGExKuJa9RRz8p18xEh1Xd6KKLgSZC7DGqkp,Blue,Green,Green Visor,Modded Naginata,Bamboo Bong,Winter Coat,Spirit
5741,10,3463,0,https://solanart.io/nft/3ti4n1YBSLA2Go1RDmUp1pJH5GmgDjziU4bKMJv4Dw3b,Leaves,Green,Orange Ski Goggles,SMG,Cigarette,Tactical Vest,Green
5755,3.99,5875,37.86,https://solanart.io/nft/FKXcj5UYfkiEW1T568nbtYGFt5ZMxBftC75qEHqeueHL,Cherry Blossoms,Black Hypmotised,Black Motorbike Helmet,Cold Yakitori,No Accessory,Blue Wetsuit,Black
5761,3.33,7068,39.09,https://alpha.art/t/CSBJ84NZ9M5vEmuY7jmtwdRDWjTPMs4HyVmqxyUnrS5V,Dark Green,Brown,Green Headphones,Hot Yakitori,Pipe,Green Flannel,Green + Blue Wiring
5767,2,2284,73.92,https://magiceden.io/item-details/EPcJ93n9DnWKNxJnpcaUebBBwcsefxKrEgNV3HCry7xn,Light Gray,Ghost,Cyclops,Thermal Katana,No Accessory,Shirt and Tie,Green Cyber Suit
5775,5,3884,36.72,https://solanart.io/nft/2BKC5QKsXz7p2yGcRYyLk8Ajf2FZ4BzPET4aMYJUUiaw,Blue,Blue,Boony Hat,Assault Rifle,Beard,Green Flannel,Spirit
5784,1,5583,69.07,https://magiceden.io/item-details/9Mr1D3pTBxccf8RWTpQ4UrgBrVPc9v7Cp9gfjwQw9cAp,Purple Rain,Yellow,Green Headphones,Assault Rifle,Chewing Wheat,Blue Wetsuit,Black
5786,7.9,655,22.25,https://solanart.io/nft/Bttwyjxe9yVNLVT94KF4BYhuqRprYtgyXzZtZyMvWocz,Dark Green,Possessed,No Headwear,Cyber Umbrella,Chewing Wheat,Red Racer Vest,Spirit
5789,0.99,4149,75.63,https://alpha.art/t/6BraGTJH11ue7R1XR7NNXJpSShPAjmTwYiR6bkt2VFBN,Light Green,Stoned,Green Headphones,Baseball Bat,Gas Mask,Tactical Vest,Demon
5790,18.690001,3695,0,https://solanart.io/nft/8iXaK2zjftnFzssDvh7ok2TJyc78jsGWq7xymsiz1Hwg,Yellow,Stoned,Rice Paddy Hat,Assault Rifle,Cigarette,Bloody Robe,Sand Cyber Suit
5798,1.8,5662,60.72,https://solanart.io/nft/8imruFE8nX9gC2g4V5J8BLnPsFKPQce2osjnbwbKkqeA,Pink Neon Kanji,Yellow,White Ski Mask,Thermal Katana,No Accessory,Blue Racer Vest,Half Robotic
5839,15,172,0,https://solanart.io/nft/DNh24bEGYKZybiw4xrRNc4AidskBurwY5hNfQbXSnkEs,Rare Kanji,Green,Kitsune,Umbrella,Bamboo Bong,SWAT Gear,Green
5857,22.69,220,0,https://alpha.art/t/9eoAibHoM28sngNt1QXVFKCRhPiSUMEh6Ds28N2LCELg,Blue,Brown,Scar,Golden Katana,Chewing Bamboo,Black Tshirt,Green Cyber Suit
5878,12,1283,0,https://solanart.io/nft/AWAHLVvzGdEc2mTSoH71Qfrpjj1GTUVDaquHRroVSBtP,Dark Green,Yellow Hypmotised,Red Samurai Helmet,Thermal Katana,Chewing Wheat,SWAT Gear,Sand Cyber Suit
5882,69,5174,0,https://solanart.io/nft/4H45xyWXoHzhCTvhf2BXYfqpHMjjF9qN2bzzWwHRFjyd,Purple,Ghost,Green Headphones,Leafy Stick,Bamboo Bong,White Tshirt,Sand Cyber Suit
5884,1.6,4399,68.4,https://magiceden.io/item-details/8bfyvY2vAp5S57CcFD4T6Jc2HCw2ENgvFb7YtSnWB5xV,Cherry Blossoms,Spirit,White Ski Mask,Modded Naginata,No Accessory,Cyber Policesuit,Ghost
5886,1.6,3621,71.9,https://magiceden.io/item-details/43igSkhfDfXZE3Wwf9BdF9F3uUVb35BgfYevjfqbUcar,Dark Green,Bloodshot,Rice Paddy Hat,Umbrella,Gas Mask,Blue Flannel,Green Tattooed
5896,29.9,7242,0,https://solanart.io/nft/HcCnPndwP1gJ8bqVdREpqzrwcGrKuoBFFq8H7MvQuA6u,Pink Neon Kanji,Blue,Hannya Mask,Handgun,No Accessory,White Robe,Demon
5899,1.5,5273,65.47,https://magiceden.io/item-details/AjrLHYXUskV8mLfXaLKKY5rxF4smxgCj9m3wVEv8xcTt,Leaves,Possessed,Red Motorbike Helmet,Rambo Dagger,No Accessory,White Tshirt,Blue
5900,8,7630,0,https://solanart.io/nft/B1MnY9iDH6hrakZugYpY8mdRQp6bhoE8LCX2c3asE4Z7,Dark Green,Blue,Eyepatch,Rambo Dagger,Pipe,Green Flannel,Demon
5901,7.9,2103,15.73,https://solanart.io/nft/59RCgBchKJDccJ7S8au99QXT6sSHZ4HHczY5qU9WhWjh,Light Gray,Possessed,Green Headphones,Leafy Stick,Cigarette,SWAT Gear,Green Tattooed
5902,5.2,1241,46.61,https://solanart.io/nft/Hv5GH2h4ajd9XnhcbUcig1hXAmBFanTFAT2cbwKdgpwN,Rare Kanji,Green,Boony Hat,Fan,Gas Mask,Hawaiian Shirt,Blue
5905,2,5897,57.66,https://solanart.io/nft/Habv2MzhtrXzJjEaTReAYyNnXEkxSvTwU7SKfECMnbXJ,Salmon,Brown,Green Headphones,Lantern,Cigarette,Shirt and Tie,Black Robotic
5910,1,7863,58.81,https://magiceden.io/item-details/BovXAWEVJcWCLcQ3wPDVxgnSQ57UCs7rR1yvxdofoerR,Pink Neon Kanji,Green,Black Motorbike Helmet,Assault Rifle,No Accessory,Tracksuit,Mud
5918,12,8300,0,https://solanart.io/nft/ABUxuHVZnQEF1txh7w8UuApGTdGsVxDDRkJp4iTMk5n2,Salmon,Brown,Black Motorbike Helmet,Katana,No Accessory,Tracksuit,Blue
5956,4.86,8599,16.9,https://solanart.io/nft/EvXCM5YNiNMW6ZJZJJKTQsduPpKjnko2u6tqbDnUq5H8,Light Green,Black Hypmotised,White Ski Mask,Rambo Dagger,No Accessory,Blue Flannel,Pink
5961,1.49,5317,65.37,https://solanart.io/nft/7rJGMeEwrJb8LGXsGn95sYowefpJ9nxQktretYnEwkNr,Red,Brown,Blue Ski Goggles,Naginata,Cigarette,SWAT Gear,Black Robotic
5978,1.5,2646,77.29,https://solanart.io/nft/5VJmArW4yWEgec8zQbsHDUUEv3Kujvsh3kPX7T7jnh5c,Light Green,Yellow Hypmotised,Scar,Baseball Bat,Surgical Mask,BOGO Tshirt,Black Robotic
5980,4,1310,58.3,https://solanart.io/nft/DwsEXP4vMccAz1b1GBJMgvWWm82Ykqmjy5F5fyVym6kR,Blue Rain,Spirit,Green Headphones,Hot Yakitori,Bamboo Bong,No Outfit,Green Cyber Suit
5996,200,292,0,https://solanart.io/nft/Dm9gdTZELxYFURkETBdsNC329qa8cQduqY4u3XnPywJJ,Purple Rain,Stoned,Kitsune,Fan,Chewing Wheat,Winter Coat,Black Robotic
6011,1.83,3152,71.71,https://magiceden.io/item-details/3Tg1CQe4mSgkEV2jocrCA1znhMTjB5E17MFBekU9PdzN,Salmon,Brown,Boony Hat,Hot Yakitori,French Mustache,Cyber Policesuit,Green Cyber Suit
6023,1.9,7919,49.56,https://magiceden.io/item-details/8hwDEeqxe8aoqKwHsks9nyQvmgNrFkpi5XzMwt8eVDPz,Red,Brown,Helmet With Antlers,Fan,No Accessory,Blue Racer Vest,Pink
6034,2,1720,76.46,https://solanart.io/nft/6jjCU3jez6v7HavygqW8HWYWLwM3ibLdcEM1kHq425S7,Light Gray,Spirit,Blue Samurai Helmet,SMG,French Mustache,Green Flannel,Mud
6055,1,4279,74.94,https://solanart.io/nft/8PPtZeVP44wx7nFr5i1hyo4K4YuP9wuuvt5wNzku1Emx,Salmon,Ghost,Blue Samurai Helmet,Fan,Chewing Wheat,White Tshirt,Mud
6057,1.5,5816,63.02,https://magiceden.io/item-details/AqHkiKfLqbMsrMjrydnBR2Ep5YUrnWwjZDtthqquNs3h,Blue,Yellow,Cowboy Hat,Umbrella,Surgical Mask,Shirt and Tie,Pink
6073,5,2838,41.43,https://solanart.io/nft/Ewcm5Wv2Mu6RfwcpgXgHLcPRcrR3NZdBrsonPBKZpYUp,Salmon,Bloodshot,Blue Optics,Thermal Katana,No Accessory,Winter Coat,Ghost
6084,2.512,7987,43.13,https://alpha.art/t/CHHi74xbDAQy2FCN47qckKTVeF4L3D2zCPdN8SeSYFNh,Light Gray,Spirit,Black Motorbike Helmet,Baseball Bat,No Accessory,Green Wetsuit,Sand Cyber Suit
6106,6.1,4929,21.01,https://solanart.io/nft/DFnxrvPcgUoVep766UBEbkR4poXTLFBd5DmVbCY6u5D1,Light Green,Yellow,Helmet With Antlers,Hot Yakitori,Toothpick,Blue Flannel,Green Robotic
6110,42,8381,0,https://solanart.io/nft/6aDG6vBdCM3hrp1gn9CesptTQV6pSZMkcfKRr5mHHqs5,Light Gray,Ghost,White Ski Mask,Leafy Stick,No Accessory,White Robe,Pink
6113,5,3843,36.9,https://solanart.io/nft/FDSgfeUJaQwyomrPxytR12zZjagYfy8WorJkxYxJPcQZ,Light Gray,Spirit,Red Samurai Helmet,Katana,Toothpick,White Robe,Mud
6131,5,3480,38.54,https://solanart.io/nft/Ho2XMsmBdxk3qXEJmce6sgnP6NH9dTzdFrjCTnSrcrsL,Blue,Stoned,Scar,Naginata,Pipe,Hawaiian Shirt,Black
6134,0.8,4359,76.58,https://magiceden.io/item-details/2xWH71Str3iGrpD69WBPSBp3REKi9cPR4NRGL8CRVUUg,Light Gray,Spirit,Rice Paddy Hat,Rambo Dagger,Bamboo Bong,BOGO Tshirt,Demon
6144,1,7300,61.34,https://solanart.io/nft/8cY4rSdQf8DaQQuVpTp34bDL5xt3f61y19Ys3e5jsU29,Yellow,Brown,Boony Hat,Hot Yakitori,Toothpick,Green Flannel,Demon
6145,1.9,7423,51.79,https://magiceden.io/item-details/7xx2XWaPGag18AsWbszqUkxyUuohMqckGaSqJNa8RDiE,Blue Neon Kanji,Yellow,Black Ski Mask,Fan,No Accessory,Red Samurai Armour,Green
6146,10,5890,0,https://solanart.io/nft/DSNYFgWgPP1GukUi8FoS3Mx7T213aFoU4Mmftud6bNwX,Blue Neon Kanji,Blue,Blue Singular Optic,Neon Naginata,No Accessory,Green Flannel,Green Cyber Suit
6149,30,3664,0,https://solanart.io/nft/9vnuSUpVdEyp63T19BGQNsFNyvQC5pffDHkRCyq4XwEH,Purple,Possessed,Blue Optics,Naginata,No Accessory,Red Racer Vest,Black
6150,5,6034,27.04,https://solanart.io/nft/FKwwzZ4WxaCAdbDWU2gMS9Pei7UBEFiD2KYWxmoNZFSM,Purple,Blue,Rice Paddy Hat,Naginata,Pipe,Solana Tshirt,Spirit
6151,5,6485,25.01,https://solanart.io/nft/hq5Q1dykEsNjzUKz2puz3uEL1Ku96KmoT2FGqSxSfjU,Blue,Yellow Hypmotised,Rice Paddy Hat,Rambo Dagger,Surgical Mask,Red Flannel,Pink
6159,5.9,3890,27.69,https://solanart.io/nft/FR9FqyoGK3gho4SMCpKbdC9TA34sjSUf3MyJ5wFBhpm3,Blue,Bloodshot,Rice Paddy Hat,Neon Naginata,No Accessory,Solana Tshirt,Spirit
6177,20,439,0,https://solanart.io/nft/GhnKTi6zTHjSStEmU7mBSSdCMFLQCeguBJRJ32EuP4ZT,Cherry Blossoms,Black Hypmotised,Blue Headphones,Naginata,Bamboo Bong,Caveman,Black Tattooed
6178,3.99,539,61.87,https://solanart.io/nft/HtALwj52X616eJ2rNMUeFFfn1mjJeQHeo1gkU45So1mH,Blue,Ghost,Green Headphones,SMG,Chewing Bamboo,Green Flannel,Black Tattooed
6201,20,2784,0,https://solanart.io/nft/CWAAyqfS6ASYK4Ug945yaeWLsARx9vgDCVVrx7tUYEVw,Blue Neon Kanji,Ghost,Red Samurai Helmet,Assault Rifle,No Accessory,SWAT Gear,Black
6202,6,7291,11.38,https://solanart.io/nft/AnR7BCn4U8DndV9qXid7D5czAFsK3mvV5ZSRReMZRXis,Light Green,Green,Blue Headphones,Umbrella,Toothpick,Bloody Robe,Mud
6214,3,3977,56.3,https://alpha.art/t/Fg61N7KbDhicK2mPyqHdtHc3QekDAL9fGDBUjLoftxop,Pink Neon Kanji,Yellow,Red Motorbike Helmet,Mantis Blade,No Accessory,Green Flannel,Green Cyber Suit
6220,250,1549,0,https://solanart.io/nft/Ga62rkcc6FExpfrBDC9Akkc93WjtXh3XgV1iwbUBxNfs,Blue,Spirit,Green Visor,Rambo Dagger,Bamboo Bong,Winter Coat,Ghost
6221,2,881,80.23,https://magiceden.io/item-details/5Di3KEEMhjBmQR4HYutrJKwCFWMM3g38EcEFvCohmFs4,Yellow,Spirit,Red Optics,Handgun,Surgical Mask,Red Flannel,Black Robotic
6230,5,4253,35.06,https://solanart.io/nft/GpgbgYwYqkdVxzYhxDZ9tp2UnxfMt4rJT4ssE8AciCx7,Light Gray,Yellow,Red Optics,Umbrella,Surgical Mask,Blue Wetsuit,Mud
6242,0.8,5023,73.59,https://magiceden.io/item-details/3KPzwVUzm1GAecwt4aKNrHG5rbporGZCszeDpuKQ5ihF,Yellow,Green,Blue Singular Optic,Cold Yakitori,Cigarette,Winter Coat,Sand Cyber Suit
6248,1.85,4366,66.05,https://magiceden.io/item-details/2b6yLJFpzURuzWBjyGtXvE9xyhrrQgGuTcHNbZfxDRF6,Purple,Bloodshot,Red Motorbike Helmet,Mantis Blade,No Accessory,White Tshirt,Demon
6254,5.25,7918,16.06,https://solanart.io/nft/DWVVgN6sPghyvffxd9aYdQQWELP1D67BrFKJZLETas5b,Pink Neon Kanji,Yellow,Hannya Mask,Leafy Stick,No Accessory,White Robe,Half Robotic
6260,2,788,80.65,https://solanart.io/nft/HJbbpmBXRT33AJdeUwPrKsM1dSYmVnxy3pntATyCZozC,Red,Ghost,Scar,Fan,Gas Mask,Solana Tshirt,Demon
6261,2,4705,63.02,https://solanart.io/nft/Gb27tY3Dwf873CnDMVsHDYUDtj6cqc84n5JoUrgW8xiE,Blue Neon Kanji,Yellow,Red Motorbike Helmet,Lantern,No Accessory,Bandoiler,Ghost
6266,14,8495,0,https://solanart.io/nft/64LXtkMzALu2qYeo8XQeVgX7X4WYPmgE4kag2CgRGKQA,Purple,Blue,Black Motorbike Helmet,Leafy Stick,No Accessory,Red Samurai Armour,Pink
6276,11,1026,0,https://solanart.io/nft/Bcb16kRL2nT9shjeKy6KW5jLEd8c7fLqyfXe4R1PWB6i,Red,Ghost,Boony Hat,Leafy Stick,Chewing Bamboo,Advanced Blue Samurai Armour,Pink
6277,1.2,1051,87.47,https://magiceden.io/item-details/D2mjBbemT82tq5YWRzEn67AvvASXYffkfuSkPiiqMcPB,Blue,Spirit,Helmet With Antlers,Naginata,French Mustache,Tracksuit,Black Robotic
6279,4.5,2966,45.85,https://solanart.io/nft/EeDSPX7e6h4d1thNboZztwSVbQetbWYwdrDpyDYgZsUz,Blue Neon Kanji,Blue,Green Headphones,Assault Rifle,Bamboo Bong,Red Samurai Armour,Black
6281,1.1,5866,66.8,https://magiceden.io/item-details/9T3pbv7hh1BUqSRVtH2jCQ8NipxmzqTvJeFoCZixTtPy,Purple,Brown,Scar,Naginata,Chewing Wheat,Tactical Vest,Blue
6288,1.66,975,83.21,https://magiceden.io/item-details/DRRLoAeyLvkPeTwyHKCGeJQgJpsKDuir4e3cpPeSKygn,Yellow,Spirit,Blue Optics,Leafy Stick,Bamboo Bong,Shirt and Tie,Green Tattooed
6308,1.9,2977,71.8,https://solanart.io/nft/7eaEXPJEf5edNWh18t2NhVHGfLEu7P6WHuNgHPyPC3eu,Yellow,Black Hypmotised,Cowboy Hat,SMG,Pipe,No Outfit,Sand Cyber Suit
6323,0.9,4593,74.53,https://magiceden.io/item-details/FVBVV4dUVixggMXtzRrKKMDr1qfSorTWbXtAdu1U5kVE,Light Gray,Green,Cowboy Hat,Baseball Bat,French Mustache,Caveman,Blue
6326,5,7725,19.43,https://solanart.io/nft/3bE94W3uoPRJX2BhrCJBrEGDtdpNjcyk6TefJU4jmveT,Red,Yellow,Green Headphones,Leafy Stick,Chewing Wheat,No Outfit,Green
6327,1.4,6863,59.31,https://magiceden.io/item-details/G9dch1hDDBVvdyLZbm4XGMqTcV9LRGTg637nF8eKDqVm,Dark Green,Black Hypmotised,White Ski Mask,Umbrella,No Accessory,Red Racer Vest,Green + Blue Wiring
6329,4,5457,39.64,https://alpha.art/t/Bt131dTsAJ7SsFugXPLgZ9ZSE4t4t8veyqnPTcjexccJ,Leaves,Black Hypmotised,White Ski Mask,Modded Naginata,No Accessory,Red Flannel,Black Robotic
6351,0.85,3644,79.3,https://solanart.io/nft/BLUNcqR66TY7oUfFZPyaVFrEnnPHPYwwpACKFQrqqJmG,Dark Green,Ghost,Blue Headphones,Assault Rifle,Bamboo Bong,Hawaiian Shirt,Pink
6352,1.2,2823,79.49,https://magiceden.io/item-details/HbYDWJpjReHWPp47y5DW1KVBoz7egSWM8rAX6s9p4RbG,Cherry Blossoms,Bloodshot,Blue Singular Optic,SMG,Cigarette,Leather Jacket,Green
6367,10,88,3.8,https://solanart.io/nft/7ctCRQ4tbQpmtj5JXHyuqRyge2VnfJbhFXtsyVgkdYrh,Salmon,Yellow,Kitsune,Hot Yakitori,Chewing Wheat,Advanced Red Samurai Armour,Black Tattooed
6368,2,3860,66.83,https://solanart.io/nft/47pekzWkHGmfp1DxMg8WuhQBbrGypec9EUoQJYoK11na,Blue,Bloodshot,No Headwear,Naginata,Pipe,Bloody Robe,Green + Blue Wiring
6369,8,1753,16.31,https://alpha.art/t/GTMLiu952jWXKWKWazeJCgHxymZ6RQMNj9k565ZSc4Jg,Red,Ghost,Cyclops,Spear,Cigarette,White Tshirt,Green Robotic
6397,4.5,4557,38.69,https://alpha.art/t/4bZaE8zP1cHQQ9K9a1tvt4bFBmwjajaYiPr6A4myfDSK,Cherry Blossoms,Yellow Hypmotised,Green Headphones,Spear,Chewing Wheat,SWAT Gear,Mud
6399,1.7,7105,55.22,https://solanart.io/nft/DWQaPSALcsQ9eSrLmeWeMTWmXpQqtEPFLAC3jkMjMoZT,Light Green,Brown,Red Visor,Modded Naginata,No Accessory,Blue Wetsuit,Green Robotic
6401,5,2108,44.71,https://alpha.art/t/2qectcs5y6h3SUGF9EL2V5C7Qh9KB63yeJAky9nUnQ1F,Purple,Ghost,Green Visor,Assault Rifle,Toothpick,Shirt and Tie,Sand Cyber Suit
6406,25,5459,0,https://alpha.art/t/CRjD1QWJK1mjjhCh5kP9G5HtV2jeDobg4HXwgh7p1X9Z,Light Gray,Blue,White Ski Mask,Umbrella,No Accessory,Red Flannel,Black + Red Wiring
6409,8,3151,10.02,https://alpha.art/t/GkragJLw6ZAsgKmoz2nfZupjuZpUpqZrnT6a7iyJbWTM,Blue Neon Kanji,Brown,Red Motorbike Helmet,Spear,No Accessory,Red Flannel,Galaxy
6424,6.98,5558,9.38,https://solanart.io/nft/9pnuFuh321qRbLRSzk65y88vGGSKHzcFit32bdWMtQXU,Pink Neon Kanji,Green,Blue Singular Optic,Spear,Pipe,White Tshirt,Spirit
6445,4,8785,24.66,https://alpha.art/t/As1MpLakZPBpk7Zs8s7WPcZX8pVY8fm1GeszYWSpd1yR,Purple,Green,White Ski Mask,Naginata,No Accessory,Leather Jacket,Blue
6446,2.5,281,77.94,https://solanart.io/nft/2GKS3ACwhESj5dP4PWEo5Jw4GJxP3naV6Npgdcb2Gq6F,Cherry Blossoms,Possessed,Blue Optics,SMG,Toothpick,Black Tshirt,Green Robotic
6447,1.88,5005,62.87,https://magiceden.io/item-details/21DBbS8yk6i9GWPSbMqP5jySD5HwbZJLVqjJfWnnrhdv,Salmon,Blue,Orange Ski Goggles,Spear,Pipe,Tactical Vest,Spirit
6450,0.9,7471,61.57,https://magiceden.io/item-details/8h9acorwnzAapaS8XRTcfwcAMDh78NaEN2G9vAF3YLW,Light Gray,Brown,Eyepatch,Baseball Bat,Pipe,Green Flannel,Spirit
6463,25,5737,0,https://solanart.io/nft/2BZu6LrksVdmBkDe6nzzptc7D75XxW6G1gzpY2P3VT6x,Cherry Blossoms,Black Hypmotised,VR Headset,Baseball Bat,No Accessory,Leather Jacket,Black
6464,5.5,7784,14.16,https://solanart.io/nft/39CwX73gL7zbWST68JWJd7k3kRWaJ4KCs56huifDJJgV,Light Gray,Bloodshot,Cowboy Hat,Naginata,No Accessory,Leather Jacket,Half Robotic
6477,5,5793,28.13,https://solanart.io/nft/AB3iSGwyTndMmEa4CmcdtgyFw4CkHL3tSSQkUyQ9dA6H,Leaves,Yellow Hypmotised,White Ski Mask,Lantern,No Accessory,Caveman,Black
6481,1.3,3614,74.93,https://magiceden.io/item-details/HZiZiwpVMVWLJyKpWRsTTmTe72BjxJAaa8CiF9oV7HX4,Red,Stoned,Scar,Spear,Chewing Wheat,Green Flannel,Green Tattooed
6498,1.9,5635,59.84,https://solanart.io/nft/2W5NnpNzkM9sHZWeeeszHnEXhhpYSQXRfSVTk8RzGrWt,Dark Green,Stoned,Cyberwear,Naginata,No Accessory,Blue Racer Vest,Demon
