id,price,moonRank,💎 score (%),storeURL,Accessory,Aura,Back,Background Color,Body,Ears,Eyebrows,Eyes,Feet,Hair Color,Hair Type,Head,Legs,Mouth,Race,Racial Variant
9057,1.7,NaN,0,https://magiceden.io/item-details/8SH4XAsLGuQnHyQ5P5PxCooizPAC7qzNEayZFJrm6hYb,,,,,,,,,,,,,,,,
9076,3.2,NaN,0,https://magiceden.io/item-details/92whZZyRdWe56B8KcUvTfCM9yn5fSvp1bCTguuz1cscv,,,,,,,,,,,,,,,,
9103,1.79,NaN,0,https://magiceden.io/item-details/8c2iV9A5ZMp6SDaYagCYmJG6JyegSJTuiErCo9F4MZR5,,,,,,,,,,,,,,,,
9123,1.78,NaN,0,https://magiceden.io/item-details/FhFHYEZAzMFeqtXSm7TCVJUHXy7EjijuLfHpR5reP954,,,,,,,,,,,,,,,,
9128,2.245,NaN,0,https://magiceden.io/item-details/33Bv5SyJzphEuK1GTeaMbwUHuKrJoFGjmfc9JzaL7qqx,,,,,,,,,,,,,,,,
9140,1.99,NaN,0,https://magiceden.io/item-details/7P19BA8pwVvZh82hsxSxE2utaCzzR6wLRp6zJzmGQHSn,,,,,,,,,,,,,,,,
9142,3,NaN,0,https://magiceden.io/item-details/7o5ipB5Nw3hmMk2bcTptaw1d7FUwhBqtnqwc87D3521e,,,,,,,,,,,,,,,,
9147,2.2,NaN,0,https://magiceden.io/item-details/DxUU3hFRsN655J8PDYsb26g7vBucc1Ly1AHkXXY6RYa4,,,,,,,,,,,,,,,,
9148,1.49,NaN,0,https://magiceden.io/item-details/5Ldrp78qnywqbbvBxo2bhT5iLxiWof22D71Zv3zhiRR9,,,,,,,,,,,,,,,,
9154,2.99,NaN,0,https://magiceden.io/item-details/C66ySJM7D8aBkMTeYSNKMq5TrewmoMZtTpuNSJPQoFhd,,,,,,,,,,,,,,,,
9182,2,NaN,0,https://magiceden.io/item-details/CtY8SCSKvhSQ4gGxn85we4RpMKxrvJbXHwoEnL8CGLTP,,,,,,,,,,,,,,,,
9244,2.2,NaN,0,https://magiceden.io/item-details/EcEg5yaJfzTTCRZAc5Q1jnR4b34bWWaZH3KG2VJxiAbf,,,,,,,,,,,,,,,,
9266,2.3,NaN,0,https://magiceden.io/item-details/E1Gkm6G639DV9YFUGUFZfLrxf1ovC3qus97LjHeo4psS,,,,,,,,,,,,,,,,
9278,3.79,NaN,0,https://magiceden.io/item-details/A5MdDzsAmJKkoBPTv7mH6ccsDLBbxMm3hSHhUmjVBDjy,,,,,,,,,,,,,,,,
9321,1.7,NaN,0,https://magiceden.io/item-details/9SaDPhpkYbTitH2rRXpMsCW3BAq2DSGwF9Bq1i6tvecb,,,,,,,,,,,,,,,,
9324,4,NaN,0,https://magiceden.io/item-details/6YzqvyTxg2iMWJwRw6NWzv3RPRMCVE6p8SLnjir2fYBB,,,,,,,,,,,,,,,,
9330,1.85,NaN,0,https://magiceden.io/item-details/8WAjGXuUL5QmkfcXzgDvWrHa1j2LNw3XZaYQDjG2yzWX,,,,,,,,,,,,,,,,
9343,3,NaN,0,https://magiceden.io/item-details/B7pMynM1a2viKYe4f6vzR6GZ331dCbcuCKNBZVVKDrcJ,,,,,,,,,,,,,,,,
9405,3.1,NaN,0,https://magiceden.io/item-details/5BEszENBCJD5jEkHj9yRggJpKwNGcunJ1mWgo5gqnyb8,,,,,,,,,,,,,,,,
9430,2.492328,NaN,0,https://magiceden.io/item-details/Bp9BzLQWuTiDAmtL9kJXZgiG69uMTmabyJce198J9EvU,,,,,,,,,,,,,,,,
9475,2.89,NaN,0,https://magiceden.io/item-details/HfJy9Y5oy8zeFGTeSRmMCTw7uLAr5uzx4V9DSY2ZP1kN,,,,,,,,,,,,,,,,
9484,2.7,NaN,0,https://magiceden.io/item-details/AfEZC2SubqtMtiQEmnBiAWGNQCCDifMe3m8g8oZjMPSU,,,,,,,,,,,,,,,,
9485,2,NaN,0,https://magiceden.io/item-details/FYM4gLdMfFtDfrVGGcg2mwDes36nWyTUre9LQj7gjkL9,,,,,,,,,,,,,,,,
9489,2.1,NaN,0,https://magiceden.io/item-details/BPMCLtiRcmDGc5gi1KacWxB33uLANQHnHcAqYUjNhsD4,,,,,,,,,,,,,,,,
9497,3.2,NaN,0,https://magiceden.io/item-details/5uHUN5NdQd2fvdpcKwSRCv3QxvZoYvVrEsSNy6BMPTta,,,,,,,,,,,,,,,,
9503,3.5,NaN,0,https://magiceden.io/item-details/8ZRrYLkxHAM816n2K36Ye9PGHAzrqi31xYZNzDQjWmB4,,,,,,,,,,,,,,,,
9510,1.73,NaN,0,https://magiceden.io/item-details/4FaFoJRXhLs6YPC269yC68vY4XHgt4LeJG5apS2y6KKj,,,,,,,,,,,,,,,,
9525,2.2,NaN,0,https://magiceden.io/item-details/B7wjkpnyXP4em374UXzJEXZSVn7f4ZhvYYnVWZL7eUfM,,,,,,,,,,,,,,,,
9546,2.99,NaN,0,https://magiceden.io/item-details/6aZkhRysnLQqubPSmEKcAWZh3yPmQnErFikjC4CqHC6E,,,,,,,,,,,,,,,,
9570,1.689,NaN,0,https://magiceden.io/item-details/6HirYABeUf5SsTLoUyVTJhw1VrKmTcQxN2WGyMvYT45S,,,,,,,,,,,,,,,,
9572,1.49,NaN,0,https://magiceden.io/item-details/DBQPrzHNjKvCLhUsV1zQpjW3e3bXr3TotTwQc5a2B9wi,,,,,,,,,,,,,,,,
9624,2,NaN,0,https://magiceden.io/item-details/4z7UT2m7xfDjGceaNbLUE9dDH9TJrDBWWyR7WqnNybzJ,,,,,,,,,,,,,,,,
9630,2.5,NaN,0,https://magiceden.io/item-details/4jJjitcNf6rFyTbGsZaVTMfJMyywkLhoSui5goQWNVrR,,,,,,,,,,,,,,,,
9633,3.5,NaN,0,https://magiceden.io/item-details/5qVwLwnirWpgRhZKLiJuqN5a1PBAPfk4xqFyom1fLEfA,,,,,,,,,,,,,,,,
9635,1.99,NaN,0,https://magiceden.io/item-details/E3bPeBUiYLmWvuPVnr772yQmK6D1ThSjV8gjA7yC4t71,,,,,,,,,,,,,,,,
9636,2.7,NaN,0,https://magiceden.io/item-details/9gs3M7FJqxieeKs1gwTh7CxnSK2QoXnS2NnfgrAtvxMo,,,,,,,,,,,,,,,,
9642,2.9,NaN,0,https://magiceden.io/item-details/DgqjnAx1oJzErMQ7pxtUKsLQTzV6XTvgy4QnVXp3DAtf,,,,,,,,,,,,,,,,
9644,2.5,NaN,0,https://magiceden.io/item-details/6PrsczahkdQtq6q6kEn57Ny9MYiMN9sfpftsrkHD55sC,,,,,,,,,,,,,,,,
9645,2.99,NaN,0,https://magiceden.io/item-details/4ePEKiT6AwieyZYdVg75NpDZgBqYboudtgzWGByadXBF,,,,,,,,,,,,,,,,
9662,3.5,NaN,0,https://magiceden.io/item-details/4cFHKbNFgsRGn171h9Mwt18y5MND2ZKKMMJMnWSSQdbj,,,,,,,,,,,,,,,,
9672,3.5,NaN,0,https://magiceden.io/item-details/2uaEeYPapzVrN4Z66pVRZQ8PhppLpfE4P6FZTHPxLxjc,,,,,,,,,,,,,,,,
9746,2.7,NaN,0,https://magiceden.io/item-details/6ArMd97KuRycwxMEaH6i6QdpiG647tz6oUVe3em4xKQW,,,,,,,,,,,,,,,,
9755,1.49,NaN,0,https://magiceden.io/item-details/3p4ZzNv1b1c6ZoFZH2Wx6xVbmrzDj7w9xKN6hrPgELSx,,,,,,,,,,,,,,,,
9777,4,NaN,0,https://magiceden.io/item-details/At7j4No1xw1E9Y2SKG6hhPYCh1MRSX3DikyZ2t8qqktD,,,,,,,,,,,,,,,,
9787,2.2,NaN,0,https://magiceden.io/item-details/96ijXhRt2onCE6fbbdmQz9kxSeThRHr4qtDRZd5626wV,,,,,,,,,,,,,,,,
9804,2,NaN,0,https://magiceden.io/item-details/CTxKYWkNB16zmkuMoFrdRTgFncY2GY9batDGcGDMZn5v,,,,,,,,,,,,,,,,
9810,1.9,NaN,0,https://magiceden.io/item-details/2SRyjM92kYnuST258Nv27qBec8F1scSA8kvpBiRoQL4r,,,,,,,,,,,,,,,,
9836,1.9,NaN,0,https://magiceden.io/item-details/14XKtp2wCy9RiTV53i9QSNRwUqg5fnKuUK8q4V2Eb51o,,,,,,,,,,,,,,,,
9848,1.7,NaN,0,https://magiceden.io/item-details/U1g4Hkniq9Mdffoq3ed7G5KfqkY7uazPJj86pbeqhJ5,,,,,,,,,,,,,,,,
9863,2.85,NaN,0,https://magiceden.io/item-details/9vtGGxsmsGh4ahXZmV3Cf6L2K2Cqnxbr5bru1NtRdcrq,,,,,,,,,,,,,,,,
9935,1.49,NaN,0,https://magiceden.io/item-details/6aXvphhG5iXbrGGTbPwMvVwZaNS3GXX49VhALKSMYnPS,,,,,,,,,,,,,,,,
9950,2,NaN,0,https://magiceden.io/item-details/EzJXPYTNtBTGCpqeKPHRvzbCu5dCSkQyBZmd8B6Z3tJZ,,,,,,,,,,,,,,,,
9966,2.69,NaN,0,https://magiceden.io/item-details/6985e6XEohMeAFpHZzxKEHWZ7tVWQ27rF9wvyvqqXcdy,,,,,,,,,,,,,,,,
9995,2.25,NaN,0,https://magiceden.io/item-details/BeSdaNv7sJpN7gs73Xop7Fv9vDamFMoC4hGuPxMMCcwn,,,,,,,,,,,,,,,,
