id,price,moonRank,💎 score (%),storeURL,Accessory,Aura,Back,Background Color,Body,Ears,Eyebrows,Eyes,Feet,Hair Color,Hair Type,Head,Legs,Mouth,Race,Racial Variant
5873,2.4,7684,58.66,https://magiceden.io/item-details/8FVYNYKKk5WtZ45bQy8MBEVNrxjdHbAwU3oeWf2bfox6,,Weed and Chocolate Aura,,#ffd864,,02,07,13,Black Skate Shoes,grey,14,,Brown Cargo Shorts,01,elf,
5875,2.2,5552,69.21,https://magiceden.io/item-details/CxaZDqu9a1uptUThRNUjaNjgRPk7GfRCqHtY21bGPYjG,,Green Weed Aura,,#215ae8,,01,12,21,Strappy Green Sandals,brown,33,,Pink Miniskirt,02,orc,
5888,2.6,3916,71.78,https://magiceden.io/item-details/54hPxunpbeNgbaWdD5pJTgaFLEg99jmq2D1dYwQC6xS6,,Lucky Rainbow Aura,,#ff99ef,,03,03,21,Blue Flip Flops,black,19,,Blue Checkered Leggings,03,lizard,01
5892,1.79,4341,78.18,https://magiceden.io/item-details/A9Xv9UZKPUf39YqJuHySr3UnfLJb7j7E7jLhtwn4zWqp,,Yellow Leaves Aura,,#383838,,01,14,26,Red Heels,blonde,34,,Yellow Bikini Bottoms,02,elf,
5912,2.4,6968,61.53,https://magiceden.io/item-details/DDMqRX9L8a9Z4GA8Xt17s6yEwXuL6CHLqbw5XjCAACQi,,Balloons C Aura,,#ff8599,,02,11,01,Tall Black Boots,brown,37,,Blue Baggy Pants,03,human,
5932,2,4552,75.23,https://magiceden.io/item-details/7VroywPEXfL1GbAR6ZVy73ymnMWRr2BdecPtsSc1s1NX,,White Stars Aura,,#85e8a9,,01,04,31,Green Flip Flops,black,30,,Long White Skirt,03,lizard,02
5954,2,1865,86.01,https://magiceden.io/item-details/BAY6DtxDYZyPojUBzLaCJbXqm5uPpq6jbpZ6857KkNog,,Party C Aura,,#383838,,02,13,20,Gold Heels,brown,36,,Brown Pants,02,catfolk,03
5964,2.5,6032,64.29,https://magiceden.io/item-details/BzsbAzwKQi6MEWxJ2guRn8BqNALeXmKTjcpvKEHtz6C8,,Gamers Robot B Aura,,#87fff3,,03,19,18,Brown Flip Flops,brown,36,,Yellow Bikini Bottoms,02,lizard,03
6023,2.75,3404,72.34,https://magiceden.io/item-details/CNsPiGe4QnwCr7XrnWKjqCXdvpEur4dzQ1WocEiPjQpf,,Black Hearts Aura,,#f14345,,01,14,19,Black Running Shoes,black,21,,Blue Plaid Miniskirt,02,elf,
6035,2.55,NaN,0,https://magiceden.io/item-details/Ga7pLtPSSiJ4kyABgcqadfAtC4UhzLi4m99irpa5fpva,,,,,,,,,,,,,,,,
6040,2,9605,54.95,https://magiceden.io/item-details/6gVqUFoqGY1HqGedh25ichaVGUkACXmPeRQzne4kUsSA,,Purple Broken Glass Aura,,#85e8a9,,02,05,14,Purple Skate Shoes,brown,37,,Green Leggings,01,orc,
6058,3.9,3844,59.07,https://magiceden.io/item-details/4oCZfmnrmNAmDG6nVABTNDt6gveUJGRAhCE8A5Q9Hp9a,,Silver Blade Wings Aura,,#87fff3,,03,13,18,Tall Brown Boots,grey,36,,Gray Pants,02,catfolk,02
6123,3,3344,70.08,https://magiceden.io/item-details/E6t3PbRN9Y85t8YLkGx9sBEBw6nnknyr1TR2sWa7eyzs,,Black Hearts Aura,,#61a8ff,,03,20,21,Tall Black Boots,grey,36,,Cyan Bikini Bottoms,04,human,
6149,2,8601,58.98,https://magiceden.io/item-details/Bgcwr2rc8dGokSWTRjfVxTCsc6oLKs3HYnDTZ8GDsLtM,,Green Leaves Aura,,#e2e2e2,,02,10,15,Tall Green Boots,grey,04,,Blue Baggy Pants,02,orc,
6168,2.5,872,85,https://magiceden.io/item-details/E7x8kieGhUQLvvqNfk5sKGHyqWS8CDsHC2Wo3D8W73Js,,Purple Disco Aura,,#20cecb,,01,07,19,Gray Sneakers,brown,36,,Long Gray Skirt,04,human,
6205,1.5,2229,89.55,https://magiceden.io/item-details/6gc4ko7DjXnW1Yq7JbkHVHaFVcKXDU9Rbxir9xpj3LUX,,Clovers B Aura,,#ff99ef,,01,03,15,Tall Black Boots,black,37,,Khaki Cargo Shorts,04,lizard,02
6244,1.69,1159,91.95,https://magiceden.io/item-details/54EygeJ6yDr6GmAs8S2LYCW7wjBtb7ap8iy7GtUwuPce,,Balloons B Aura,,#383838,,01,05,27,Pink Flip Flops,brown,33,,Red Baggy Pants,03,human,
6253,2.5,9334,51.03,https://magiceden.io/item-details/7gW3ZRGK9YYPDR89SWJUtGYrQxgGUcX476RV7RR3izAi,,Orbs C Aura,,#215ae8,,01,,03,Black Skate Shoes,blonde,37,,Black Cargo Shorts,03,elf,
6361,2,5440,71.66,https://magiceden.io/item-details/53CQi1uXD9GtdDRyinTqLaqsiAwrMLRogc8Rgn3SRQj3,,Starstruck Aura,,#215ae8,,01,10,21,Brown Boots,red,19,,Blue Jeans,01,lizard,02
6383,2.6,4915,67.77,https://magiceden.io/item-details/Df5eyFJsxvB1WjPvkPf1w7UriedbaLMTUCiyigpkF6eq,,White Stars Aura,,#87fff3,,03,19,02,White and Gray Skate Shoes,red,07,,White Shorts,03,orc,
6395,2.99,2321,74.28,https://magiceden.io/item-details/7xXxs5xDhj3qpFhZKFFUibspk5XLo4y3Fh1qWArdkkdZ,,Purple Disco Aura,,#ffaf2e,,02,,20,White and Teal Skate Shoes,grey,33,,Long White Skirt,02,catfolk,05
6399,2,3523,79.36,https://magiceden.io/item-details/76acrFGMFJdpsryJ7wbf2MJgtJkW1CBTr5vqDgiLb8Ck,,School Fireworks C Aura,,#20cecb,,01,14,27,Black Boots,red,36,,Black Bikini Bottoms,01,catfolk,01
6419,2.55,1053,83.77,https://magiceden.io/item-details/7foXuNhpqKWDxa9zwQjS9mD5v8om2F6Uq87VMFfWSqCR,,Party B Aura,,#ffd864,,02,11,05,Yellow Boots,red,37,,Blue Jeans,02,catfolk,03
6430,3.4,9954,39.54,https://magiceden.io/item-details/DV185VjSTdRBcB9VwQihkvPZpRxwee3L195XD1c78Hke,,Controllers Aura,,#232234,,03,19,10,Brown Flip Flops,blonde,37,,Brown Pants,01,orc,
6433,2.2,6963,63.55,https://magiceden.io/item-details/EERijMbEic33KwRHX5G6kMmn6V1d6FnYnU611JkRy7VW,,Purple Sparkles Aura,,#f14345,,03,07,13,Purple Skate Shoes,grey,32,,Red Baggy Pants,01,lizard,02
6456,1.35,8104,67.47,https://magiceden.io/item-details/C8Kjf2SyNUyEcZmChtrtV7H86ox6aPH5SSxv7c6bhq9N,,Broken Glass Aura,,#232234,,02,11,18,Blue Slippers,red,36,,Navy Jeans,02,orc,
6474,2.49,5401,66.92,https://magiceden.io/item-details/EZcukYMUWpKxCx95ahmk73U1jQHbYv4Y3DARxxkSAsKe,,Formal Sparkly Diamonds Aura,,#20cecb,,03,02,24,Red Heels,red,28,,Plain White Baggy Pants,03,orc,
6479,3.5,7765,47.33,https://alpha.art/t/yeAESaSwKNaptGB3GjjZ9QiLfYiZrzXJAwx1nV4piMN,,Black Hearts Aura,,#61a8ff,,03,03,02,Green Sneakers,black,37,,Green Baggy Pants,03,elf,
6488,3.8,6794,48.23,https://magiceden.io/item-details/EDFBXHFfVpUL6X9pP2H93XPiGJ2sgSbiFgLQeNnZs8oU,,White Stars Aura,,#ff8599,,03,20,06,White Boots with Polka Dots,red,37,,White Leggings,01,lizard,01
6562,1.88,7533,64.46,https://magiceden.io/item-details/9n9kDoUH5Mp7DoeaTqvw2dWh3BS84GR1cg32jwbCsrBZ,,Balloons C Aura,,#232234,,03,06,10,Green Sneakers,grey,11,,Green Baggy Pants,02,orc,
6592,3,2556,73.24,https://magiceden.io/item-details/DjVCEG3t7UxzH1A4SPJCTbFXqXN1b4df12KwqPv8BbTm,,Bubbles Aura,,#215ae8,,02,19,27,Brown School Shoes with White Socks,grey,21,,Gray Shorts,01,elf,
6610,1.7,4924,76.73,https://magiceden.io/item-details/6kK8wF3aSe6j1eJSCZ5JPdRR2JVbtevBVfKDUwqHKoYs,,Thonk Aura,,#215ae8,,02,10,01,Purple Skate Shoes,blonde,11,,White Shorts,03,catfolk,04
6633,2,3181,80.73,https://magiceden.io/item-details/2HKwxKP3NzBg4CqjvTL3mXzhHsAW5YWoxMbeb8YzfJX9,,Balloons A Aura,,#232234,,02,13,05,Tall Green Boots,brown,37,,Green Leggings,02,lizard,01
6668,2.39,6354,64.09,https://magiceden.io/item-details/DqC1uuT5ddLLprzbBate7Swk9bEueC6yDq9sRdXrM7EY,,Purple Stars Aura,,#9ca4a7,,02,14,20,Purple Sneakers,black,33,,Light Blue Jeans,01,elf,
6681,2,5102,73.02,https://magiceden.io/item-details/AXJVwsRK5ovgoKQVvo4MRcNVshQWMHSk6W27scVgpYaD,,Clovers A Aura,,#9641ff,,03,14,09,Brown Boots,black,07,,Khaki Cargo Shorts,01,catfolk,04
6705,3.5,NaN,0,https://magiceden.io/item-details/64sfqytXySrhUhtb8iVNqbugwAJudWzpvzo1X3qLwDPd,,,,,,,,,,,,,,,,
6715,1.99,3002,81.55,https://magiceden.io/item-details/bQBQBBXsD9mDfPfWvj8JbXge3EKBh51B2nqWaTYgY4d,,Blue Sparkles Aura,,#8ce647,,03,07,30,Tall Green Boots,red,34,,Green Shorts,02,catfolk,05
6729,2.2,2179,82.75,https://magiceden.io/item-details/At8rm6Cyi1tgwPmjT8E9sHd25aj7r8nZtMRQvxf5PdMm,,Clovers B Aura,,#215ae8,,03,20,18,Black Boots,red,30,,Black Plaid Pleated Skirt,02,catfolk,04
6738,3,2890,71.9,https://magiceden.io/item-details/12niGnLrfTkQUFGyDtCLFKiQWN3dmYpmb4rUPRj31CMD,,Maid Tea Aura,,#ff99ef,,01,20,31,Gold Heels,grey,22,,Pink Polka Dot Pencil Skirt,03,orc,
6750,2.99,NaN,0,https://magiceden.io/item-details/A3kRYoKezajELHTZgMQjGNRYGn2ZakCikbBYdnUtuiiC,,,,,,,,,,,,,,,,
6820,3,4169,66.77,https://magiceden.io/item-details/2LNfaXB1kho49J81J4perL8LbL55Jdu1kTMfW4LtDUfS,,Red Flames Aura,,#215ae8,,03,05,24,Strappy White Sandals,brown,33,,Black Jeans,02,catfolk,02
6834,2,9482,55.44,https://magiceden.io/item-details/8tb7mhQ3yuKyimwvjjgEg9kujpvrtddPCmovA6UXCT3b,,Clovers B Aura,,#9ca4a7,,03,,02,Strappy Green Sandals,brown,37,,Khaki Cargo Shorts,02,orc,
6855,3.5,NaN,0,https://magiceden.io/item-details/CjRN7vFGwmc242ibhpPszK98dTLvEVMzGHXa32NWroAr,,,,,,,,,,,,,,,,
6866,3,NaN,0,https://magiceden.io/item-details/AGLbvwdnFzNBn227rXSvYnBEnwGgVLR588b625WkYwT5,,,,,,,,,,,,,,,,
6910,3.5,NaN,0,https://magiceden.io/item-details/H2nJhD1j97QY4hzxroPME655MDtDWDTY4Tw4HZP3psw,,,,,,,,,,,,,,,,
6926,2,3544,79.27,https://magiceden.io/item-details/H66VpC28gggcVy6Jukbnt61UhjF9qTjPtMKtqrHPoiMS,,Purple Stars Aura,,#232234,,01,18,31,Red Boots,brown,22,,Red Cargo Shorts,02,orc,
6943,3.85,NaN,0,https://magiceden.io/item-details/BHH1ye8c9JjA8ajzuwUvrYLLpJJPpXvJRZ2bHqLvpS6j,,,,,,,,,,,,,,,,
6956,2.5,1998,80.48,https://magiceden.io/item-details/9JdyDaAw8m3DqPq9vTuDKoUNc1VgqW2TkaSaMrQQhHf,,Balloons A Aura,,#215ae8,,01,18,11,Yellow Boots,red,32,,Blue Shorts,04,elf,
7027,3,NaN,0,https://magiceden.io/item-details/FApDZJt8tdz27RQ97WKpYHgkiirp5Qz6VY3MB43aXZLN,,,,,,,,,,,,,,,,
7036,2,8003,61.38,https://magiceden.io/item-details/3TLjAmhkCSMDg3UGCdqVLfyTVJfbDZp7sQnUmAaSVD5i,,White Stars Aura,,#ff8599,,03,12,19,Yellow Boots,red,30,,Yellow Baggy Pants,01,human,
7046,1.79,4686,76.79,https://magiceden.io/item-details/2UswsMXMpCWSqbjkvnLwRUtTnMx8NcrDiVS4e5o7jUTv,,Balloons B Aura,,#ff8599,,01,11,28,Black School Shoes,red,28,,Black Pinstripe Pencil Skirt,04,human,
7080,3,6590,57.05,https://magiceden.io/item-details/A5cjQ1LCVgte3sGezEsSHHKkU6dYaFHxfqna3XYBxRzG,,Onesie Hearts Aura,,#85e8a9,,01,11,09,Yellow Boots,brown,32,,Green Shorts,04,lizard,02
7125,2.77,8393,52.11,https://magiceden.io/item-details/7aFa5kR41aTAg8w3p1GbXGResXNQE8fKMGLzPxQ4wuf6,,Bubbles Aura,,#383838,,01,12,11,Purple Sneakers,red,37,,Navy Jeans,02,catfolk,02
7141,1.99,9529,55.35,https://magiceden.io/item-details/Gp4gkNx8Ht6bRr1qCfzqSJKsstQibP96cHNDwUD2DfJq,,Party A Aura,,#383838,,02,04,06,Pink School Shoes,blonde,37,,Yellow Baggy Pants,01,orc,
7161,2,9467,55.5,https://magiceden.io/item-details/CUqCt5KDYNMYv3Bdzoe1v7z9LFgNpi6bWmnped1g8eDy,,Rainbow Rain Aura,,#215ae8,,02,10,04,Gray Slippers,grey,37,,Gray Pants,03,catfolk,02
7180,3,7580,53.07,https://magiceden.io/item-details/8fTcuwaaTTpwbYuuBJcBCvVrCbRqZVfA6tVznEDFML2E,,Rainbow Rain Aura,,#9641ff,,03,05,04,Brown Flip Flops,red,37,,Plain White Cargo Shorts,02,lizard,01
7186,2.75,1487,80.03,https://magiceden.io/item-details/FJhzPkAbKGTMxPv9CmY4JK8XwAXgZ6sGsTXFjkQ4iDKp,,Balloons A Aura,,#9ca4a7,,01,07,30,Brown School Shoes with Black Socks,grey,36,,Brown Pants,04,elf,
7214,2.3,7903,58.78,https://magiceden.io/item-details/B1YVhez7DvZfkygJaUvuK1j3de5ckvaEBvCbDsLyJMS3,,Silver Stars Aura,,#87fff3,,02,13,13,Beige Slippers,black,04,,Red Baggy Pants,02,catfolk,03
7216,3.49,941,74.82,https://magiceden.io/item-details/3LUWsQLv5CsQFAy1ZJX7nfxPMnoE7C8tiw9ihJtwehPm,,Doodle B Aura,,#383838,,02,07,13,Purple Skate Shoes,black,37,,Tiger Stripe Leggings,02,lizard,02
7250,2.48,6612,62.16,https://magiceden.io/item-details/E4vFbstQuX35bFHS1QasfhS98yqRrAAajTFCr7ZjWuKj,,Doodle B Aura,,#ff8599,,02,19,27,Brown School Shoes,brown,22,,Brown Cargo Shorts,03,orc,
7253,2.55,1211,83.14,https://magiceden.io/item-details/E9c3jQgHVU6CnFhZ5H2Zw5jYMNy8fV3wbQgkG3AzhBWc,,Orbs B Aura,,#2b6bb5,,01,02,13,Tall Green Boots,blonde,37,,Green Leggings,03,orc,
7260,2,8038,61.24,https://magiceden.io/item-details/39xsYXAUevyKhZ9Ve4Tt9iXSikbCWQLQUCZNik9RrnAR,,Pink Sparkles Aura,,#383838,,01,04,29,Green Flip Flops,black,36,,Striped Mint Pencil Skirt,01,orc,
7269,4,8718,38.51,https://magiceden.io/item-details/6wQDsPH5dgwfqWtm8qbg2JAJVtzNJKat9Gtnkq5J1Fgk,,Crypto Ethereum Aura,,#7158ff,,03,02,04,Gray Slippers,black,37,,Yellow Baggy Pants,02,elf,
7279,1.79,4186,78.8,https://magiceden.io/item-details/2TBPQe4Uhc3KDn9nSU8qYCUy995PsZRMNdi1uEV2Zo1y,,Lucky Rainbow Aura,,#ff8599,,03,07,17,Red Flip Flops,brown,28,,Long Red Skirt,04,lizard,02
7281,2.7,664,83.83,https://magiceden.io/item-details/54mTziWxh3b5KxLDB8YEnyDLoWpxaDMFsqZkJha1fEGj,,Pink Sparkles Aura,,#9641ff,,02,04,25,Strappy Red Sandals,grey,22,,Long Red Skirt,02,lizard,01
7286,3,2363,74.01,https://magiceden.io/item-details/HPF7HkKDh3wLxmbE5Mhf66RXY8owcsFCk6s7mPzvkyRx,,Pink Sparkles Aura,,#215ae8,,02,02,07,Red Skate Shoes,blonde,37,,Red Cargo Shorts,03,elf,
7299,2.45,7137,60.35,https://magiceden.io/item-details/Ba7WKRTdMndrRXuqqzGa8WHn7oNU9TVg6hME9ZLJtjhK,,Purple Stars Aura,,#e2e2e2,,03,19,01,Tall Black Boots,grey,04,,Black Pants,01,catfolk,02
7308,2,4450,75.64,https://magiceden.io/item-details/56k2gTYG38Cbz6wRKfgegTf9bezzUWyfSWrHbx4qeLyk,,Green Sparkles Aura,,#61a8ff,,01,12,28,Tall Green Boots,blonde,36,,Red Bikini Bottoms,01,orc,
7315,3.25,2607,70.54,https://magiceden.io/item-details/yfqJGEYYjhNkrFYdTNDyeYqncSLZeLCSbwLAwTRjTg2,,Moon Pajamas Aura,,#383838,,01,,32,Brown Flip Flops,red,22,,Blue Jeans,03,lizard,03
7316,2.8,4156,68.82,https://magiceden.io/item-details/6R3Pa7jkD4REWnT37TyUTpcfBEahsKWTxEDL8apdw3Wt,,Doodle B Aura,,#ffd864,,03,14,27,Black School Shoes,red,28,,Black Jeans,04,human,
7317,2,1966,85.61,https://magiceden.io/item-details/5iHkstESNvm2Xf9NJCwtq5g35tmbibE81B2AuQPoqmaw,,Bubbles Aura,,#232234,,02,03,28,Purple Heels,grey,19,,Purple Pleated Skirt,04,human,
7319,2.5,6699,61.61,https://magiceden.io/item-details/36BtnVZyQ3zY4RqDbqcVMBBRPfW5siVJQdb6NyWbLPat,,Scooter Aura,,#9641ff,,03,07,02,Black Boots,blonde,11,,Blue Jeans,04,human,
7331,3.33,8029,47.97,https://magiceden.io/item-details/89XJgYEpFXuN8LqsyRKL8oJ9dBL6zdbHsCxsPHqBaEpn,,Platinum Card Aura,,#ff99ef,,03,01,01,Gray Slippers,grey,37,,Gray Shorts,01,catfolk,02
7332,2,5011,73.39,https://magiceden.io/item-details/6VyNwxW5BHspHdrHc5G7QingYJ8nZAJtcJmcCyNQmk8f,,Pink Sparkles Aura,,#383838,,02,01,20,Pink Flip Flops,black,26,,Black Leggings,01,catfolk,04
7343,3,5695,60.64,https://magiceden.io/item-details/7tL12HpNe88Xg5zQxNua5SMkekkbygpxCjoKnuEKaVqY,,Bakery Cupcake Aura,,#9641ff,,03,04,19,Beige Slippers,black,26,,Blue Baggy Pants,04,human,
7344,2,5613,70.97,https://magiceden.io/item-details/QDxF1jkfNV6B57oSWzTACVfScNeMpgpHa7NmmPRxiFS,,Red Hearts Aura,,#9641ff,,01,01,15,Purple Skate Shoes,red,04,,Red Cargo Shorts,03,catfolk,03
7348,3,3575,69.15,https://magiceden.io/item-details/5VQfk9XdCVY6okULFKW7NFMQMsokh3emSjJMCZbuXQ1T,,Red Sparkles Aura,,#9641ff,,02,10,07,Red Skate Shoes,brown,37,,Red Baggy Pants,04,elf,
7353,2,5335,72.09,https://magiceden.io/item-details/8SxvJi2kQ949Pre4VSzujXE1r5RPyEZMzxpGe4gi7RAU,,Green Leaves Aura,,#87fff3,,01,18,07,Green Flip Flops,blonde,04,,Green Shorts,01,catfolk,01
7361,2,3064,81.2,https://magiceden.io/item-details/9Z9EGYkcZnRgvwEb7hTSegVaEXpcBeogSeTZYB28Y8Bt,,White Stars Aura,,#215ae8,,03,04,20,Black Boots,grey,30,,Plain White Pencil Skirt,03,catfolk,05
7374,2,5672,70.73,https://magiceden.io/item-details/5tyegfctR9cVjMeVbYCgqhGzDuTTxpeHEiPzmNg4gxd3,,Yellow Sparkles Aura,,#61a8ff,,03,04,17,Red Heels,black,34,,Red Baggy Pants,01,elf,
7376,2.245,3154,78.39,https://magiceden.io/item-details/E92VpBKw9pkP6STuUwdhWuZud1igGeKtwo6de8UsUxk9,,Orbs D Aura,,#14c078,,03,13,09,Red Flip Flops,brown,07,,Black and White Baggy Pants,04,lizard,03
7380,2.4,3290,76.29,https://magiceden.io/item-details/9tu9fN7pazJEPbbSdTbTAGuDSwbvsruTwqtExJrHPrcV,,Party C Aura,,#215ae8,,01,14,04,Black Running Shoes,brown,32,,Red Baggy Pants,02,human,
7402,3.49,7724,47.6,https://magiceden.io/item-details/HHk29mhkNvVGicz1pmqPvVkSYqiQkviafNaZuGCBZrUG,,Balloons C Aura,,#ff99ef,,03,20,25,Tall Brown Boots,brown,33,,Brown Pants,02,orc,
7407,3.8,5051,55.23,https://magiceden.io/item-details/5KXKyTy5F1vEfmphFhxq9FabQpdauKVJhW5CgaKarqQC,,Orbs A Aura,,#ff984a,,02,10,28,Pink Flip Flops,grey,36,,Blue Plaid Miniskirt,02,human,
7411,3.25,4396,63.35,https://magiceden.io/item-details/9LtPYcpajeRMmDEdLmQsaeyr3kvoT23nMFNAozFZmMBF,,Moon Pajamas Aura,,#85e8a9,,02,19,30,White and Teal Skate Shoes,red,19,,Plain White Miniskirt,01,human,
7421,2.25,3880,75.43,https://magiceden.io/item-details/DdFGNnyeJhhViQsfqt1GMYFQynmz4wKWKmGwW4xd1egL,,Red Sparkles Aura,,#20cecb,,01,11,24,Gray Slippers,red,35,,Long Gray Skirt,03,lizard,01
7434,2.25,3878,75.43,https://magiceden.io/item-details/4A3wqsJPa2Wm6XZJJ7XiEv5mrU3pR6mCbE9KecafJpjM,,Octopus Game B Aura,,#ffd864,,01,02,26,Brown Flip Flops,brown,26,,Green Pants,04,lizard,02
7440,2,8177,60.68,https://magiceden.io/item-details/D6xCZTXMty29UndKa6ddmmWGu1roU9K5Ue6xKTLLc3bp,,Party C Aura,,#87fff3,,02,19,16,Tall Black Boots,black,11,,Black Pants,01,human,
7442,2,2349,84.07,https://magiceden.io/item-details/HyfR7iX6kdhUX1SKVnXD18mKBjmi2Lq6dPj7Fv9a8EUR,,Orbs D Aura,,#2b6bb5,,01,,30,Strappy White Sandals,red,35,,Long White Skirt,01,catfolk,04
7444,2.5,1964,80.62,https://magiceden.io/item-details/G56j6HTffyev71GbEmtyfjBa7GxS2V3FWrMM6z4ByqUe,,Bubbles Aura,,#00d7f2,,01,12,12,Red Flip Flops,black,37,,Red Cargo Shorts,01,human,
7472,3.2,NaN,0,https://magiceden.io/item-details/G2Y2tuvBqgSTdPA9xmHBAidHPfpM6rFmzN5pbUPz2N6N,,,,,,,,,,,,,,,,
7495,3,675,80.79,https://magiceden.io/item-details/DGJmDUHFGZg99CHVvXmV3U1YBemTVqcBf6358KYLR4cs,,Red Leaves Aura,,#215ae8,,01,11,24,Blue Slippers,red,36,,Cyan Bikini Bottoms,01,catfolk,05
7499,2.6,3283,74.32,https://magiceden.io/item-details/7LJYwVMjS4sts4j3wsBq5mZGofNC36apmCfXqzaN9SCZ,,Meeko Chain Aura,,#00d7f2,,01,18,06,Red Boots,grey,04,,Khaki Cargo Shorts,01,catfolk,05
7505,2.49,2871,77.08,https://magiceden.io/item-details/AQmc6yhEf2q8QaKKs7nz2ZL6TQGLZqHKYSkgBmfp4XPg,,Pink Hearts Aura,,#383838,,03,04,30,Pink Running Shoes,black,17,,Pink Miniskirt,03,lizard,01
7531,2.4,2414,79.81,https://magiceden.io/item-details/5qh65PpXQf3iYXyVc6i39EEZo7WK7JxwsCqNPyQVY7Qh,,Purple Sparkles Aura,,#8ce647,,03,02,18,Pink Running Shoes,black,28,,Pink Polka Dot Pencil Skirt,02,catfolk,04
7553,2.65,3477,73.04,https://magiceden.io/item-details/5FSNypY1nGrMpPF5ojQwSRNW5D23bgdHXgS9T3mPx41a,,Controllers Aura,,#ff8599,,02,10,25,Black Skate Shoes,blonde,30,,Flaming Black Leggings,03,lizard,03
7561,3,4990,63.47,https://magiceden.io/item-details/CkgrxuRK6v1Qh8NV1rFZjreA9FU8AueCKZjrBuBLacmq,,Lucky Rainbow Aura,,#383838,,03,02,32,Pink Running Shoes,brown,30,,Purple Miniskirt,02,elf,
7565,2.492328,6284,63.35,https://magiceden.io/item-details/AwFXsxePGz1AznDMxCwwwVkvtX835HqcMNXqSZ3m6UsF,,Black Hearts Aura,,#8ce647,,02,07,19,White Boots with Polka Dots,red,36,,Black Leggings,02,elf,
7567,2.5,5590,66.06,https://magiceden.io/item-details/BYosh1rTPo4jU6VGLcBJxMG8GBf1BwefqPuKqPJxPYvD,,Orange Leaves Aura,,#85e8a9,,02,13,26,Strappy Brown Sandals,blonde,33,,Tiger Stripe Leggings,01,lizard,02
7570,2,8074,61.09,https://magiceden.io/item-details/79zyrEpa82iWTGiVyRMVzt73H9CRJtjZjCpFQKajkWqx,,Orange Leaves Aura,,#9641ff,,01,,31,Brown School Shoes,brown,36,,Brown Pants,01,catfolk,04
7572,2.39,6121,65.03,https://magiceden.io/item-details/HD93vmEtVxyp4g9FhioD51TbEbd9Ty2oHuVgWFkDVH9t,,Bakery Chocolate Aura,,#9641ff,,01,14,27,Green Flip Flops,blonde,17,,Pink Polka Dot Pencil Skirt,04,human,
7573,2.6,3765,72.39,https://magiceden.io/item-details/ButAopdQ8qng7hkWccUJ6RuB7hhjZ7QMU7xpeKotPFxo,,Red Hearts Aura,,#9641ff,,02,11,26,Beige Slippers,grey,35,,Gray Pants,03,catfolk,01
7585,2.25,3826,75.64,https://magiceden.io/item-details/CMV1QfWDBKiDj884PLYHF247URMkxGqcBNC4whEuE6B2,,Green Sparkles Aura,,#215ae8,,01,01,22,Tall Green Boots,blonde,36,,Long Gray Skirt,02,elf,
7588,2,3278,80.34,https://magiceden.io/item-details/68QFyfBrc8tGLQQFywcnsc6GtVBLMY5PbrQBx36qwVRu,,White Stars Aura,,#87fff3,,01,,28,White and Gray Skate Shoes,grey,28,,Long White Skirt,02,catfolk,05
7591,3,857,80.06,https://magiceden.io/item-details/HnfAmuPyDGDQCff6FT4ANioJj6K2uzPwjSr26vFAkLb2,,Green Sparkles Aura,,#383838,,03,07,21,Green Flip Flops,brown,36,,Black Pinstripe Pencil Skirt,03,catfolk,01
7593,2.3,1257,85.45,https://magiceden.io/item-details/3ZdZjfUD7UzATqGTDMc6h1CPp1NnHZYsr52WPykLTCcT,,Bakery Chocolate Aura,,#215ae8,,02,04,04,Green Flip Flops,brown,37,,Green Shorts,03,catfolk,03
7608,2,4703,74.62,https://magiceden.io/item-details/G1aHRhYpigrcYzq5pj3EJVRBs3RsgfJCEmFytVfDY7cU,,Pink Hearts Aura,,#e2e2e2,,03,04,31,Brown Boots,red,34,,Yellow Baggy Pants,02,lizard,01
7615,3,1145,78.9,https://magiceden.io/item-details/8Q1kKK88ZAJ3jSDidbdcMx11e7zLRegWGFBHnNaF7o9j,,Octopus Game Guard B Aura,,#f14345,,01,11,15,Black Skate Shoes,black,37,,Black Leggings,03,catfolk,02
7624,2.99,2395,73.99,https://magiceden.io/item-details/9iTBsipGdNvwjHFdhEUrdVF5e632MC7vwhesReRDLKuF,,Space Travel Aura,,#20cecb,,02,04,32,Blue Sneakers,brown,36,,Green Baggy Pants,02,orc,
7628,1.79,5657,72.89,https://magiceden.io/item-details/GQAaD7TTMpxZieJoLerTdyAkA49eaGjf4EHNN24BxnRA,,Silver Stars Aura,,#215ae8,,01,07,26,Gray Sneakers,blonde,21,,Black Pinstripe Pencil Skirt,04,elf,
7630,3,3694,68.67,https://magiceden.io/item-details/3rCeKDg1UHUq2keLsJM1PRKKHzMM2PfFVVhmSafVe7ik,,Rainbow Aura,,#87fff3,,03,12,24,Purple Heels,blonde,36,,Black Cargo Shorts,01,catfolk,04
7639,1.95,5282,72.8,https://magiceden.io/item-details/DxU8YU1NdMrxeHtEU2uG7n3V1kP3exujkf84jiqf2ZHE,,Bakery Cupcake Aura,,#ff99ef,,02,07,29,Tall Brown Boots,grey,26,,Khaki Cargo Shorts,01,catfolk,05
