id,price,moonRank,💎 score (%),storeURL,Arm,Background,Eyewear,Fur,Headwear,Mouth,Neck,Outfit
2450,0.55,3145,75.93,https://magiceden.io/item-details/AphV2ohCqnFnN2j53cMEhqytNis5nqNadCdt5nGB98kQ,Basketball,Halo Yellow,Eyes Blue,Red,,Party Blower,,
2457,1,857,86.98,https://magiceden.io/item-details/9ehGXVBgV5KdNad4h8YREuy35LWiyDnG985Y1Ltk139a,,Halo Pink,Eyes Normal,Skeleton,Wizard Hat,Blushing,,Dinosaur
2464,0.38,2082,84.86,https://magiceden.io/item-details/GQY7yQSDwLMfotK1u6VRztBZZw9AEYGfZeiAGGFZBLvD,,Gradient Solana,Golden Sunglasses,Ginger,Wizard Hat,Bubblegum,,Box
2468,0.85,3533,70.3,https://magiceden.io/item-details/BKoyyHaSbo3XKQZ8g2Zqj46SEFh2p5qy7mRvvE7wVLYh,Blue Yarn Ball,Gradient Sunrise,Wink,Ice,Monopoly Hat,Surprised,,
2476,30,1894,0,https://alpha.art/t/B43hXUUMqo5MVBP5B4gYxxNEFruCChAvRL2kK6VVmtiP,Four-Leaf Clover,Halo Ice,Eyes Normal,Zombie,,Smiling,,Skitt Game Guard
2520,0.88,4449,63.78,https://magiceden.io/item-details/4o1eWy6RfrMq2tGZFeoP1zDUsiQseaAsYGJDMqYKaq3L,,Halo Purple,Eyes Clown Normal,Black,Backwards Cap,White Mustache,,
2524,4.8,5888,14.8,https://alpha.art/t/wGFb3pGRs7X8CjKkHxpp4yqSab9J79yi6bA2iS7WkGb,,Halo Blue,Eyes Normal,Black,,Smiling,,
2525,0.33,2137,84.98,https://magiceden.io/item-details/6sPqs4w7QgRukXYYa5tZTBjqVyiRRuEkBCtWi9HuBCdF,Four-Leaf Clover,Halo Pink,Eyes Normal,Black,Rasta Hat,Tongue Out,,SuperHero
2526,1.3,4176,61.43,https://magiceden.io/item-details/5UN9Du313oH9p2e1y9GjFMAVN7iFRWDB6hwZrsAP6JV8,Blue Balloon,Halo Yellow,Wink,Rainbow,,Surprised,,Sailor
2529,1,1768,80.79,https://magiceden.io/item-details/45GSLLmtx1AXSobtPRjfkEvuCfAvU5q1YP4yr2tqXboa,Blue Yarn Ball,Gradient Aurora,Wink,Gray,Bread Head,White Mustache,,Purple Gold Jersey
2548,10,2267,0,https://alpha.art/t/ZGLhuLXBDvJkpottaQ8mVx7pwTJZsvfBPFBPitVGQwU,Four-Leaf Clover,Halo Green,Golden Sunglasses,Rainbow,,Smiling,Blue Bow Tie,
2568,1.5,1866,75.12,https://magiceden.io/item-details/FJzNBt9MLPFbMqx6QaATjSHMxcdGcDYihV4uMgmFueNg,Black Wrist Band,Halo Yellow,Eyes Happy,Silver,,Party Blower,,Clown
2573,1,5413,56.03,https://magiceden.io/item-details/CEwevucnt1Sjdi5THpJN8VfB5QTSnZmK2AGVYZjcPf5J,Red Yarn Ball,Halo Gum,Eyes Happy,Rainbow,,Surprised,,
2578,1,2239,77.59,https://magiceden.io/item-details/B72cN3w6cf67AXAdz24SVzjcE1aTkJKfVPqGPwNRfwLG,,Halo Emerald,Golden Sunglasses,White,Bread Head,Surprised,,King
2587,1.7,1207,77.6,https://magiceden.io/item-details/HzokYJi31apc1Ak3aAFsLrrUJ6mF1yTQSAHeYRjoK3dz,,Halo Pink,Rasta Sunglasses,Gray,Rainbow Hat,Tongue Out,Tie,Tuxedo
2595,2,734,77.81,https://magiceden.io/item-details/8mt1KsDExSkZxa1TzkinbhzPCymPq7FZS4Scuy1pLeci,Red Yarn Ball,Halo Black,Wink,Solana,Halo,White Mustache,,Hawaiian Shirt
2599,1.6,3317,64.27,https://magiceden.io/item-details/7oKr14oMwE7nzEkdJVrcBnHRgscHSggHdgbVzkMDAgeq,,Halo Red,Troll Sunglasses,White,Cap,Golden Mustache,,
2600,0.9,1052,86.65,https://magiceden.io/item-details/DwpoWqPp3BdVaKfd5FjVnCGKTMdTFdw3ry47wgAzq8L5,Bong,Halo Black,Eyes Blue,Black,Turban,Tongue Out,,Box
2628,1.98,4233,54.24,https://magiceden.io/item-details/4mMckzHscNKUKcbpt8ZsYudP8PZ1cXWzVGqcSLYpkaDT,Purple Gold Wrist Band,Halo Black,Eyes Normal,Black,Bread Head,Smiling,,
2634,0.5,207,96.39,https://magiceden.io/item-details/8rWK57u8XJb478BbEzPbwDTmkbQy9p6ZuyX6WoJKwNtP,Ice Cream,Halo Black,Eyes Happy,Gray,Clown Wig,Big Smile,Blue Bow Tie,Hawaiian Shirt
2641,1,4308,63.53,https://magiceden.io/item-details/H67k9VfB6VjEU4n2Sorf6zwMcQMQ5p6qbQLP15omAAVG,Martini,Halo Pink,Wink,Gray,Clown Wig,White Mustache,,
2653,2,225,81.27,https://magiceden.io/item-details/Ht8t3ZaqRg9WRsGY3bdEzHmJTJ23LsiunHeF5LoXy5Ht,Fishing Rod,Halo Yellow,Eyes Normal,Rainbow,Sombrero,White Mustache,Blue Bow Tie,Tuxedo
2656,0.4,2157,84.15,https://magiceden.io/item-details/5sFAXNRtxQmJZL6bc1M3kP6Su4XHHJvUz8vCjH5g9eG6,Blue Yarn Ball,Halo Red,Wink,Gray,Black Headband,Tongue Out,,Clown
2671,1,1143,85.04,https://magiceden.io/item-details/3gMFdNSJ46nE2jrFyj3yyuMzkwouYzcdHqRemEznrhet,Blue Balloon,Halo Gum,Ski Goggles,Rainbow,Bunny Ears,Tongue Out,,Leather Jacket
2716,2,267,80.99,https://magiceden.io/item-details/41nKxgvHdjneawGKiaHLbd61znQHPQkWpD4TMBLkzzdW,Sake Jug,Gradient Solana,Black Sunglasses,Black,Black Headband,Brown Mustache,,Clown
2721,10,1028,0,https://alpha.art/t/FyzLW7qzMXiAZWBpm5DfzFRsgDcvUGkEETmL5zHTsizs,Ice Cream,Halo Purple,Wink,Skeleton,Cop Hat,Surprised,,
2752,1.5,2874,68.28,https://magiceden.io/item-details/DcBqWN4T5DX4eGUUKSFnudYLdoRN2q3z4XPhDK5RFKYp,,Gradient Chartreuse,Troll Sunglasses,Silver,Santa Hat,Blushing,,Box
2756,1,1280,84.1,https://magiceden.io/item-details/HBDkSoaTnWfaLWLfjYfyATAB5LEQ36oLMk4FWCiUt5yj,Red Balloon,Gradient Solana,Round Glasses,Gray,Santa Hat,Bubblegum,,Box
2765,1.2,808,85.31,https://magiceden.io/item-details/6AnzurYAEQDUeZo5TKKZEEiK5xdYdBqYvzw4tfTttbQQ,Cocktail,Halo Gum,Ski Goggles,Red,The Mask Hat,Blushing,,Tuxedo
2776,0.999,118,92.01,https://magiceden.io/item-details/GxUpCyavgBp9fmmZTJdSbeq6dbPD7xsGWUfbCeqBi8tk,Flask,Halo Orange,Black Sunglasses,Gray,Bunny Ears,White Mustache,Golden Bow Tie,Tuxedo
2793,4.88,1647,42.81,https://alpha.art/t/EVdx7SyrUvA4m2kqY3UFvkE13oZzpaDphjY7ZxbdEuke,,Gradient Aurora,Troll Sunglasses,Gold,Cap,Smiling,,Purple Gold Jersey
2801,0.8,151,93.77,https://magiceden.io/item-details/HGpoh7KeRD39GEgH78y3CdUdqFk4zoWNuwAT6vbsT2Dt,Coconut Drink,Gradient Solana,Black Sunglasses,Gray,Cap,Smiling,Big Bow Tie,Hawaiian Shirt
2834,2,1480,72.75,https://alpha.art/t/7gcfsbRvR5ibG1ozE5NTqGsNpxF57Zjid3RCsmnQwqQK,Four-Leaf Clover,Halo Purple,Round Sunglasses,Red,,Blushing,Tie,
2845,0.8,2471,78.01,https://magiceden.io/item-details/DhzTGcVGr1RsVbFQEDUwen4HteRJkdCi6xZP4LT2NEdw,,Halo Zombie,Wink,Ginger,Box Hat,Blushing,Red Bow,
2848,1.8,231,83.23,https://magiceden.io/item-details/9HddrDG7CDLPtK5q7GPrE238FnEiY3WfxBdggzZAG4bq,Red Yarn Ball,Gradient Aurora,Eyes Happy,Black,Clown Hair,Brown Mustache,Gold Necklace,
2870,1,3271,70.58,https://magiceden.io/item-details/Et7oR2KBUHrk2Knvuooz5E3urRudT1SymmwezpEe7Jy5,Sake Jug,Halo Yellow,Wink,Rainbow,,Tongue Out,,The Mask
2884,0.3,2011,86.14,https://magiceden.io/item-details/9hHjqoXetkxn9DNc84CxZirHMghbPEk6eMGwxovdyQXf,Fishing Rod,Gradient Solana,Eyes Clown Normal,Red,Cap,Blushing,,
2885,1.5,2810,68.71,https://magiceden.io/item-details/HX8ZQrEsuCAfQjxVGKhpwX3BpmwYZ7G9RS9PhuwJfseN,,Halo Blue,Round Glasses,Skeleton,Birthday Hat,White Mustache,,
2888,1,1805,80.54,https://magiceden.io/item-details/CnTfNEPFtziqfxw41hgXajKz6V5NtLBct5W3dhjhdmyq,Red Balloon,Acid Dark,Eyes Clown Normal,Zombie,,Blushing,,Tuxedo
2916,0.8,4733,62.65,https://magiceden.io/item-details/Bypv3QHXmgefmsbJ6158RQEixVme1GmnTXYaPWifEjeq,Blue Balloon,Gradient Chartreuse,Black Sunglasses,Gray,,Smiling,,Box
2955,0.5,1072,90.52,https://magiceden.io/item-details/5Mgt9WLLRjUwTkhQbma3uyMevETXjTKp31wKgZMSaxwi,Golden Balloon,Halo Gum,Eyes Normal,White,Monopoly Hat,Smiling,Tie,
2993,1.8,5162,49.73,https://magiceden.io/item-details/4hUDukjKCrmmYkzB8NpWMUBi3pRw75JoMq34zzZUSMPG,,Halo Blue,Eyes Clown Happy,Black,,Tongue Out,,Clown
2999,1,1021,85.86,https://magiceden.io/item-details/Bzg9kTasBQSyR2jmuMa73EDDKroyb7hKkM9mfG76YGCd,Red Yarn Ball,Halo Pink,Troll Sunglasses,Silver,Army Hat,Smiling,,The Mask
3003,1.5,3341,65.1,https://magiceden.io/item-details/Cw6DMh4hD7Xeezizz9refoqEnzNzbw349QtrQ3zs8i5K,Cane,Halo Yellow,Eyes Normal,Ginger,Turban,Blushing,,
3045,1.5,2630,69.93,https://magiceden.io/item-details/HX58d9yxEqJZjy4ruNJ7s6EWEmJU8Yx9f7UW3Lz1ESi9,Blue Balloon,Gradient Peach,Round Sunglasses,Red,Bread Head,Surprised,,
3052,1,3254,70.69,https://magiceden.io/item-details/9C4uxhyxS9gmWFkAzBYL8QRPQnhZeEgCRr6nBiJmTybH,,Halo Black,Wink,Ginger,Backwards Cap,Tongue Out,Red Bow Tie,
3078,1,4805,60.16,https://magiceden.io/item-details/9Mj3283NYgzQVdqvxjkmjnwb4FQxAKxeof8vKHgQ7UvS,,Halo Black,Eyes Clown Normal,Zombie,Rainbow Hat,Smiling,,
3083,0.77,1353,85.91,https://magiceden.io/item-details/E7HFzzmF4JxFgSZgMHNJX4h69avVymg4VGGfnVUr8PYZ,Basketball,Halo Orange,Eyes Clown Happy,Ginger,Monopoly Hat,Tongue Out,,Purple Gold Jersey
3092,1.9,5058,49.44,https://magiceden.io/item-details/4pwhv7w195t1UiiB9Ky3juKbcKgPUekYB7RjyewtYHUC,,Gradient Sunset,Eyes Closed,Silver,,Tongue Out,,Tuxedo
3132,1.9,4486,53.32,https://magiceden.io/item-details/8qHLrwWFSX52R4QTRwf6SpHSNVqyP2wv3e7PFNAsSaAL,Basketball,Halo Emerald,Wink,Gray,,White Mustache,,Tuxedo
3141,1.3,1818,77.45,https://magiceden.io/item-details/GQUeScTkUptsqnKu3mpz2HzUT9xy521KDGfDqNzovffV,Red Yarn Ball,Halo Orange,Troll Sunglasses,Ginger,Rainbow Hat,Tongue Out,,Purple Gold Jersey
3142,2,4044,55.33,https://magiceden.io/item-details/9ogHrapdMy4r7x3Upya7psVK2Ru3CF1YU4wTMz2FTDfz,,Gradient Sunset,Ski Goggles,Kittachu,Clown Wig,Smiling,,
3173,1.5,1392,78.34,https://magiceden.io/item-details/5teMvMRXwgxnrPQi2afBM2T2uH9jzSd4fLjRrwdR1R5,Red Balloon,Gradient Aurora,Eyes Clown Normal,Black,Mohawk Pink,Tongue Out,,Tuxedo
3180,0.7,1673,84.43,https://magiceden.io/item-details/DyzFEiGPpGxfbMEL7Truu6rqrjohkKTXmSXyZpai8BoG,Red Balloon,Gradient Solana,Rasta Sunglasses,Ginger,,White Mustache,Gold Necklace,
3190,2,3498,59.04,https://magiceden.io/item-details/7aRBcSfAYNM9KM1AGr21znMafXRHN5SVrvVnZVRTy8YB,Red Balloon,Halo Zombie,Round Sunglasses,Ginger,,Tongue Out,,The Mask
3203,0.99,1665,81.59,https://magiceden.io/item-details/6WLSKevW6LfGSRQWtzcmBdYpJzA2fTPu4pCAQtPkhvQL,Pirate Hook,Halo Orange,Ski Goggles,Silver,Cop Hat,Smiling,,
3209,9,4550,0,https://alpha.art/t/86ffPs46DH7MMCwRQkom16Pqj1W7ocqeGqMZGVPvNHfY,Cane,Halo Orange,Eyes Happy,White,,Smiling,,Hoodie
3214,0.499,4779,65.34,https://magiceden.io/item-details/8K4wMKfvc4vLw9a8pRZ3gT3NztzT692oyxVQSF3aBBhH,,Halo Green,Wink,Ginger,Clown Wig,Smiling,,Sailor
3228,1.88,35,83.76,https://magiceden.io/item-details/sggEz4xfZJovqmtyCBGsxPooE35Bb9sC8C2vbPZz9vu,Red Balloon,Halo Red,Eyes Normal,Gold,Turban,Bubblegum,Gold Necklace,Cheongsam
3238,0.6,2759,78.06,https://magiceden.io/item-details/4WidAPWiMD64HkAw6XidKuT4aQSQjUMKF3QuSeJVV4kk,,Halo Red,Black Sunglasses,Rainbow,Clown Wig,Blushing,,Skitt Game Player
3240,1.5,5314,51.7,https://magiceden.io/item-details/8vAT2aHkRJ3wmLV1dX66odJx774A7rMMFXCPkwQ1BkMs,,Gradient Chartreuse,Wink,Ice,Rainbow Hat,Smiling,,
3249,1,255,91.07,https://magiceden.io/item-details/33HYV5jmipVzk2we8kZwRVLuWK4wAP9FVKjDeG1aiFd3,Magic Wand,Halo Green,Round Glasses,Black,,Golden Mustache,Tie,Hawaiian Shirt
3252,5.2,3691,25.73,https://alpha.art/t/GGk9JrmUMt7FSAyQUnS9BQm4F36QvAmTF11WKFTocZh,,Halo Ice,Eyes Laser,White,Turban,Surprised,,
3259,1.2345,2784,71.54,https://magiceden.io/item-details/jYUDRYXPmrdRSzMSGz9HPhnXZwFMEBrnqBMzHpwLyph,,Gradient Sunset,Wink,Black,Backwards Cap,Bubblegum,,Sailor
3265,1.3,1157,81.94,https://magiceden.io/item-details/DaHYiej348Dd4kV84bMZ9dnLixN43SkhQScDEdQ8MJiN,Noodle Bowl,Acid Dark,Eyes Normal,Black,Cap McKitten,Brown Mustache,,
3274,1.4,943,82.39,https://magiceden.io/item-details/AK9kJKeNk73Roj5peJNTafi8re5TcDdWrDg1DVQHREXL,Bag Of Cash,Gradient Aurora,Eyes Clown Happy,Black,Sombrero,Smiling,,Hawaiian Shirt
3284,0.4,2163,84.11,https://magiceden.io/item-details/4DTR7PHKojr4eCzNhDkah28BrbaBXN7aDn3V1j7RVCGk,Red Yarn Ball,Halo Orange,Eyes Blue,White,The Mask Hat,White Mustache,,
3286,0.45,1330,89.26,https://magiceden.io/item-details/2ZXzPjW65kGXuh6JBjnyJ5NT5hpg5Du9SEaHk4PSjvuZ,Basketball,Halo Blue,Eyes Happy,Black,Sailor Hat,Big Smile,,Tuxedo
3289,0.28,5285,64.1,https://magiceden.io/item-details/3i51U7iBhu8R65qP6HhsUtmMnjnByLrUUnspm6P3qUvZ,,Halo Red,Eyes Normal,Silver,,Bubblegum,,Hoodie
3292,0.489,4217,69.26,https://magiceden.io/item-details/HGMdfAreFCRpypf9rTPJhKAPxjooFC2ftUFsxU9aVKjw,,Halo Green,Troll Sunglasses,Black,Bread Head,Smiling,,Sailor
3331,0.89,3508,70.07,https://magiceden.io/item-details/43vbu2rzHCk9KEe3yU2BaPffT3Kpxp5nDVdCzCZjH83X,Black Wrist Band,Halo Black,Round Glasses,Black,,Bubblegum,,Tuxedo
3334,1.2,1813,78.48,https://alpha.art/t/5E2JCoY5WEHJSGxN66LUmmwqN4fhtrrWaHss7nR6iX6C,Black Wrist Band,Halo Green,Wink,Rainbow,Rasta Hat,Golden Mustache,,
3341,1.8,3844,58.69,https://magiceden.io/item-details/6EPYW4uSq2NTJXbCFLEk1ELuVEk7tVgyx351eseie8BG,Basketball,Gradient Sunrise,Eyes Happy,Zombie,,Tongue Out,,Tuxedo
3349,1.35,3878,62.95,https://magiceden.io/item-details/571X4NjoiE3xLxg7hk2dA2XRmZwvUFK6vHhke8Rteiii,,Halo Purple,Black Sunglasses,Rainbow,Monopoly Hat,White Mustache,,Hoodie
3384,1.5,3408,64.65,https://magiceden.io/item-details/46UdN2ngrznYLkbfzhZyuCEQiE2pZkjsw8v1d7f6FSaP,Pirate Hook,Halo Zombie,Ski Goggles,Ginger,,Tongue Out,,Hoodie
3388,1.88,2178,69.2,https://magiceden.io/item-details/9vuYxaxfUN6xyEYuoUpBVMz1PMpeFaDLTTrms8a8mtF7,Four-Leaf Clover,Halo Green,Eyes Normal,Black,Birthday Hat,Tongue Out,,Clown
3404,3.93,5455,26.44,https://alpha.art/t/9NtdPj1mG2ou1QMpFDYv1QshVkyz3Sfe4Pj1NVTbbbBm,,Halo Zombie,Eyes Normal,Red,,Surprised,,Sailor
3409,1.5,3995,60.66,https://magiceden.io/item-details/33qrufiAdmvpRTkwB9Md6qyUTyDynRPLtRmCtw6DJH8f,,Halo Gum,Wink,Ginger,Cop Hat,White Mustache,,Hawaiian Shirt
3410,2.3,5339,43.53,https://alpha.art/t/BbPD4rD3xFnf8yTZSzmHFk4Cve4HMcdf8VbLL4Dnmv2J,Cane,Halo Green,Eyes Normal,White,,Surprised,,
3416,1,957,86.3,https://magiceden.io/item-details/BW5NeTgAxh5Npe1KM5FoqfEqPMYUi8sKV4EbnzN9jdaY,Basketball,Halo Pink,Rasta Sunglasses,Ginger,Clown Wig,White Mustache,,Sailor
3426,0.8,4381,65.04,https://magiceden.io/item-details/8Dckddi5VRbvcgVsCX87thVP33A7xFmGafqUK92dReHJ,,Halo Purple,Wink,Red,,Blushing,,Dinosaur
3437,1.9,4838,50.93,https://alpha.art/t/5fdTANdsTgfz5k7eZ4DmkK89uJVQh9fDLwhRH3rhScBX,,Acid Bright,Eyes Happy,Rainbow,,Tongue Out,,Clown
3438,1.5,1777,75.73,https://magiceden.io/item-details/Mf9TA7Lk2QLYzWVb3e32raTG5bvAzbNKhjaBaE1Mu65,Red Balloon,Halo Zombie,Wink,Gray,,Big Smile,Bandana,
3449,0.8,388,92.16,https://magiceden.io/item-details/FAmamvtay1X46k7f2pkfGqkDhBkvqpChhd4dvVPkSAWc,Pirate Hook,Halo Purple,Eyes Normal,Silver,,Golden Mustache,Egyptian Necklace,
3452,0.99,1950,79.65,https://magiceden.io/item-details/4Kc3ozbKV4h24d43xch7aVKs7gje3iLNeTB6ezjJgHcv,,Halo Purple,Eyes Closed,Gray,Fishing Hat,Tongue Out,Red Bow Tie,
3457,1,1103,85.31,https://magiceden.io/item-details/3zaJqLPSWtCddxVZZKZZJtSkwobnQHayihQp6HTEyjuF,,Halo Purple,Eyes Clown Happy,Kittachu,Bunny Ears,Brown Mustache,,The Mask
3460,1.5,1489,77.68,https://magiceden.io/item-details/Hrmk6ikE43LkW9znuRfW2ZAd2p36CzPVNrkpdv4GiV4m,Red Balloon,Halo Blue,Wink,Ice,Clown Hair,White Mustache,,Hawaiian Shirt
3467,0.64,1229,88.05,https://magiceden.io/item-details/EiWCVy6Y9F78HGUVHUbxFzPXhC3CKbgS1PSG6cUxg61i,Noodle Bowl,Halo Purple,Eyes Normal,Black,Santa Hat,Smiling,Tie,
3503,0.8,625,90.55,https://magiceden.io/item-details/7SDPWa6zWWKAw65U7tYUJ4YroBdAzGoXfKrzLFtYHJCG,Pirate Hook,Gradient Sunset,Eyes Normal,Rainbow,Mohawk Pink,Surprised,,SuperHero
3512,1,4930,59.31,https://magiceden.io/item-details/4CuWSTs732V9PfpndYoZMjo6UfumY1DbRcTeUHcWwfmg,Red Yarn Ball,Halo Gum,Eyes Normal,Rainbow,,Tongue Out,,Hoodie
3518,1.75,726,80.37,https://magiceden.io/item-details/tFrpzBPLBhtXhPLLwFAxmcnzbm2krxXQJf2g1iSMEuw,Martini,Night Sky,Round Sunglasses,Ice,Turban,Big Smile,,
3527,1.5,2216,72.75,https://magiceden.io/item-details/gFSxXe9VRnx5miHkTYHU8QVsnMLqWSdu3EgBfZE2vNz,Blue Balloon,Halo Emerald,Eyepatch,Black,,Blushing,Big Bow Tie,
3534,0.5,4876,64.68,https://magiceden.io/item-details/3wdzo86uYXWwGm6iFarRW9H8fhHZmTtNbSb3zF73NK1B,,Halo Emerald,Eyes Closed,Solana,,Tongue Out,,Box
3535,1.5,1513,77.52,https://magiceden.io/item-details/515Lf2Fs2pjoGtMtrn8RRV5LWXNQFPiJBg6dMj4KEGDn,,Halo Green,Round Glasses,Gold,Sombrero,Brown Mustache,,Hoodie
3542,0.55,4641,65.77,https://magiceden.io/item-details/4QHuaskak3PvDw3RDYmFHW3xqrUvQ2yebCWB6fEytZNc,,Halo Orange,Eyes Happy,Ginger,Fishing Hat,Smiling,,Box
3547,1.88,2142,69.45,https://magiceden.io/item-details/4vBzwPSVLYaUo714dP8zjp3tzrnJjDB6Zno7k6y8Nhma,,Halo Yellow,Eyes Blue,Gray,Clown Wig,Golden Mustache,,Box
3554,1,1228,84.46,https://magiceden.io/item-details/7X1UqFhmYHaFYfkyChqN9aYYoBLEydw5yKQjkchS2kmx,Noodle Bowl,Halo Emerald,Eyes Happy,Red,Bunny Ears,Blushing,Tie,
3556,1.5,1212,79.57,https://magiceden.io/item-details/DXVd9KYoaZjgx4xHXpBsffEW9iw24SS6kkKE1FcAftiP,Asian Coin Purse,Halo Emerald,Eyepatch,Red,The Mask Hat,Blushing,,
3560,0.8,724,89.88,https://magiceden.io/item-details/AmPVDN76ptvMWE6R8k1j6Sf5WJk71mqNTGbocQntUVoQ,Ice Cream,Halo Blue,Wink,Rainbow,Mohawk Green,Tongue Out,,Astronaut
3576,30,3678,0,https://alpha.art/t/Bjzy5NCcEEo1oMd6tNGFZA5g4JHG1DgEn3vWRVMCg21r,Sake Jug,Halo Ice,Ski Goggles,Red,,Surprised,,
3580,66,3229,0,https://alpha.art/t/Ev84roMjtVFYgQMRFvTaVPJ9WAyPW954xgVgQSe2Qe9K,,Halo Pink,Round Sunglasses,Ginger,Bunny Ears,Smiling,,Purple Gold Jersey
3583,1,5050,58.49,https://magiceden.io/item-details/8PVGmZyh1F6SwacF3rraNqBqPk328m4ooTnphzVggk9d,,Gradient Sunset,Eyes Clown Happy,White,,White Mustache,,Hawaiian Shirt
3614,1,2655,74.76,https://magiceden.io/item-details/EaQCEVYhSkpFmYBH6NUbSLw7Zgj8p3HmPANoje7ELy5A,Cane,Halo Emerald,Eyes Normal,Gray,,Brown Mustache,,Purple Gold Jersey
3620,1,1284,84.08,https://magiceden.io/item-details/F8mWBUFvTjMSVotLof3hdPcCxobPf1MMcpMSXBCSfcgt,,Halo Orange,Eyes Blue,Ginger,Turban,White Mustache,Big Bow Tie,
3622,0.7,5254,60.11,https://magiceden.io/item-details/BgbiXXc1MAVXLDh4haXNo6cKf2hQB5XgUyUkDHEB2ws7,,Gradient Solana,Eyes Normal,Rainbow,,Brown Mustache,,Hoodie
3634,0.8,2288,79.26,https://magiceden.io/item-details/HzzS7nLAMSpgXbmEfgPe2UkbYbHeTmQEJtkLHUwtrfjz,Red Balloon,Halo Red,Eyes Normal,Red,,Surprised,Red Bow Tie,Tuxedo
3635,1.49,292,85.92,https://magiceden.io/item-details/GoQXfKTDA9cyJXKTTnLJtBW975d6PW7spUCxehJ6CmzU,Red Balloon,Night Sky,Eyes Happy,Silver,Clown Wig,Smiling,Big Bow Tie,The Mask
3654,0.99,2932,72.98,https://magiceden.io/item-details/7MYHbJmYPkS5Fy8NtAfBuHg2bG8NNjn7aUQwC84HHxPL,Gift,Gradient Solana,Eyes Happy,Black,,Surprised,,Astronaut
3656,0.4,3646,74.03,https://magiceden.io/item-details/DJVekfbyzAtnRVwg7unKhe7MMmd1u8GwnyqzgUneL5i,,Gradient Aurora,Eyes Happy,White,,White Mustache,Egyptian Neckwear,
3683,33,1377,0,https://alpha.art/t/2KLhmatdoGfXxeacC1Q23aWDD2sexXSi3F7mdj6AZHSU,Flask,Halo Black,Eyes Normal,White,The Mask Hat,Blushing,,Clown
3696,1.11,1719,80.02,https://magiceden.io/item-details/BhpMAsjNxe168rQxydN2bibcy9cMCduSCzmPpLJPAb8t,Trophy,Halo Purple,Ski Goggles,Kittachu,,Blushing,,Tuxedo
3705,0.68,1471,86.01,https://magiceden.io/item-details/7feqCSSfum2Z6Uey2g1qqQUUWJu5Yfit5CaMEQLDgg2f,Basketball,Halo Blue,Wink,Ginger,Black Headband,Big Smile,,Hawaiian Shirt
3714,1.49,1426,78.21,https://magiceden.io/item-details/6cvnTzxGYPevdfyWDWvXuYkpCrXEguuQnzS7LfwCSwri,,Halo Ice,Eyes Happy,Skeleton,Box Hat,Brown Mustache,,SuperHero
3715,1.5,1275,79.14,https://magiceden.io/item-details/BQ9Bibu5iFig4qnMYsW1TdV9phxDwXsKUD49uo3arMeq,Four-Leaf Clover,Halo Purple,Eyes Closed,Rainbow,Box Hat,Smiling,,Purple Gold Jersey
3717,0.6,3313,74.29,https://magiceden.io/item-details/7te8vmVD1BD1pXs7u9QWJvKs12BB3Fdnj7cddjwGYSCG,Blue Yarn Ball,Gradient Chartreuse,Wink,Ginger,,Blushing,,Skitt Game Player
3724,0.9,5082,59.28,https://magiceden.io/item-details/9yv97nSEJGhygfVGgwHvAmqH8MeeCJWVwSgfQv5veCaa,,Halo Green,Eyes Happy,Ice,Sailor Hat,Tongue Out,,
3725,1.7,2472,69.01,https://magiceden.io/item-details/ACTKY4K2wZ2wSVGMD9NRrcFqepzi1Now89AnPJXdKqUs,Magic Wand,Halo Emerald,Eyes Normal,White,Rasta Hat,Bubblegum,,
3733,0.67,1795,83.91,https://magiceden.io/item-details/DsRCTYyscfgrC9Br3udSfK3E2RALZUwEaDwK5uW4rUVj,Asian Coin Purse,Halo Zombie,Eyes Normal,White,Box Hat,Tongue Out,,The Mask
3739,0.45,1857,85.68,https://magiceden.io/item-details/HAiB9bTy6bxM4jZsSTHMPLmcTXoxcLPsGY5yQqzZnt3L,,Halo Orange,Round Sunglasses,White,Bread Head,Big Smile,,Sailor
3751,0.8,3156,73.36,https://magiceden.io/item-details/EWVF4ZiH2QxzHvVwDnvAKuBb6QcQf9hsGEAuc5MEjmTD,Pirate Hook,Halo Orange,Round Glasses,White,,White Mustache,,Tuxedo
3752,0.478,5784,58.73,https://magiceden.io/item-details/3SVstHW7t5wSyP4PNiuv31wGKFg5rGxuMcKbNVMA7NYB,Martini,Halo Green,Eyes Normal,Black,,Tongue Out,,
3767,0.78,212,93.56,https://magiceden.io/item-details/4nZ6QQ8rsjPSbLWgbfq9U5pAGnzY7Ef5j7YkAKt96Kzd,,Halo Pink,Eyes Clown Happy,Silver,Rasta Hat,Brown Mustache,Big Bow Tie,Hawaiian Shirt
3774,0.99,3373,69.99,https://magiceden.io/item-details/GEsTxmM5HJ3hzxXjpdpGvxAFqPQ59kbWsL6g5q53dC21,Pirate Hook,Halo Zombie,Wink,White,Birthday Hat,Smiling,,
3779,1.25,5471,53.13,https://magiceden.io/item-details/9j4JTea8e7f1fJAa3kvvJUH8CmmkgsakDdA9RLMWkTTM,,Gradient Peach,Eyes Clown Normal,White,,Brown Mustache,,
3792,0.35,752,94.19,https://magiceden.io/item-details/GDrT6bpfik79djsaY9zrFAom7mMka5jhHkfwo6qo3pQ,,Halo Zombie,Eyes Happy,Solana,Pirate Hat,Smiling,Blue Bow Tie,The Mask
