id,price,moonRank,💎 score (%),storeURL,Background,Clothing,Eyewear,Fur / Skin,Head,Mouth,Teeth
5603,105,5444,0,https://solanart.io/nft/86ictGYiGLhMXqb5iCpa1pidBTD43EhrvVGGAtgHhaMB,Purple,Leather Jacket,No Traits,Purple / Purple,Explorer's Hat,Hotdog,No Traits
5612,122.222221,3905,0,https://solanart.io/nft/HKV4vhBdLZTDLNYeYVYD3tvw9gYm1hQZGeU4Lf312jd8,Yellow,Striped T-Shirt,No Traits,Blue / Blue,Snapback Cap,Sandwich,Wooden Tooth
5628,75000,43,0,https://magiceden.io/item-details/6p1PPMYGkKjBCXmWsBAETqiAEAEekgTaEMjmPUKLzjUc,Purple,Space Suit,No Traits,Purple / Purple,Space Helmet,Smooth Brain,No Traits
5631,109.900002,427,0,https://solanart.io/nft/9CWD3ht2WDEXmMFZTYGwnB3CL9eR7LxbNZXXNaK7Bk18,Green,Jungle Explorer,Aviator Glasses,Green / Peach,No Traits,Pizza,Wooden Teeth
5640,420.69,371,0,https://magiceden.io/item-details/9oERfjCsfqKN7ce4tbThp3Lje97pEct1RoX5xFq8Bve,Red,Silk Robe,Shutter Shades,Red / Blue,Pilot's Hat,Eggplant,No Traits
5665,123,310,0,https://magiceden.io/item-details/4XjwqVgKCKJpdnkrAisc2MCBN8AE3fSsBdKfmGyNs86u,Black,Striped T-Shirt,Shutter Shades,Black / Peach,Pilot's Hat,Grilled Cheese,Wooden Tooth
5704,137,526,0,https://magiceden.io/item-details/83dyx5irWrpUKtShwpMBjXyY71SbuYNKjNjbdi3hsHP4,Teal,Ski Jacket,Aviator Glasses,Green / Peach,Fishing Hat,Pipe,No Traits
5721,188,1947,0,https://solanart.io/nft/3usNS2p2JVmc7mPSCjHbGVfHx4oGNAqyrYRNFobvE4nn,Yellow,NB-Ape Yellow,No Traits,Leopard,Fishing Hat,Ape-le Juice,No Traits
5729,108,5328,0,https://solanart.io/nft/3WsL5NSdKn6JHopHgMPhPY7VLQZXjEgVihu8dyt4r7LB,Teal,Striped T-Shirt,No Traits,Green / Green,Mobster Hat,Soda,No Traits
5749,150,7575,0,https://magiceden.io/item-details/65MoNE95ZirJEB3fRL19TFoxZwLnKXfHi5gsyn4FmfcQ,Yellow,No Traits,No Traits,Purple / Peach,Policeman's Cap,Eggplant,No Traits
5750,154.899994,405,0,https://solanart.io/nft/EmA8FPRhy81C3phh5UPJX58Z3ots91TrmbevxU5gh23E,Black,Cheerleader,Shutter Shades,Black / Peach,Floral Crown,Burger,Wooden Tooth
5753,750,120,0,https://magiceden.io/item-details/Hh2y6UM5JqxBRTBix5qAUa1U1tLJSmjudv8AMKi7gphY,Red,Striped T-Shirt,Round Glasses,Red / Blue,Top Hat,Rainbow Vomit,No Traits
5784,200,3344,0,https://magiceden.io/item-details/48dtV5RSeWSkteJ1SS7QJykyXFG6Yp6s2zGexL3hiXta,Yellow,Hoodie,Ape Vipers,Purple / Purple,Bucket Hat,Pizza,No Traits
5810,149,2653,0,https://solanart.io/nft/9LYKaoRLJdBqkyUy8mZRuMsvZNPLiUVc7RFeMD8fcDCv,Black,Suit,No Traits,Black / Gray,Fishing Hat,No Traits,Wooden Tooth
5830,125,2274,0,https://magiceden.io/item-details/5PxcymNyFAtNzC1MJZTEChWSQ9gY8gKfUrvQpp32nFJo,Teal,Turtleneck,Wayfarer Glasses,Green / Green,Sergeant's Hat,No Traits,No Traits
5835,98,5026,0,https://solanart.io/nft/CBTce3odwtYDf3QL4sMM2xt3Ns36vrb7qQaqZrKw5ThZ,Red,Leather Jacket,No Traits,Green / Green,Umbrella Hat,Grilled Cheese,No Traits
5875,119.5,2006,0,https://solanart.io/nft/3cb1233gPEq5bzJJfv3YAQUZG194U4CygzYyZ6us23DG,Red,Overalls,Wayfarer Glasses,Blue / Blue,Graduation Cap,Bubblegum,No Traits
5891,150,9857,0,https://solanart.io/nft/7ojMzs868oYAufSmWEHCXfeUfDqE7SKC81AFiYZ1CJKu,Yellow,No Traits,No Traits,Black / Peach,No Traits,Pizza,No Traits
5902,95,5989,0,https://magiceden.io/item-details/8QtrwvU8Gx75gPGick5qRMBDj1nMhwzBrT9PPipDE6ai,Teal,Cheerleader,No Traits,Green / Peach,Captain's Hat,No Traits,No Traits
5928,150,2318,0,https://solanart.io/nft/BxHqnNXDeWVpegueGzc6WZHQh8qLB6pB9b2ihQJAWMwT,Green,Academy Uniform,Round Glasses,Green / Green,Fishing Hat,Banana,No Traits
5930,222,9405,0,https://solanart.io/nft/EJtcjUTSzzajBbZ7JUutuc16Sf8HgmvKThW7e8CtDhmk,Green,Black T-Shirt,No Traits,Green / Peach,No Traits,Soda,No Traits
5937,150,1557,0,https://magiceden.io/item-details/4kwLHgjBESye84AgQSQnzd1ixb2pweXMJPut17BFE5Pv,Green,Police Uniform,Wayfarer Glasses,Green / Peach,Pilot's Hat,Pizza,No Traits
5940,150,3884,0,https://magiceden.io/item-details/FQ5P1dCP5dKHu6hnSejwwcTUsAxT8uoukSyxARPVPuAg,Black,Jungle Explorer,No Traits,Black / Gray,Beanie,Bubblegum,No Traits
5949,89,7009,0,https://solanart.io/nft/3EKjDdGdRVH9zRNGy2jbwSB1mdZEY9zAM5eyLkrhStgo,Blue,Leather Jacket,Shutter Shades,Blue / Blue,No Traits,Banana,No Traits
5989,95,9777,0,https://solanart.io/nft/2UrAVLMs6kQRB2DLWTfndYxsCexrwHNNmULm9TQ8nEWv,Red,No Traits,No Traits,Red / Peach,Snapback Cap,No Traits,No Traits
5995,137,8227,0,https://solanart.io/nft/HTm8EfNF46GGysz6M9s6mr6hsXAq9TxnSp7MS7BQQLxv,Blue,No Traits,No Traits,Green / Green,Judge's Wig,Banana,No Traits
6024,115.550003,2255,0,https://solanart.io/nft/GnYVPod6xFXec7djBvEowAtaypdR635BdZ3yuLUPaGhx,Yellow,Jungle Explorer,Aviator Glasses,Brown / Yellow,Racoon Skin Hat,Sandwich,No Traits
6059,115,7157,0,https://solanart.io/nft/FQdziJj4pSYuJf5muAcJLEG1uwsPjZ9dUfaAVDU9cFQ4,Black,No Traits,No Traits,Red / Blue,Graduation Cap,Donut,No Traits
6067,120,5552,0,https://magiceden.io/item-details/HAbcHVTpcCVhZRyTUBKXTZ6S8eLjfLvSWUmxMjB4Hekk,Blue,Hoodie,Ape Vipers,Red / Peach,No Traits,Eggplant,No Traits
6095,155,1686,0,https://magiceden.io/item-details/DL62arfkydUbasNW4xWYsCT35cF9uQ9cV3MAc71acJ18,Yellow,Denim Vest,No Traits,Albino / Peach,Snapback Cap,Dirty Fiat,Wooden Tooth
6103,3333,1770,0,https://magiceden.io/item-details/3vJJtrGQhHos4WtGFECLtW1hqqae3rC9tijHZDq9RcZp,Blue,Degen Service Shirt,No Traits,Albino / Peach,Degen Service Hat,Soda,No Traits
6125,125,9124,0,https://magiceden.io/item-details/GU6wXYYyCiXA2KMBd1e1eXttpK1mzjRPjK6rA2QD1fN2,Yellow,Turtleneck,No Traits,Brown / Peach,No Traits,Hotdog,No Traits
6132,120,6396,0,https://magiceden.io/item-details/EeggTAXTtHyCppz2Q6ddmVGEn33e8pkGi45yieeBsYqN,Yellow,Japanese Uniform,No Traits,Leopard,Bucket Hat,No Traits,No Traits
6167,150,3030,0,https://solanart.io/nft/4L2KbFHEvxpneekvjumdroTVaToZw9jNStoGcAZJRx3d,Blue,NB-Ape Green,Aviator Glasses,Blue / Blue,Racoon Skin Hat,No Traits,No Traits
6173,99,2350,0,https://magiceden.io/item-details/38sDRYTUev6xU7tNcrQtt9HuomrrAyZcCwtBNDaDU3uu,Yellow,No Traits,Shutter Shades,Brown / Yellow,Bucket Hat,Sandwich,Wooden Tooth
6177,100,6210,0,https://solanart.io/nft/EqKAp7wRdYnufoAvSqejra9pjW3ekNbf6fa5gptpqaN1,Red,Black T-Shirt,Round Glasses,Red / Peach,No Traits,Burger,No Traits
6179,85,6837,2.32,https://solanart.io/nft/9gtyNHy1E7LZibDADWZtbTqaY9QZSFr7qZyacjvvLK5q,Blue,Tie-Dye T-Shirt,No Traits,Blue / Peach,Pilot's Hat,Pizza,No Traits
6180,150,1454,0,https://magiceden.io/item-details/Bq37DP8rmS3QcBoysHrF57VhXYryPJGK9bCbt4FEVEV6,Blue,Ski Jacket,Round Glasses,Albino / Peach,Floral Crown,Grilled Cheese,No Traits
6190,138,1135,0,https://solanart.io/nft/CfbfTjU1zi5VGEZcRZsnviwMcksKCkacKQzBNEcm66nR,Green,NB-Ape Green,Shutter Shades,Green / Green,Musketeer's Hat,Grilled Cheese,No Traits
6201,150,5344,0,https://magiceden.io/item-details/4AMigdZN6upz195vK2QzyV3iaV45TrNFCA78C24bNiox,Yellow,Tie-Dye T-Shirt,No Traits,Brown / Peach,The Croc Hunter,Grilled Cheese,No Traits
6213,160,7521,0,https://solanart.io/nft/F8cXTZNtjDUrMgYjWuNTBY5rRJz4L27WsLDdxfjLyDPL,Yellow,NB-Ape Red,No Traits,Brown / Peach,No Traits,Corndog,No Traits
6218,90,5941,0,https://solanart.io/nft/8GxhYsKZQCredTDXyn61ekQ3UZNGGdBN9KqAPJWCfXDH,Green,No Traits,Aviator Glasses,Green / Green,Floral Crown,Banana,No Traits
6242,98,6406,0,https://solanart.io/nft/6JJERQmY362io3mhTeE38jBioWB2PwEuW1K3wyVhrnJF,Green,Wetsuit,No Traits,Green / Peach,Floral Crown,Corndog,No Traits
6251,250,1792,0,https://magiceden.io/item-details/CYPYxLKh8nPQyxyUusE4n85i1EfXJDFkUsimnbWFhxYJ,Black,Cheerleader,No Traits,Black / Gray,Pharaoh's Neme,Dirty Fiat,No Traits
6264,200,3039,0,https://solanart.io/nft/5UPUaP6N5aeuunx5Rc25w5MPLxBPhGuGq8Pn4GvMG9MV,Red,Denim Vest,Ape Vipers,Red / Blue,Snapback Cap,Sandwich,No Traits
6269,101,5861,0,https://solanart.io/nft/6eQRnLy2Qm6KfvzgDM1rRv5c2moQAiHjER3z9sESSCFE,Blue,No Traits,Wayfarer Glasses,Blue / Peach,Bucket Hat,Bubblegum,No Traits
6280,130,454,0,https://solanart.io/nft/B5UeWriEqZxZHBFd6QLCmAwJiRjEMi6CgCv12q3tEZnN,Green,Wetsuit,Shutter Shades,Green / Peach,Umbrella Hat,Smooth Brain,No Traits
6342,140,1794,0,https://magiceden.io/item-details/mgFmUdGMy7rPkHkUYbHFAAsrfhLXFQuhLs8Bm18Tsde,Purple,Tie-Dye T-Shirt,Ape Vipers,Red / Peach,Baseball Cap,No Traits,Wooden Tooth
6351,309,1388,0,https://magiceden.io/item-details/6YUb6CL6QWqz1FNPRMhfGDsEAHCfqbyrGNqVVaYgzeW6,Purple,Biggie Sweater,No Traits,Red / Peach,Football Helmet,Bubblegum,No Traits
6376,140,3531,0,https://magiceden.io/item-details/2u2tTBq5JBES2EiUq7J6M5wC4L5au2tmUDzZW5DzWpvG,Blue,No Traits,Shutter Shades,Ice,Straw Hat,Sandwich,No Traits
6380,93,5824,0,https://magiceden.io/item-details/ArZsrXHWeXge85evo6mDL6FBZ4B9n7DRZADqv4YWFRB,Yellow,Cheerleader,Round Glasses,Brown / Yellow,Mobster Hat,No Traits,No Traits
6407,100,7101,0,https://solanart.io/nft/HnrF7MGhBqabmWxUKrfbHnf6mRq7NeXMoWZvKAaofuv5,Blue,Cheerleader,No Traits,Blue / Blue,Mobster Hat,Bubblegum,No Traits
6419,150,8853,0,https://magiceden.io/item-details/9izVYtpfed7PzzkotLzx8xAjqgpec6BR8h4nuzGejm1K,Blue,Maid's Uniform,No Traits,Blue / Blue,No Traits,Pipe,No Traits
6443,100,4215,0,https://magiceden.io/item-details/2nx76etJuR6rEhwKFXvxPRn8MKxuJyeB6huMDhWhq8ZG,Blue,Leather Jacket,Shutter Shades,Blue / Peach,Baseball Cap,Sandwich,No Traits
6449,120,8506,0,https://magiceden.io/item-details/A916wDkyosLiKVWZvAsShX1RudZpt5QbemFGMJbj5yyn,Red,Jungle Explorer,No Traits,Red / Peach,No Traits,Banana,No Traits
6473,105,5777,0,https://solanart.io/nft/F5HmJ8p4vZ7BGMtVbmq8rt3j7bcQTumvaWTx3iE8Xkky,Blue,No Traits,Round Glasses,Blue / Peach,Explorer's Hat,Sandwich,No Traits
6474,105,8580,0,https://magiceden.io/item-details/GtzAesbNHbNjy53PMxm6sQ6fKwmufr2AYQtKkFPrSbTP,Yellow,No Traits,No Traits,Brown / Peach,Bucket Hat,Bubblegum,No Traits
6488,107,2891,0,https://magiceden.io/item-details/DaueMSazLRQD8inrZeErFMojuDotKBgn3sX7xhp61LTa,Green,Black T-Shirt,Aviator Glasses,Brown / Peach,Viking's Helmet,Drool,No Traits
6507,250,3828,0,https://magiceden.io/item-details/DrGHJofZcwuAFnUGVmawtJjEtVYpedLHsreEHKgkgKso,Green,Wetsuit,No Traits,Green / Green,Bucket Hat,Cigar,No Traits
6510,108,4241,0,https://solanart.io/nft/Af3j5m3YpUm5oCs2sw8vnoHfTCa7TCdjAJSbtEf1hrnw,Blue,Police Uniform,No Traits,Blue / Peach,Beanie,Sushi,No Traits
6515,150,9563,0,https://solanart.io/nft/6GYHmZABYLaS1vfqgaBADergCNBedxafDWYT5bhPYhvf,Black,No Traits,No Traits,Black / Peach,No Traits,Eggplant,No Traits
6525,90,3034,0,https://magiceden.io/item-details/C8JYwvu2MvazN9DMVerM3dB6NXzzhz7QpCumQqqM3N7d,Black,Denim Vest,Wayfarer Glasses,Black / Gray,Bucket Hat,Banana,No Traits
6535,196,2560,0,https://alpha.art/t/9nycYNt1GbBbUWd7KpDPr6wdZ2B3puitCHz7KPq8QP2d,Yellow,Turtleneck,Wayfarer Glasses,Blue / Peach,Floral Crown,Pipe,No Traits
6555,169,7246,0,https://magiceden.io/item-details/FJsKb4thmpe3X1m4DZPG8d2ptw8esR7BWWh3BhsAg3F9,Red,No Traits,No Traits,Red / Peach,Sergeant's Hat,Pipe,No Traits
6568,238.899994,1048,0,https://solanart.io/nft/F8Ri2fuwkaUQ14D8DMKWbVTGuCtFtk7Yfq5kAVrWTmmF,Red,Turtleneck,Aviator Glasses,Green / Green,Pope's Mitre,Soda,No Traits
6573,2000,2930,0,https://magiceden.io/item-details/Tae2FQJRAuh5by5T9ZEnUTe1XCviXQRCoJAUqSPK7K4,Purple,Black T-Shirt,No Traits,Purple / Purple,The Artist,Sandwich,No Traits
6588,1000,187,0,https://magiceden.io/item-details/Hy3rAfvThSCBPK7UTkAhrzAcQ9JPF6T8YE3sXYxEBq5k,Green,Overalls,Wayfarer Glasses,Zombie,Wizard's Hat,Banana,No Traits
6611,199,9585,0,https://magiceden.io/item-details/HnwiJRQDn1Bwxe23BCWe2q8kah8KevUEx4VLxX3URwav,Red,No Traits,Aviator Glasses,Red / Blue,No Traits,No Traits,No Traits
6627,120,5060,0,https://solanart.io/nft/5WphHYM46TVeMiWir2DnqSmVZSiYPBFL2acCy8EPfVSe,Black,Hoodie,Shutter Shades,Green / Green,Bucket Hat,No Traits,No Traits
6630,98,8291,0,https://solanart.io/nft/EgZxYVGZUnEFpqE6Nx9zhEhAFdZDYSrWpsQ9qGP3HWA9,Black,Wetsuit,No Traits,Black / Gray,Mobster Hat,No Traits,No Traits
6631,250,1442,0,https://magiceden.io/item-details/AmgJMdrdL2jLx3a1onLe5k5CeYSBkYL4SwbJJHcAjhDx,Black,Denim Vest,Aviator Glasses,Black / Peach,Viking's Helmet,Pipe,No Traits
6642,119.994003,3881,0,https://solanart.io/nft/329qF6aHQEGMmh3VoWYVXTs1oYJAb9Rcj8bVBXExU7bg,Yellow,Pilot's Jacket,No Traits,Brown / Peach,Umbrella Hat,Banana,No Traits
6664,100,8170,0,https://solanart.io/nft/7kccjskKgKUP3pjniXXGTLeqnBtRQDufbx1euHpd1MqZ,Yellow,Maid's Uniform,No Traits,Red / Blue,Racoon Skin Hat,No Traits,No Traits
6669,103,3683,0,https://solanart.io/nft/FbDrnb3fSKBh1Zfk4n4o7hJ2M8cEUqP8k54NvNK75Qep,Green,Hawaiin Shirt,No Traits,Green / Green,Headband,Bubblegum,No Traits
6670,114,2078,0,https://solanart.io/nft/9vqNMfpgpdwb6mxz9Dz5i3qgadontR6szYLngK1qGwRX,Black,Jungle Explorer,Wayfarer Glasses,Red / Blue,Sailor's Hat,Soda,No Traits
6681,444,3692,0,https://magiceden.io/item-details/6eLiN3bBgX6N8hbABr8CN9g5HYn3iGhkQMP5Umhp8YrD,Black,Wetsuit,No Traits,Black / Gray,Umbrella Hat,Burger,No Traits
6686,190,2303,0,https://magiceden.io/item-details/FtHHzC1Nj4sv3i2dmKN8DSW3XBMyDbfaLdt4fs1Mh4CC,Yellow,NB-Ape Red,Aviator Glasses,Brown / Peach,No Traits,No Traits,Wooden Tooth
6691,650,475,0,https://magiceden.io/item-details/D2ZGM5aSaHwVJBKyubT5drvV7i6i8XsWoJkD68kap1FJ,Black,Ski Jacket,3d Glasses,Black / Gray,Explorer's Hat,Drool,No Traits
6700,390,163,0,https://magiceden.io/item-details/GJEgqhtcJgd4iex3cMaqkNxcg4cjThYD4vRi8xPicRRn,Teal,Bowling Shirt,No Traits,Brown / Yellow,Tiara,Dirty Fiat,Wooden Tooth
6712,170,1004,0,https://solanart.io/nft/HEMTM8mWzm8phBvsvqaeSHmp2vxhRi7qwmdejH2heUYj,Black,Leather Jacket,Wayfarer Glasses,Red / Peach,No Traits,Dirty Fiat,Gold Tooth
6713,100,1705,0,https://solanart.io/nft/DQhK5Qqx5TZQkFaBH85p9JsFjCc8WGgqUDT8kAwfU9Aa,Green,Dress,3d Glasses,Green / Peach,Baseball Cap,Eggplant,No Traits
6781,132,1782,0,https://magiceden.io/item-details/AVk5MvFNhpBj2LGbmc9Hb5wkAADnNopdSn8vEt1CjysE,Black,Turtleneck Suit,Wayfarer Glasses,Black / Gray,Beanie,Banana,No Traits
6787,250,6156,0,https://magiceden.io/item-details/F8JzWdvatkKdgpzCoui48wNzCjL8unVE3gRza8cgKi3q,Red,No Traits,Ape Vipers,Red / Blue,Captain's Hat,No Traits,No Traits
6790,150,9678,0,https://magiceden.io/item-details/AA9B2i8pDNXodZXZKZYEqp19Ha8ApJ7B1Zn7oQB1CmKj,Blue,Academy Uniform,No Traits,Blue / Peach,No Traits,No Traits,No Traits
6797,299,5667,0,https://magiceden.io/item-details/BFyL4sNRwvSP6Mq3Ndew1njBV8pCDDr6FeQt4ogRh6mA,Blue,Black T-Shirt,No Traits,Blue / Blue,Pharaoh's Neme,No Traits,No Traits
6799,222,6021,0,https://solanart.io/nft/E67oBTx5fMk6yh5weWcUS3srq8HJqgqLW4YRBSNJef9,Yellow,Denim Vest,No Traits,Brown / Yellow,Headband,Banana,No Traits
6810,128.190002,3653,0,https://solanart.io/nft/81HF2RLLUvciL6sB17jmdmut7YqcBh4btGBhJa7hgixa,Yellow,Cheerleader,Round Glasses,Brown / Peach,Floral Crown,Sandwich,No Traits
6813,200,6299,0,https://magiceden.io/item-details/3vGM1KzSgArWd7vXeXmVjF6oPh5mnDhEfrEn7xVCCRzi,Blue,Tie-Dye T-Shirt,No Traits,Ice,Fireman's Helmet,No Traits,No Traits
6830,120,5160,0,https://magiceden.io/item-details/AnszDrScnbxdkEHJQBrifgUPSRZJYy9vZyP5SfuiL9b,Black,Cheerleader,No Traits,Black / Peach,Sailor's Hat,Eggplant,No Traits
6845,250,7174,0,https://magiceden.io/item-details/CBrHNgDvKS1AjFUEcMBvhJhFJw2Uyi1QwAAoz3kSUaGz,Blue,Bowling Shirt,No Traits,Blue / Blue,Beer Hat,No Traits,No Traits
6849,160,1538,0,https://magiceden.io/item-details/DrcsKbDoUyeEfNtB3E8wNmsBs4e8modnwtxkd3s8La57,Red,Wetsuit,Round Glasses,Red / Peach,Pilot's Hat,Dirty Fiat,No Traits
6854,180,6430,0,https://solanart.io/nft/HbRwpnGQJ2PjZGmkwQwjg1UCcXbPaDPvffgDLsfPHJM9,Red,Black T-Shirt,No Traits,Black / Peach,Baseball Cap,Dirty Fiat,No Traits
6861,80.5,9390,27.39,https://magiceden.io/item-details/6b1K59uspwSuHWVi6dnBp2j13Z3RZddToA2tfgggxZFo,Red,Cheerleader,No Traits,Red / Peach,No Traits,Grilled Cheese,No Traits
6866,969,319,0,https://magiceden.io/item-details/HQh4WGW6Vo6CJ3AqAuizu3LxMakNGiSmfMyuLufpVpSo,Teal,Pilot's Jacket,Wayfarer Glasses,Purple / Peach,Floral Crown,Cigar,No Traits
6889,133,1975,0,https://magiceden.io/item-details/EhZfmeGQfan58moi5C8gsgVyEFr6m324Wv5wY54grz5Y,Blue,Wetsuit,Aviator Glasses,Albino / Blue,Fireman's Helmet,Pizza,No Traits
6890,116,809,0,https://magiceden.io/item-details/EqucwGLPBevwsX3ngNNmadAAYNNqGEnoYLyek4BUqp1S,Black,Bowling Shirt,No Traits,Purple / Peach,Sun Hat,Pizza,Wooden Teeth
6916,150,4589,0,https://solanart.io/nft/74oimmuMSmhaoLns3ozfQpNABnXMZ9bTw473T5oqaRs3,Black,Academy Uniform,No Traits,Black / Gray,Straw Hat,Drool,No Traits
6928,128,8513,0,https://solanart.io/nft/71bNbdsKqQSkLysGvSAAVWdNhL3mq7kdRF98MgjhsBqE,Green,No Traits,Wayfarer Glasses,Green / Peach,No Traits,Burger,No Traits
6931,100,1625,0,https://solanart.io/nft/DKNiWTAHg2TK3JscTTFqfiHfmriD36MMpWV4yfPH5Rzi,Yellow,Academy Uniform,Shutter Shades,Brown / Yellow,Fishing Hat,Dirty Fiat,No Traits
6951,199,5000,0,https://solanart.io/nft/3uHZtcuECVSGVXJVdonSsHogQes2jg5DcQnGNStz1KTF,Blue,Academy Uniform,Aviator Glasses,Blue / Blue,Snapback Cap,No Traits,No Traits
6961,999,71,0,https://magiceden.io/item-details/AeFUBvtfT55TyJYqQsSSmMzoJrgHEhJzEUpdnm8q6gJj,Blue,NB-Ape Green,Heart Glasses,Albino / Peach,Mobster Hat,Ape Force 1's,No Traits
6983,150,8078,0,https://solanart.io/nft/8Qw7DybsMLe1LZHuwYTmJY9oBFemwCPQtHY2oWXapCPK,Blue,Japanese Uniform,No Traits,Black / Peach,Bucket Hat,No Traits,No Traits
6985,111,1221,0,https://magiceden.io/item-details/CbDTyVRd77ZkQ7GXgXBiK1v5LE5625XyC6zSMiZBgvRQ,Green,Maid's Uniform,Ape Vipers,Purple / Purple,Laurel Wreath,Hotdog,No Traits
7012,118,6871,0,https://solanart.io/nft/AfiKhFDiQ7a17CEpyDoEPEY6j7mPR4PC6aFXRxoTpaQ8,Green,Overalls,No Traits,Green / Peach,No Traits,PV-Ape Glue,No Traits
7048,96.69,6853,0,https://magiceden.io/item-details/2G3CPWqJT5vN116fyHKPbfnVyrHptvTEXv8UmJWfWErW,Red,Leather Jacket,No Traits,Red / Blue,Football Helmet,Banana,No Traits
7067,147.2,1954,0,https://magiceden.io/item-details/EtEWmRo8xsLrvvckf3t634PxQ5Nhn3oMWYnocmGafH86,Green,Leather Jacket,No Traits,Green / Green,Beanie,Sandwich,Gold Tooth
7083,147,1836,0,https://solanart.io/nft/6DRsXn4nkEZSquJfMqQbrT3EB5J1x1cpZJCn39JDh4Qy,Black,Dress,No Traits,Black / Peach,Pope's Mitre,Sushi,No Traits
7100,90,9111,0,https://magiceden.io/item-details/8Hf4iM4NFZkbAMoDL9W9iURNNMSfTfecStcp3qC2DmL5,Teal,No Traits,No Traits,Albino / Blue,No Traits,Grilled Cheese,No Traits
7111,95,7951,0,https://solanart.io/nft/CkmKAfqsJ4sRBYCrjiWk6PgQeu3sdgPaQueDfBpnxq13,Red,No Traits,Round Glasses,Red / Peach,Beanie,No Traits,No Traits
7113,199,288,0,https://magiceden.io/item-details/Aywg1MMYs2Ms9yX8fGBaGbDsQ6nqjnWaqW6LHk7w61bC,Purple,NB-Ape Red,Aviator Glasses,Purple / Peach,No Traits,Eggplant,Gold Tooth
7123,120,4021,0,https://solanart.io/nft/6f8aPQFfYyuJCATmqLbtxf5m6EMKxQ5oLdq31KcqnDKG,Green,Striped T-Shirt,No Traits,Blue / Blue,Sun Hat,Ape Force 1's,No Traits
7137,120,7030,0,https://solanart.io/nft/88J29GDDxJGyKG9YcZRGtH7CTxz2xLwTCV9N5c27JULg,Yellow,No Traits,Round Glasses,Brown / Yellow,Captain's Hat,No Traits,No Traits
7149,165,658,0,https://solanart.io/nft/5cn4vMjjkEd3F4GLGM5GugyX3JcBGL8wR4LtAHpUfLkM,Yellow,Maid's Uniform,No Traits,Leopard,Straw Hat,Sushi,Wooden Tooth
7158,125,4163,0,https://magiceden.io/item-details/HAMqrcLF9J4j5a6t22HPemoBdJT5ghQN8iKyfwpFcxE2,Green,Police Uniform,No Traits,Green / Peach,Fireman's Helmet,Drool,No Traits
7161,250,9889,0,https://magiceden.io/item-details/HrMZjUm31CANQdP61abasiMvYpEYc8dAtuDNxWmzZSkq,Yellow,No Traits,No Traits,Brown / Yellow,No Traits,Drool,No Traits
7165,125,2612,0,https://solanart.io/nft/HgTEoYrcPVXeqBi7D5uTGgLrYo3xfY6zbNySHckJxiC6,Purple,Leather Jacket,Wayfarer Glasses,Blue / Peach,No Traits,Pizza,Wooden Tooth
7167,169,2550,0,https://magiceden.io/item-details/8DfVtRziX84wbMv4Kbhm5i2JbCoisWDPY9CVdQacYeKh,Red,Dress,Aviator Glasses,Red / Peach,Explorer's Hat,Grilled Cheese,No Traits
7209,499,5874,0,https://magiceden.io/item-details/6ZirrSJu5vBoixAXuBLTdayjDafENK3hrscHHqrEgEgK,Purple,Hoodie,No Traits,Purple / Peach,Viking's Helmet,Dirty Fiat,No Traits
7215,133,8262,0,https://solanart.io/nft/HdxNuysKLDSYVmXXb6x6LqPBUna6nwyk8mc6gAUD6Tyd,Red,Hoodie,No Traits,Albino / Peach,Bucket Hat,No Traits,No Traits
7219,159,1207,0,https://solanart.io/nft/7LUBCYkmSpZet7cNsnRCLKMKibKbi4QyMXkBVqtaUnkF,Green,Jungle Explorer,3d Glasses,Green / Peach,Bucket Hat,Hotdog,No Traits
7268,90,7365,0,https://solanart.io/nft/uEfVrJVeSDMgfWTiYTgdUQvXBunj7pmPCPjD2H173mR,Yellow,No Traits,Round Glasses,Brown / Peach,No Traits,Sushi,No Traits
7274,99,6739,0,https://magiceden.io/item-details/GhqTcMvwta9i4oMqbv9d74KsGvkKiPzCQpvoVbUtDUKM,Red,Striped T-Shirt,No Traits,Red / Blue,Bucket Hat,Dirty Fiat,No Traits
7311,120,2289,0,https://magiceden.io/item-details/FEQvS14k4811boToNFYaJVdzVWQzWeBqmoJtNqFu1vKm,Black,Tie-Dye T-Shirt,Shutter Shades,Blue / Blue,Floral Crown,Ape-le Juice,No Traits
7312,100,8025,0,https://solanart.io/nft/AYFBZ8ck2e336RNwjSnRvLTTPCpRbJhVXrtrpCQWPCjv,Purple,Turtleneck Suit,No Traits,Purple / Peach,No Traits,Grilled Cheese,No Traits
7332,180,8316,0,https://magiceden.io/item-details/HBMxFcnqPqx6hc73Ys3ieuq6M6UavLDZM7Lkhkb522qg,Blue,No Traits,No Traits,Albino / Blue,Conical Hat,Hotdog,No Traits
7338,125,3025,0,https://solanart.io/nft/Fo9AkXcE7tPShgwwMKAyF6Bv77z4i66UsVjxEEYDiAQt,Red,Denim Vest,Aviator Glasses,Red / Blue,Sultan's Turban,No Traits,No Traits
7382,160,1930,0,https://magiceden.io/item-details/8Auic3qY6KPVexUXSYWm2MoPXAzHMBFEQeFWYonx7e2S,Green,Maid's Uniform,Aviator Glasses,Green / Peach,Wizard's Hat,Banana,No Traits
