id,price,moonRank,💎 score (%),storeURL,Background,Body,Earring,Eye,Fur,Headwear,Mouth,Necklace,Top
1648,1.5,3036,55.56,https://solanart.io/nft/4vMGmS6rtAKXNq2ZvP3TpDMNQwYdiGrqskUyANnPiwJF,Portal Shocking Pink,Ruby,Hoop Silver,Regular,Violet,Captain Ethereum,Smile,String Silver,Jacket Red
1654,3.1,1408,59.1,https://solanart.io/nft/ESRCTwDFEYNGnrsLCdTmM78oy8ajXL67Lgw8ssU22t1,Neon Shocking Pink,Obsidian,Lightning,Glasses Love,Violet,Goggle Midnight,Evil Smile,None,Jeans Overall Black
1674,1.5,1186,77.77,https://magiceden.io/item-details/9eTPqR1xAbfsxneDm1HLZWM7v6Cd7zZXGqFGn4aSgdkE,Portal Persian Blue,Regular,Cross Gold,Mini Glasses Cyan,Lime,Beanie Black,Pizza,Beads Silver,Messi Type 1
1683,1,3026,60.68,https://magiceden.io/item-details/6vRzUrNPmqeGSRg8iCtdMtWQiqmDD3PvDbhrjHcvDpKa,Neon Persian Blue,Ruby,Nihon Red,Cyber Glasses Yellow,Snow,Bandana Green,Censored,Cross Silver,Tank Top White
1684,20,1773,0,https://solanart.io/nft/Bbm4fKBrkNLkvVxSgRp9YarufWPe8DSSms85stJNyUU8,Round Bitter Lemon,Sepia,Hoop Silver,Eye Bag,Silver,Cap Dope Gold,Pizza,Multiple Silver,Disco Pink
1689,1.4,2995,57.06,https://solanart.io/nft/BPX4UGn4qqtsUEyVPuUnGaXzgtziTFsjGDnuD8kyR2g8,Neon Bitter Lemon,Regular,Hoop Silver,Dead,Violet,Bandana Green,Evil Smile Gold,String Silver,Tank Top Black
1691,1.69,2086,65.07,https://magiceden.io/item-details/88tX5b3HFfoEdhPQKpDBiGfhaR8qbS3bReWJvBuXC7Ls,Round Persian Blue,Regular,None,Scar,Midnight,Devil Horn,Laughing,Dope Gold,Jersey 01
1697,1.595,1889,68.38,https://magiceden.io/item-details/A4nZed4mQspmtgHQUtJz6o5SMdpjZrhmeiu3V2LFHHXw,Round Electric Violet,Amethyst,Nihon,Love,Flamingo,Banana Gold,Censored,Dope Silver,Jacket Blue
1698,1.55,2743,58.58,https://magiceden.io/item-details/BbPcdJxzNDPN2xnG8FXkH5LWqzL9fLndLHqhcUf7gJkv,Round Amaranth,Ruby,Lightning,Cyber V Glasses Purple,Violet,Punk Purple,Confident,Cross Silver,Black
1715,1.5,1139,78.33,https://magiceden.io/item-details/9ER6TU9FpmvWhqL2zo3WtJLrS5jHKXyGMKoePkscB2H4,Dope Electric Violet,Amethyst,Cross Silver,Glasses Round,Magma,Mafia Hat Gold,Tongue Out,Dope Silver,Tank Top Black
1760,3.5,2518,41.78,https://solanart.io/nft/BVrwBn4JN3QxCSkEufaBB7yxJXzsRLtk29DzDWBXFZcQ,Eclipse Bitter Lemon,Emerald,Banana,Sparky,Lime,Mafia Hat,Lollipop,None,Jacket Red
1762,1,1402,80.17,https://solanart.io/nft/7h6FSXRJxLzJs4H2EG92j2SYg1Z2HKGoVuoCVWZwAMTf,Dope Shocking Pink,Sepia,Lightning,Dead,Leopard,Captain Solana,Lollipop,Cross Silver,White
1778,1.7,2818,56.18,https://solanart.io/nft/4NQZMv91htn1484YJZt39pHxhCjRsQboEaNE155YPs1S,Portal Electric Violet,Sepia,Multiple Silver,Eye Bag,Crimson,Devil Horn,Cigarrite,Beads Silver,None
1780,0.748,1622,80.05,https://magiceden.io/item-details/3GxBZZgUkqcgVLDZcDk5Z89ToTf3qjGEDAMQTr2mkWms,Portal Amaranth,Amethyst,Lightning,Eye Patch,Leopard Black & White,Punk Green,Regular,String Silver,Dope Clown 2019
1781,1.39,669,85.07,https://magiceden.io/item-details/A9MQ9xnKB9t7mD5TLnhziHkoyWtC3uCeVqzr3BrZWufs,Neon Amaranth,Ruby,Clip Gold,Eye Bag,Snow,Cap Dope Silver,Evil Smile,None,Suit Gold
1784,1,1953,73.56,https://magiceden.io/item-details/9S7hpaDjpntWVj6rNCP5PC6BP5gZhYabP8wHqMvQ7a2S,Portal Bitter Lemon,Ruby,Hoop Gold,Sparky,Ash,Party Hat,Shouting,None,Black
1790,1.55,1002,79.47,https://magiceden.io/item-details/BnxUmi3d5Yjn6fstfJFdEr7usai2Hiw8LqBV6GXEphHc,Eclipse Bitter Lemon,Obsidian,Hoop Silver,Empty,Cobalt,Mafia Hat,Confident,Ethereum,White
1808,50,2827,0,https://solanart.io/nft/FnZFsxfeJGuggRxwHWLnFPj5TLr6yt1kqLXiJQKifwq,Dope Bitter Lemon,Emerald,Nihon Blue,Glasses Money,Snow,Mask Fox,Bubble Gum,Beads Silver,Jeans Overall White
1828,1.3,1434,76.79,https://magiceden.io/item-details/k6vRzV8h53syM1aiR8SiDgdqAiqE5i8HdcocvjQJpeP,Eclipse Bitter Lemon,Ruby,Nihon Red,Blinky,Violet,Mask Fox,Cigarrite Solana,Dope Silver,Tank Top Prison
1831,1050,2390,0,https://solanart.io/nft/DGnrgCAHMdNWfJRWfYDKZJKuvdRQVzzJqbrYumHztFLF,Round Electric Violet,Sapphire,Cross Silver,Cyber Glasses Purple,Snow,Party Hat,Regular,Solana,Jeans Overall White
1833,6,399,42.21,https://solanart.io/nft/2L7vCUS9N5RsYmasG7hDbU6UuHyYnnVRjMtCkmmPmevc,Raining City,Ruby,Hoop Silver,Eye Patch,Violet,Banana,Lollipop,Cross Silver,Dope Clown
1835,1.09,3132,58.51,https://solanart.io/nft/8oSAj6yuhpcnmVFYRwJZEAkKvgVFPWAYg4kMDfLRc8eD,Dope Persian Blue,Emerald,Nihon Green,Mini Glasses Cyan,Snow,Party Hat,Evil Smile,Cross Silver,Jersey 01
1838,3.5,3236,33.16,https://solanart.io/nft/CqLQpjq7uBdSHaVTNn57LYTB3PQpbA5b1TuK6fvePSQR,Portal Bitter Lemon,Regular,Nihon,Cyber Glasses Cyan,Violet,Party Hat,Bubble Gum,Beads Silver,Emoji
1855,4,366,62.61,https://solanart.io/nft/CMtRJb1FMBp6m7LKHXkArbFM5NadJeogBJHvZaYwhFVp,Portal Bitter Lemon,Ivory,Nihon Blue,Sunglasses,Solana,Mask Demon,Laughing,Chain Silver,Hold White
1870,1.5,2398,63.22,https://magiceden.io/item-details/6t2YbKrhiUrnv1wo8Bf84XRU3JEwWwvgGY2niX7FaMv6,Round Persian Blue,Amethyst,Lightning,Dope Goggle,Lime,Mafia Hat,Shouting,None,Jersey 30
1874,1.5,3084,54.99,https://solanart.io/nft/AYH87Sn7hcFJqJy7hhdb6oE32x4ZDfX2bAHZjs2KiWxp,Portal Shocking Pink,Amethyst,Love,Glasses Lightning,Snow,Devil Horn,Cigarrite,String Silver,None
1885,4.4,30,62.64,https://solanart.io/nft/8ZTDRv3hgRp81RE7Uch59vW76c7kbwWFauLdUtFvkbh3,Neon Persian Blue,Ivory,None,Cyber Glasses Yellow,Violet,On Fire,Smile Rainbow,Ethereum,Disco
1890,80,1941,0,https://solanart.io/nft/8vowYK1hpmvfrhr5TZ8ACaYgYqrKK8hzPBMHjy3igy54,Round Persian Blue,Regular,Multiple Silver,Glasses Love,Crimson,Goggle Sunrise,Shouting,Beads Gold,Suit Silver
1892,1000,1925,0,https://solanart.io/nft/8JAFU7pB6tjLSAp48ESZirVQvvLDHnv7U6zky4T88iBj,Round Electric Violet,Sepia,Banana,Cyber Glasses Yellow,Ash,Party Hat,Bubble Gum,Multiple Silver,Jacket Cold
1894,30,2892,0,https://solanart.io/nft/FhvDzuNvSTX3meJefxKT2v9bSxUc3cwq3hFqEXB2zbzU,Dope Bitter Lemon,Sepia,Multiple Silver,Glasses Love,Crimson,Mafia Hat,Laughing,Dope Silver,Disco
1898,1.3,3140,56.32,https://solanart.io/nft/6f635kreEa5PqRmkXJnb5b2wYoGhcY6MS3Jzowbn6uRo,Round Amaranth,Regular,Money,Dead,Arctic,Cap Dope Gold,Soul Out,String Silver,Tank Top Black
1900,3.5,1205,57.54,https://solanart.io/nft/4h2jyH1UTws34sNFu6wfaeq9SWs5KYJKhGm4hgDDzKiU,Portal Amaranth,Ruby,Love,Cyber Glasses Cyan,Galaxy Night,Beanie White,Tongue Out Rainbow,Dope Silver,Suit Silver
1901,0.86,3264,59.23,https://solanart.io/nft/7MPgzTqEqWkn7TUqNPfihSxUk6KwxcQgUwKshDZPnou6,Portal Shocking Pink,Emerald,Clip Silver,Blinky,Arctic,Party Hat,Laughing,String Silver,Red
1926,10,2447,0,https://solanart.io/nft/BpjHeY2pe4tTT2G71qhRt64mYbFafdnqXGAdXjvqfy9w,Eclipse Amaranth,Sepia,None,Sparky Evil,Tangerine,Mask Fox,Tongue Out,Multiple Silver,Jersey 30
1935,150,616,0,https://solanart.io/nft/ACeDjt3ZrpE7Ye11RD6hM8fkVHhmBhqCxQhbQQjJsXde,Portal Electric Violet,Sapphire,Nihon Red,Sparky,Banana,On Fire Purple,Cigar,Dope Gold,Feeling Lucky
1936,1.1,1644,76.27,https://magiceden.io/item-details/3wqpCKiustyYF4f8KPLVVHFGf6FDRk573bB8xFhzTXak,Round Electric Violet,Sapphire,Multiple Silver,Cyclops Purple,Flamingo,Cap Dope Silver,Cigarrite,String Silver,Lebron James Type 2
1949,1.2,1577,76.07,https://magiceden.io/item-details/9GipoD5yaqXcDp7psvBoArdyKqozZ12mSgdcXdBSPq2S,Neon Amaranth,Regular,Money,Cyclops Green,Midnight,Party Hat,Evil Smile Gold,Beads Gold,Jacket Neon
1954,200,1506,0,https://solanart.io/nft/C3PQ359JYu7xsQ73jkATry7XeEJF2oHz7czM1kC921xe,Round Shocking Pink,Amethyst,Nihon Red,Mini Glasses Yellow,Banana,Devil Horn,Shouting,Bitcoin,Jacket Blue
1958,0.8,2371,70.55,https://magiceden.io/item-details/SuPn98mgJ4ZKziVDtV37pU33h7PNSVVff7p5xhc4FBP,Round Persian Blue,Sepia,Cross Silver,Cyber Glasses Cyan,Tangerine,Bandana Green,Confident,String Gold,Suit
1961,1.55,2741,58.6,https://magiceden.io/item-details/3Ffxr1u8bRyebKaWuJArJw9JSF2TtvKDdgPfw9mQjHXM,Eclipse Bitter Lemon,Sepia,Banana,Cyborg,Lime,Cap Smiley,Unhappy,Dope Silver,Tank Top White
1970,2.4,1247,68.03,https://solanart.io/nft/B8JNYxyzFYbhV84ArwyMAnaZDJwH8LqPkvxWpEm8Np8e,Dope Bitter Lemon,Obsidian,Nihon Green,Cyber V Glasses Purple,Snow,Banana,Regular,Multiple Silver,Black
1972,1.65,967,78.89,https://solanart.io/nft/4hwPv7679KbZmjHaVD1qej2GuiK4GzNTaaYxBTbdTwmo,Portal Amaranth,Amethyst,Cross Gold,Watery,Banana,Bandana Blue,Evil Smile Gold,String Silver,Neon
1977,1.4,1720,72.36,https://alpha.art/t/DrcDjPfciKhcUrG34uvKPkB3jBSBABdii5us6edL9HNs,Neon Shocking Pink,Emerald,Hoop Silver,Eye Patch,Arctic,Mask Fox Gold,Soul Out,Beads Silver,Blue
1979,5000,3164,0,https://solanart.io/nft/D5keivr2axXMc8ksBePBHXB6yqnejU9mi1zBLs5hRRSB,Eclipse Electric Violet,Emerald,Love,Love,Lime,Punk Purple,Censored,String Silver,Hold White
1980,160,3282,0,https://solanart.io/nft/5724bb3TzMMcgy7k1hcoanEqNwWXtnLFhys3uf3P597Z,Eclipse Electric Violet,Emerald,Money,Dead,Crimson,Beanie Black,Evil Smile,Multiple Silver,Jersey 18
1981,1,2844,62.87,https://solanart.io/nft/GnxAnaMfXDsUmjKGApbjGx5ZGUTH5HufeEbnCEZocKrt,Eclipse Shocking Pink,Ruby,Nihon Green,Scar,Violet,Cap Smiley,Lollipop,String Silver,Jeans Overall White
1985,1,2575,66.1,https://magiceden.io/item-details/CZYpdRHVsUPwyJdBc2omDP6vaVZShkBYR32KUXDKAYEE,Dope Bitter Lemon,Sepia,Nihon,Cyber Glasses Purple,Midnight,Mafia Hat Silver,Smile,Dope Silver,None
1986,3,2368,48.58,https://solanart.io/nft/6Vn67WVoqvr3E3NtmqDWwLzux6RJsa8B8MMurASz7qHA,Neon Persian Blue,Amethyst,Money,Regular,Cobalt,Captain Solana,Tongue Out,Beads Silver,Tank Top White
1988,2,1859,64.69,https://solanart.io/nft/CpSahh7oPqZNTAWGupxcikGqYVbW76nv7nmV3rt1V7JP,Portal Electric Violet,Sapphire,Clip Gold,Eye Patch,Ash,Bandana Blue,Pizza,Dope Silver,White
1999,1.99,2807,53.41,https://solanart.io/nft/946nStMCxZqDZm1DYod5Ys3WCFzeH9yeRkCbzFRUWfbN,Neon Shocking Pink,Regular,Nihon,Cyclops Green,Tangerine,Devil Horn,Confident,None,Jersey 30
2001,9,1916,0,https://solanart.io/nft/ECrpGqXuiycg4gzY2sWuJT1YUTHkZJ5fco5F8yRLJCyy,Dope Electric Violet,Regular,Money,Sparky Evil,Crimson,Party Hat,Pizza,String Gold,Wagmi
2023,8,86,25.97,https://solanart.io/nft/F8Sz8W5vNHGALP47RBhbKzj6DSdrfi4NzsWTnGFJj48C,Eclipse Electric Violet,Ruby,Love,Blank,Crimson,Crown,Cigar,Solana,Snoop Dogg
2033,1.81,3131,51.32,https://solanart.io/nft/9SpoTYZ8HYtzLVDtEgLJD6iJPzQgNzXyzjv8mJ38W81J,Neon Bitter Lemon,Amethyst,Nihon Red,Cyber Glasses Cyan,Arctic,Devil Horn,Laughing,Cross Silver,Wagmi
2047,0.99,2107,71.81,https://magiceden.io/item-details/5RvZr7343VnsUsUnSGhLYW7aHU3UMZjyWiBUawyCb2cd,Round Amaranth,Sepia,Lightning,Eye Patch,Frozen,Mask Demon,Shouting,Multiple Silver,Feeling Lucky
2048,1.12,2619,64.37,https://solanart.io/nft/2z6b7xwVAMKYYVSw2NuS98Waf8qtA1o8uRWEsannK2WU,Dope Bitter Lemon,Ruby,Money,Cyber V Glasses Cyan,Galaxy Night,Bandana Blue,Regular,Chain Silver,Jacket Neon
2056,0.9,2030,73.64,https://magiceden.io/item-details/DWEN5aibZ1NcbYmhjBZ5ErVeWrufVS3tMCQTCKQUep2d,Dope Persian Blue,Ruby,None,Cyborg,Crimson,Mask Fox,Censored,String Silver,Jeans Overall Red & Blue
2066,3.5,1682,51.81,https://solanart.io/nft/EDgw6RGLjitm9PW6Cmt7yv5jTG1gaHsegMn18tGFcr3a,Portal Amaranth,Ruby,Love,Eye Bag,Snow,Mask Demon,Laughing,Dope Gold,Jeans Overall Red & Blue
2068,500,3217,0,https://solanart.io/nft/FFQMxGfT5L5jLnw6FPd8jo9hkDX37rf4hQxVmfadJdro,Dope Shocking Pink,Regular,Hoop Silver,Eye Patch,Flamingo,Beanie White,Lollipop,String Silver,Jersey 18
2075,1.45,3012,56.35,https://solanart.io/nft/9UwUnjvsWR1o3b3CRPRtX7583Yb8hVVpLFjmE1RSiZiX,Dope Electric Violet,Sapphire,Nihon Blue,Love,Snow,Punk Purple,Regular,String Silver,Wagmi
2078,1.5,1546,73.45,https://solanart.io/nft/Ew7CioNncQCHv31qcXGqmrcqQ7NA2X6JteMC9f4bJQ1D,Round Amaranth,Amethyst,Money,Glasses Lightning,Banana,Crown Prince,Tongue Out,Multiple Silver,Lebron James Type 2
2084,9,614,9.63,https://solanart.io/nft/Dg9maLYrRzuib4vkPs64yAgyBdeDyELJedP4q9uNFGQm,Round Shocking Pink,Sepia,None,Cyber V Glasses Yellow,Ash,None,Tongue Out Rainbow,Cross Silver,Red
2090,6,218,44.38,https://solanart.io/nft/7rCEZxpAQ52xp5D6o5pnAoF9NeDJoTZQB2tgdUXXZwK7,Eclipse Shocking Pink,Amethyst,Nihon Blue,Cyber Glasses Yellow,Flamingo,Cap Dope Gold,Dope Clown,Dope Silver,Jacket Cold
2097,24,1887,0,https://solanart.io/nft/H2kVwdgLPcLJTdfExDnM6St4Qv1ZMuuQAbBQ4UtZRGp6,Raining City,Emerald,Clip Silver,Sparky,Banana,Banana,Lollipop,Multiple Silver,Black
2099,1.5,2573,61.12,https://magiceden.io/item-details/ELPdyW71hpurpYGXPc9X3rURbrjh775Dy4C3xKJwxbwu,Portal Shocking Pink,Ruby,Banana,Fire,Tangerine,Punk Green,Bubble Gum,Beads Silver,Jersey 01
2125,95,1214,0,https://solanart.io/nft/8vVeS77tPT6EzaeptoNtP7kYz9G9DxaFrZBG6ggLzNhC,Eclipse Persian Blue,Emerald,Nihon Green,Sunglasses Green,Midnight,On Fire Blue,Cigar,Cross Silver,None
2126,1.99,2881,52.52,https://solanart.io/nft/FGv8p9VLxPDbRp2yaLsXQGpDHNjn1CrX5xQzRmrXoENX,Neon Shocking Pink,Sapphire,Lightning,Glasses Lightning,Arctic,Crown Prince,Confident,Dope Silver,Black
2128,1.3,3129,56.45,https://magiceden.io/item-details/8NQT8JLywgpBcvRoxJRhNhNEjeCAeG4RBvnZPWJ7wfwt,Portal Persian Blue,Regular,Lightning,Eye Patch Silver,Banana,Mafia Hat,Censored,Beads Silver,Red
2135,1.51,2696,59.54,https://solanart.io/nft/6YwDcvPZZ76ZVB46sQNqC3dj3XVm3rj9zCUDH8hoWEYy,Dope Electric Violet,Sepia,Nihon,Sunglasses Pink,Cobalt,Punk Purple,Lollipop,Cross Silver,Feeling Lucky
2147,2.5,1078,69.06,https://solanart.io/nft/AbAhMn9iXpkkL2Ka2RdMhQdk7sLYjEgm3QG6SZ1rZgsE,Dope Persian Blue,Sepia,Banana,Sparky,Frozen,Bandana Red,Smile Golden Teeth,Beads Silver,Hodl Black
2155,2.5,3286,42.56,https://solanart.io/nft/2SJjL9gy1fAdhd5jME4aKDy31fid7HMCuVWSGkqNJ33L,Neon Bitter Lemon,Ruby,Nihon,Blank,Snow,Party Hat,Unhappy,Multiple Silver,Jacket Neon
2161,1,1217,82.39,https://magiceden.io/item-details/4HxADtUHbNJtyjhgdzKqU5SXy1q7r8Syi6ckqQeJpiD4,Neon Amaranth,Ivory,Love,Scar,Tangerine,Bandana Blue,Regular,Beads Gold,Hold White
2164,1.48,714,83.63,https://solanart.io/nft/CTJuyM8uAXC1DgBKrpZ315ZyUK2UBvWciQoLbknbg8Dh,Round Electric Violet,Emerald,Hoop Gold,Sunglasses Purple,Ash,Devil Horn,Dope Drink,String Gold,Emoji
2167,4,479,61.25,https://solanart.io/nft/2XoiFnZXCXJhBUkwGaXRwzPqzp6rHoT4gKBhog1mMDd5,Dope Shocking Pink,Regular,Hoop Gold,Eye Patch,Crimson,Devil Horn,Tongue Out,Snoop Dogg,Disco Yellow
2172,1.6,1378,74.46,https://magiceden.io/item-details/5n87RJm2qP1nDyqXFm9RFj796Bn3REYG91P3qLiwgXnS,Neon Shocking Pink,Regular,Nihon Green,Glasses Lightning,Mech Midnight,Mask Tengu,Confident,Chain Silver,Tank Top Black
2176,4206.899902,436,0,https://solanart.io/nft/DXuDUpiXhRm2mEyRw8o8sjJcGm29FUVPcdwiNuzBzy8C,Eclipse Shocking Pink,Sepia,Clip Silver,Blank,Zombie Poisoned,Bandana Red,Censored,Beads Silver,Captain Bitcoin
2179,1.9,3230,49.24,https://solanart.io/nft/6jBeA3fPyYjwYhDn2i2B6jRSXcDq3LVV2EVgz1pDSyVq,Neon Electric Violet,Emerald,Clip Silver,Mini Glasses Cyan,Violet,Mask Demon,Shouting,Beads Silver,Black
2191,6.75,158,37.6,https://solanart.io/nft/2UomLjrpv5PNDt91BmUesw7pTpPy8bY6vLgstYkxXhCz,Eclipse Persian Blue,Emerald,Nihon,Dope Goggle,Flamingo,Punk Rainbow,Dope Poison Drink,String Gold,Hodl Black
2223,1.5,3057,55.31,https://magiceden.io/item-details/79rc7BgqAhe5e5uViDoB1yGWnkvBWmzmBUoGVsy1sw7,Eclipse Bitter Lemon,Regular,Nihon Blue,Sparky,Cobalt,Cap Dope Gold,Evil Smile,None,Jacket Blue
2250,1.3,2451,64.59,https://solanart.io/nft/FChQH72q68stz1kmBPoRAra5J4ctSvdN6Zm2mbC6dVeB,Portal Bitter Lemon,Sepia,Multiple Silver,Cyber Glasses Cyan,Crimson,None,Dope Drink,String Silver,Jacket Red
2252,3,2977,41.27,https://solanart.io/nft/4Pvoi5t3rLhEbZ5SikhBiFbuuTDP4zpwHWzXgNdH5LNZ,Portal Bitter Lemon,Regular,Airpod,Mini Glasses Cyan,Lime,Cap Smiley,Watermelon,Beads Silver,Hold White
2253,0.9,1301,82.39,https://magiceden.io/item-details/889eUPHEenzqWNeFoXD8NWfFGR2VVRJ61i6CM6t2skbG,Dope Amaranth,Sapphire,Airpod,Cyber V Glasses Cyan,Midnight,Cap Dope Rainbow,Smile,Beads Silver,Jacket Black
2259,10,2083,0,https://solanart.io/nft/4YLVruMRMoTh4YSPgFoGsBrAEfUsE5kcp5BRFGcyS4B3,Round Shocking Pink,Sapphire,Nihon Green,Sunglasses Purple,Magma,Cap Dope Silver,Censored,Dope Silver,None
2264,1.68,2705,57.74,https://solanart.io/nft/7oQGNSS58t4cqjfpUEjWnoZLKuLwtD4g6tE5cLJNLq5S,Eclipse Amaranth,Amethyst,Hoop Silver,Cyber V Glasses Purple,Cobalt,Punk Green,Evil Smile,String Silver,Red
2284,1.75,2664,57.53,https://magiceden.io/item-details/2C931EKJ98QCQvEXNSiVW7GUfL6S62Lz3ZqWMhk8zoAg,Neon Electric Violet,Sapphire,Airpod,Mini Glasses Cyan,Crimson,Devil Horn,Confident,None,Jeans Overall Black
2290,98,3178,0,https://solanart.io/nft/8Bb1iyk5sNxYFRne9Fftmm1248v73z8JNo4HAsoTHpzj,Portal Persian Blue,Regular,Lightning,Cyber Glasses Purple,Cobalt,Mask Demon,Evil Smile,Multiple Silver,Premium Black
2299,1,1753,75.96,https://magiceden.io/item-details/ArGDijsuV2avSCXBLXfQA7NhAVaVdQjMgtDA5qewbUbE,Portal Amaranth,Ivory,Nihon,Eye Patch,Lime,Punk Purple,Censored,None,White
2325,2.1,2033,61.6,https://solanart.io/nft/8mfQth8YRS3fLayRH3LKrPLZGsjDADFfrKWHpAsu5p8o,Round Persian Blue,Amethyst,Money,Glasses Round,Galaxy Night,Mask Fox,Dope Drink,Cross Silver,Jacket Blue
2329,2.2,499,79.01,https://solanart.io/nft/CAuQv2JBxZWdArxHEDwfWcqFVDM3kvCcia44YSSpWBeh,Round Shocking Pink,Amethyst,None,Sparky,Leopard Black & White,Mafia Hat,Tongue Out,String Gold,Jacket Hot
2331,1.75,886,78.87,https://magiceden.io/item-details/39LshdsHFwhfQFFF6rNhqNH69erxV2qPFJf13iNRGtxP,Neon Electric Violet,Emerald,Money,Cyber Glasses Yellow,Arctic,Captain Ethereum,Lollipop,Beads Silver,Snoop Dogg
2340,1.52,1460,74.28,https://solanart.io/nft/BUJuwxgmabXRsdYgmHNdEn6WefpKMtdpqo6B3Ni1ZZGh,Eclipse Persian Blue,Sapphire,Cross Silver,Cyber Glasses Purple,Galaxy Night,Punk Green,Dope Poison Drink,Cross Silver,Jacket Blue
2342,2.09,1847,63.93,https://solanart.io/nft/4at2BzSfSpyB5A9AVyinWfoTwsHjNNwakvGnsxmb6Tq6,Round Bitter Lemon,Regular,Cross Silver,Sunglasses Purple,Galaxy Gold,Mask Fox,Lollipop,String Silver,Tank Top Black
2346,900,2610,0,https://solanart.io/nft/8dbu4f1XHo4KAavHRrPNShw5vfvrfStWozYLgr3DbQ89,Portal Shocking Pink,Sepia,Lightning,Glasses Money,Cobalt,Crown Prince,Bubble Gum,Multiple Silver,Hodl Black
2350,1.4,1495,75.06,https://magiceden.io/item-details/BnoRE2M1H7bSWzvo6R9EFf2xZirTE6TELFZo5s5RCv2D,Neon Shocking Pink,Sepia,Clip Silver,Scar,Tangerine,Mafia Hat Silver,Lollipop,Chain Gold,Tank Top Black
2359,1.68,1703,69.76,https://solanart.io/nft/6vtE9W5G3qji9TbsMo7eGm1fogxHkXoKeJKCPi2KiBZy,Round Electric Violet,Sepia,None,Watery,Midnight,Mask Fox,Shouting,Chain Gold,Jacket Neon
2367,2,2004,62.95,https://solanart.io/nft/CXZ2iwGp1B5YjuRvb2YmkNHqawtb8MBYYqwaNWGkDCWS,Portal Shocking Pink,Sepia,Hoop Gold,Sunglasses Purple,Midnight,Punk Purple,Censored,Cross Silver,Disco Pink
2368,1.5,987,80.15,https://magiceden.io/item-details/2qLFsRmuSgRGbDZZhsyGYQxFDHRghybppVmjqDMCEqCW,Round Persian Blue,Ruby,Love,Glasses Round,Tangerine,Goggle Midnight,Dope Poison Drink,Multiple Gold,Jersey 01
2380,1.2,1443,77.68,https://magiceden.io/item-details/7Fzb6CK2jSSU6AnB5mcYNihZnXHd8YR4pa5kwELcZ3cy,Eclipse Electric Violet,Sepia,Hoop Silver,Blank,Magma,Mask Fox,Censored,String Gold,Hodl Black
2392,2,2913,52.04,https://solanart.io/nft/4S5Gic6nCagdPC528363ug4SnDGYtWEZAsY3XBhs9wPT,Neon Shocking Pink,Emerald,Airpod,Cyber Glasses Cyan,Crimson,Cap Smiley,Laughing,String Silver,Captain Solana
2399,8,1010,14.88,https://solanart.io/nft/CGFiWbiiAZwzQbHsM6KVMvcsCbFqRCMHdyAWXQk8mxWC,Neon Amaranth,Regular,Airpod,Laser,Magma,Banana,Watermelon,Beads Silver,Neon
2401,1,2887,62.35,https://solanart.io/nft/29ghh7jSg6PJP2wfHfbb5dgwnV6WXWRiShSnK7uRtpMP,Eclipse Shocking Pink,Amethyst,Airpod,Mini Glasses Yellow,Tangerine,Bandana Green,Censored,Chain Silver,Jersey 30
2402,5,3154,19.15,https://solanart.io/nft/CNnfFf3Mrfcj5DYjUuWkgqMEyqV9e9NvLsAXR33TKQFi,Dope Bitter Lemon,Sepia,Money,Cyber Glasses Yellow,Cobalt,Goggle Midnight,Regular,Cross Silver,Hold White
2413,1.22,1293,79.28,https://magiceden.io/item-details/8aMijDpfgB2EX2rYjfpSxTg9EJAC1RhDJNxo8RRfg71M,Eclipse Bitter Lemon,Emerald,Cross Silver,Sunglasses,Galaxy Night,Goggle Midnight,Dope Drink,Bitcoin,Jersey 18
2420,3.2,181,72.83,https://solanart.io/nft/3gDzLZiF4Qso7W5GCwJLYsm5Phjj1oLf21GQEp6CCQSb,Dope Shocking Pink,Emerald,Lightning,Cyber V Glasses Cyan,Zombie,Captain Solana,Dope Drink,Cross Silver,Lebron James Type 1
2425,1.1,2998,60.02,https://solanart.io/nft/3sDgyQzCqiYnYRPYds48DbM88h42s3q5xtM29JRGFmkd,Portal Amaranth,Regular,Hoop Gold,Cyber Glasses Cyan,Arctic,Mask Demon,Cigarrite,Chain Silver,Hold White
2430,0.95,2010,73.38,https://magiceden.io/item-details/sCamcwdQUmkLJMcp6BwcQsdngRao6BFxzrHwNUHAfCe,Round Amaranth,Regular,Cross Silver,Dope Goggle Solana,Galaxy Night,Mask Fox,Laughing,Chain Silver,Neon
2444,1.19,661,87.17,https://magiceden.io/item-details/4UPnaF3AozyBqonxgWvUL4gKwV9L5czveFnLrA3ZMXwx,Neon Shocking Pink,Sapphire,Multiple Silver,Mini Glasses Cyan,Lime,Party Hat,Dope Drink,Chain Gold,Jacket Cold
2449,850,787,0,https://solanart.io/nft/HXJzjNQfnhpQsHnA1RzBTLKJ7qRhVF79WzuqRrff1LVV,Round Rainbow,Regular,Clip Silver,Sunglasses,Crimson,Cap Dope Rainbow,Smile,Cross Silver,Suit Silver
2459,2.2,895,74.26,https://solanart.io/nft/HUqEQHJyp9p9fM5scxPctfTMW35Xe7VMWDDK9QNaFSJ7,Eclipse Persian Blue,Emerald,Nihon,Eye Patch,Galaxy Gold,Mafia Hat,Regular,Beads Gold,Jeans Overall White
2463,1.28,3233,55.4,https://alpha.art/t/61TibAVoKahJqUZGFCU2j8S2kiZukYAht2URE8JbtHgm,Dope Persian Blue,Sapphire,Multiple Silver,Empty,Lime,Party Hat,Confident,Cross Silver,Black
