id,price,moonRank,💎 score (%),storeURL,Background,Base,Bottom,Ears,Eyes,Head,Shoes,Teeth,Top
3198,25,417,0,https://magiceden.io/item-details/42o654VmHTz17M2Wmj1Yoe4Kbdq81Fa1EHNAzFCme4mD,White,Orange,Puff Pants Black,Mickey,XTCY,None,Sandals Purple,Vamp,Windbreaker Lemon
3213,3.5,2150,52.9,https://magiceden.io/item-details/9xRuR1RdwWmzDxi8d5x1kCvNUo88aha1HmgzsU5iAF8s,Red,Mint,None,Heart,Spidey,None,Sandals White,Spike,Base Puff Yellow
3214,12.6,2888,0,https://magiceden.io/item-details/AsDuFfMHR6PpuisBcWbvk9Y5Lrka8WY6mHYvzioJJhQH,White,Sky,Puff Pants Black,Mickey,Cross,None,None,Spike,Perforated Puff Black
3223,2.5,488,81.92,https://magiceden.io/item-details/EafmsayDpF8VsjsQMKH7EnZ6dJ9TnegJXBfU4EpSJGz6,Purple,Candy,None,Heart,Cross,Pink Flower,Angoboot Beige,Vamp,Long Puff Orange
3236,2.9,3373,44.91,https://magiceden.io/item-details/2YycZ1QvpEsJh5PdTncPYH2be8tNyEVd2Tt1pMCsQXZV,White,White,Latex,Mickey,Cross,None,Runners Black,Spike Open,Smooth Puff Chrome
3248,10,3145,0,https://magiceden.io/item-details/6UzvJ6BCDRoMz11U984MvWXtHarwrYDSuaoQi6kBxbS4,White,Orange,Jeans,Heart,Round,None,Fly Blue,Gap,Long Puff Orange
3254,10,800,3.35,https://magiceden.io/item-details/Dbco3gs6BXPjdWCi1tLRs5n5gfGfLS9Sm2ac5hUr1ThU,White,Orange,Puff Pants Purple,Mickey,Spidey,Pink Flower,Angoboot Neon Green,Gap,Smooth Puff Azure
3257,10,198,10.23,https://magiceden.io/item-details/4re9wf8Tk5JjpmMfCauRpGgxGP4WduJbznMFkic5N2Dj,Black,Sky,Shorts Pineapple,Pigtails,Round,Blue Flower,Sandals Purple,Spike,Smooth Puff Azure
3260,5,1463,45.76,https://magiceden.io/item-details/8EpVpK5sDbEFMTmcc4bZgEVPwyUw6PKyVrVpGre6Pwjw,White,Purple,Puff Pants Black,Horns,Round,None,Angoboot Neon Green,Gap,Sweater Black
3261,5,1930,40.42,https://magiceden.io/item-details/vq3N6CViv1pNFr62bqCgmkbhzqgoyRj1GRGfxfcNxUd,White,Shadow,Puff Pants Red,Mickey,Cross,None,Runners Black,Rainbow,Windbreaker Lemon
3268,3.89,1543,55.95,https://magiceden.io/item-details/CYbrWKJJvZsq1HEiuYsGGz8Pz4zVKTgLoLapZp3jVzWf,Yellow,Shadow,Jeans,Pigtails,Cross,None,Runners White,Spike Open,Smooth Puff Chrome
3269,8,2449,4.48,https://magiceden.io/item-details/FmFzedsYo6gUVU2D8BqMrEQ1A8hcTVepJcDAA5Vzc3r8,White,Orange,Windbreakers White,Mickey,Round,None,Sandals Yellow,Spike,Perforated Puff White
3273,3.33,1406,63.11,https://magiceden.io/item-details/3n6JoSx9kxYPGq55fLvN8gdQcjAj9sNUeuzcTctxsKX2,White,Candy,Latex,Heart,Round,Thorn,Runners White,Gap,Long Puff Black
3274,55,1356,0,https://magiceden.io/item-details/8ZXsCWfbd5wXzqoLsVSZYVe8pcfrdmVZx4WSoQPdRiK1,Green,Candy,Shorts Black,Mickey,Round,None,Angoboot Beige,Vamp,Smooth Puff Chrome
3286,4.95,2850,30.39,https://magiceden.io/item-details/9qe8Mde5rzbZdcL7yFfXdnHbox4h7bvgKVu2mSZWf8Fv,White,Shadow,Jeans,Mickey,Spiral,None,Fly Blue,Gap,Base Puff White
3287,10.9,315,0,https://magiceden.io/item-details/EqkZAVwqCmjLJG9VCK172RdpZjpMrZRq1sxp93kKTMwt,Green,Candy,Puff Pants Red,Mickey,Jinx,None,Runners White,Spike,Enigma Vest Neon Green
3289,4.2,229,67.88,https://magiceden.io/item-details/EEHAU3Kk68S4ouBMYdFMFaoZfPRExcLXFwWq97B4CW2C,White,Solana,None,Horns,Spidey,Pink Flower,Sandals White,Spike,Striped Sweater
3290,600,1035,0,https://magiceden.io/item-details/3AcapAZUGms8b1iKvJx9jnwyLKoSssLY5iBQCNBkTwJ5,White,Pink,Latex,Mickey,Spidey,Halo Yellow,Angoboot Black,Gap,Grandpa
3294,3.5,2530,48.55,https://magiceden.io/item-details/4UYHP6MQdVVx6R9SCdTN6C2AK98pQcn1V2XJ4kZ5SY2W,White,Flame,Puff Pants Cream,Heart,Spidey,None,None,Gap,Puff Vest Pistachio
3301,2.7,2194,60.4,https://magiceden.io/item-details/3s7ZLk7bkttgr66Jg7T9kM44KBfLc7XbY9HFVcF6AEPD,Black,Purple,Jeans,Mickey,Round,None,None,Spike,Smooth Puff Seafoam
3308,10,2747,0,https://magiceden.io/item-details/94KLavsyoikNKWTctKU1ZQFPXBNfTy1DCkTwX8Fp4tQh,Black,Sky,None,Mickey,Round,None,None,Spike Open,Tee White
3311,2.8,734,76.1,https://magiceden.io/item-details/Hd4zsn9pB2tesstSkXM2ijqLYCf8mUs2rv28PtAnAhEf,Green,Purple,Puff Pants Red,Pigtails,Round,None,Sandals Yellow,Spike,Perforated Puff White
3314,2.9,3486,43.61,https://magiceden.io/item-details/A2uiYMhPmMKbDfeFjDGo847xLM7mr9nVEUrTfwCqCzTC,White,Orange,None,Mickey,Round,None,Runners White,Spike Open,Base Puff Yellow
3323,3.8,1465,57.74,https://magiceden.io/item-details/AqxSjr5SuavwydcdhjGYKfaHRDc5zEjrcxFMwTbUSWiY,Purple,Orange,None,Pigtails,Cross,None,Fly Blue,Vamp,Smooth Puff Azure
3331,2.5,1308,72.53,https://magiceden.io/item-details/3QXygFm2W53qVxCXXEvGt5ZXeCtvJpQE2WHUtA5SGs7V,Purple,Candy,Puff Pants Purple,Pigtails,Round,None,Runners Black,Gap,Smooth Puff Chrome
3349,6.99,121,41.22,https://magiceden.io/item-details/Cw9LZysajeHEs8a4zZH6ptSgKrWcCsQ6FnqiA5EXJbRV,Purple,Candy,Puff Pants Red,Mickey,Spiral,Thorn,Fly Blue,Vamp,Sweater Honey
3363,3.3,815,70.18,https://magiceden.io/item-details/DUfWMZLrVWmTfR1n5wLJnegECEwa5qz4QfbarVcWH3te,Green,Purple,Puff Pants Purple,Mickey,Spidey,None,Angoboot Beige,Vamp,Base Puff White
3364,2.5,2281,61.4,https://magiceden.io/item-details/7sFawLgz8yBJcuhio5XzqKTEGqSboa1cbppsYbScCzN,White,Mint,Latex,Heart,Spidey,None,Fly Panda,Vamp,Smooth Puff Red
3373,69696,6,0,https://magiceden.io/item-details/CQHT8vjxoHPyF8jbjEZRezUEBbEBJugYrrDRLVXeao3X,Red,White,Puff Pants Cream,Pigtails,Glory,Pink Flower,Croc,Vamp,Smooth Puff Azure
3382,69696,14,0,https://magiceden.io/item-details/C3uh5jcxgXhraUGnZpoRQu5u6EUQZHHzoGpHc4cgsPaw,Black,Flame,Windbreakers White,Horns,Round,Halo Yellow,Sandals Purple,Rainbow,Grandpa
3390,4.45,1620,49.46,https://magiceden.io/item-details/EL33SjMJDpMBhMbvfYuM7VxhD9GrFK9asJkLTbNY7GZT,Green,Mint,Jeans,Heart,Cross,None,Sandals Red,Spike Open,Smooth Puff Seafoam
3399,4.99,1439,46.14,https://magiceden.io/item-details/CVe4LhzGBSoqcLSLdCT5hNwSyXmmVEf9k6E6hTtLnCDv,Red,Pink,Latex,Mickey,Spidey,None,Angoboot Black,Vamp,Long Puff Black
3402,2,1982,69.82,https://magiceden.io/item-details/GWMvY6ZhMjbaKiUpzkc4NpkPcnnartKLVjmBTTEebtuv,Purple,Orange,Shorts Black,Heart,Round,None,Angoboot Neon Orange,Spike,Puff Vest Cream
3404,6,1323,37.36,https://magiceden.io/item-details/BNGh4LkWnbvH8npoRanxRu1ruM73yXD4YvwVv4DA6Pma,Purple,Candy,Puff Pants Black,Heart,Cross,None,Sandals Red,Spike,Smooth Puff Chrome
3405,5,355,58.44,https://magiceden.io/item-details/6KPe41WZwgbDssgGjbXgoK8xshBFjCYZB5EgTRMVPX1y,White,White,Shorts Pineapple,Horns,Cross,Blue Flower,Croc,Spike Open,Puff Vest Pistachio
3406,4.5,1867,46.14,https://magiceden.io/item-details/9RKA2rUdnwZoHqmtWwLiaNMJKFN3qo167CirHLgmwbL,White,Flame,None,Heart,Spiral,Halo Yellow,Angoboot Black,Spike,Tee Black
3416,5,382,58.13,https://magiceden.io/item-details/4zwuK4m6ykx3TPEFA9sKtrqkZtdzNBVZUXB14VgWr7hb,White,Skelly,Puff Pants Red,Heart,Round,Pink Flower,Fly Bred,Gap,Striped Sweater
3423,20,139,0,https://magiceden.io/item-details/4HR4iZTqxdqRsDntfKb74VutRnd83nc4iAsZmQe4XWZF,White,Mint,Puff Pants Red,Horns,Glory,None,Croc,Vamp,Smooth Puff Azure
3433,2.49,3251,50.4,https://magiceden.io/item-details/AKBsCu7y6gUmEVhaHw85RLNE8mP3Pq7pbhzVVXoggTFW,White,Pink,Jeans,Mickey,Cross,None,Fly Panda,Spike Open,None
3439,2.8,203,82.18,https://magiceden.io/item-details/4waKW2eposFZA6LiFzw67fA5dSi9vYsVArDfVDT6KLWF,Green,Black,Puff Pants Cream,Horns,Cross,Blue Flower,None,Spike Open,Windbreaker White
3441,3.9,402,68.9,https://magiceden.io/item-details/iDDkHr4ZaX9c7mjidk1XXu5mBUVudNLeyBRiqD3SFhL,Green,Flame,Puff Pants Red,Mickey,Spiral,Halo Yellow,Angoboot Neon Orange,Gap,None
3444,5,1995,39.67,https://magiceden.io/item-details/6HkNEcZB96qVuJjn6joFjigvsdQAvHFWhmbKbfkDGkZb,Purple,Orange,Latex,Mickey,Spiral,None,Croc,Spike,Grandpa
3449,3.88,2306,47.32,https://magiceden.io/item-details/BcLLR4N2C9v1zycANpshRm3NdWDAnUTVenSDT7PXgu4m,Purple,Sky,None,Mickey,Spidey,None,Angoboot Beige,Spike Open,Smooth Puff Chrome
3457,3.99,314,69.01,https://magiceden.io/item-details/8bnFrrtpux1aF7zSboazh8xsebSfaf1zt7FBYkfetR8S,Yellow,Mint,Windbreakers Dark,Heart,Cross,Halo Red,None,Vamp,Sweater Honey
3458,3,1963,60.04,https://magiceden.io/item-details/H8y4JFGuDpMQmEakKd1VA6XKFEPZJXGFJgQ38hzHxdGd,White,Mint,Jeans,Horns,Round,None,Croc,Gap,None
3459,2.5,2661,57.05,https://magiceden.io/item-details/8LnoRLn6h1ecfL6RfkmRy3b18a5A4KGHcPeRJSXz6Q7g,Green,Orange,None,Heart,Spiral,None,Angoboot Neon Green,Spike,Long Puff Black
3465,30,401,0,https://magiceden.io/item-details/J3y3xmrdEk9w3jAwzPJ7qaWFvJa8M1CUmykhhVxknAEW,Green,Mint,Latex,Heart,Spiral,MRGLA,Runners Black,Spike Open,Smooth Puff Azure
3470,6,875,42.49,https://magiceden.io/item-details/BZUigfxbUdZiPpAb49Gz34eiQK13mvg91GWxiprj9jDn,Purple,Sky,Puff Pants Red,Horns,Spiral,None,Sandals Yellow,Spike,Tee Black
3483,3,3455,42.97,https://magiceden.io/item-details/Djhxc5wxbJKBLfKcFyG3PL3dckN3aKedqtCZiGUB2NAz,White,Black,None,Heart,Round,None,Angoboot Beige,Spike Open,Long Puff Orange
3490,100,2708,0,https://magiceden.io/item-details/Dn6TiouEwLgkMjQdTsH4uU4Gq2evCBZi6n5mibnF1UhE,White,Skelly,Windbreakers White,Heart,Round,None,None,Spike Open,Tee Blue
3491,69696,18,0,https://magiceden.io/item-details/HazDKbo85Vy6QPVtYyNEF8o5RVn3SyAvy5uUJSBZb4Ce,White,Solana,Puff Pants Red,Mickey,Hypno,MDAS,Fly Bred,Gap,Tee White
