id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothing,Eyes,Head,Holding,Mouth Nose Ears
7851,1.5,5830,64.29,https://magiceden.io/item-details/6ewV7pvytETACuij7C8Nw1FNEwEqc3wxqf8bPQ4kBCXD,Red,Blonde,None,None,Camo Cap,Katana,None
7857,1.39,6926,60.98,https://magiceden.io/item-details/EJ2Qx66UvDKgyp244aWwGRALUHnTqkGsNsLT5g8mEVuQ,Green Blue,Bronze,Pirate Clothing,None,Normal Horns,None,None
7858,5000,5121,0,https://solanart.io/nft/2n39RZMQCka8q9B8fFy3rCaZ1VEjPVuHgUrJkD1aTE3d,Blue,Red Tattoos,None,None,Beret,None,Silver Combination V5
7871,19,269,0,https://solanart.io/nft/EpyUwk4KtUyGGtTUkbu5mL3NUWBSic9FFqVYjndDZMF3,Gray,Mecha Gold,TShirt Pink,Swimming Goggles,Normal Horns,None,Three Gold Earrings
7877,1,1656,86.05,https://magiceden.io/item-details/BV4BJ2L56oCDwUBycwzCqUgii5DFhjCwbAGwDSBn7LDa,Green,Black,None,Convertible Glasses,Beret,Wizard Staff,None
7879,10,6410,0,https://solanart.io/nft/HXVbQ6MPxUg3FEJLGcvdgP4Wz8dbZ8LNSjRuew19oGWy,Yellow,Red Zombie,Prisoner Uniform,None,Two Tone Horns,None,None
7897,23.23,1687,0,https://solanart.io/nft/8zcmGwBNtfUCQU4pGWcpYHNJj6ZK1qPyvCjNRcrM9KTF,Silver,Bronze,Basketball Jersey,None,Two Tone Horns,Katana,None
7900,10,3263,0,https://solanart.io/nft/23VusqTEKDycdHcTj8NStY8nkyWSaqnEMtborznr5Lcz,Bull of War,Blonde Viking Tattoos,TShirt Green,None,Zombie Ax,None,None
7904,5,625,50.19,https://solanart.io/nft/H3xVtrheyHngPL4oZxk82dpoWNxuvxrGZkjnENjuyCF1,Orange,Clown,TShirt Orange,Heart Glasses,Normal Horns,None,Silver Combination V5
7909,3.49,7012,39.64,https://solanart.io/nft/fGdc4Jip11wn8n7Do61rJyjFcz6vfDqby9d6n6CToF9,Gray,Black Scars,None,None,Two Tone Horns,None,Cigarette
7911,9,1543,6.5,https://solanart.io/nft/FLvuuZ6bDJZ6YM15v9Sc7HZng8v4FDDRd3KCdjm7UtnW,Gray,Red Zombie,Shirt Black,Sunglasses,Soldier Helmet,None,None
7946,0.72,3466,81.58,https://solanart.io/nft/9G6AqfBWqBqzoR5gQegFtRxQdLsW6fiD7pr64hK8Vmy6,Bull of War,Blonde,None,Commander Monocle,Party Hat Gold,None,None
7954,1.25,2345,80.78,https://magiceden.io/item-details/2yx2ryHT5gfTDJJrzZCACtYbr3U6qGBogziBL3fVaVQH,Green,Blonde Scars,Suit Black,Sunglasses,Black Cap,None,None
7971,0.36,6840,71.63,https://solanart.io/nft/8cHSJsMyQPzJG2fdZTw2ECfpwsxzXiKdtFu5zCpwBmBD,Yellow,Orange,None,Round Sunglasses,Worker Helmet,None,None
7974,0.35,5370,77.63,https://magiceden.io/item-details/3jFzcGWeR6XKFuFpWRZo2FUwDtsYBAJ84zxGKijXvNd1,Green,White,None,None,Miner Helmet,Sword,None
7989,0.5,2376,88.16,https://magiceden.io/item-details/FzCSn8u693s9RRxwr2rE1pFhaNmT1zDF75uTREYn6YHp,Orange,Blonde,Cowboy Clothing,None,Yellow Cap,None,Nose Ring Horseshoe
8013,8,7802,0,https://solanart.io/nft/5pDycuNhwmXemJGnuaGHbRZfbYrGbk7GvSb7ex2Tk2F6,Light Blue,Orange Tattoos,None,None,Viking Helmet,None,None
8020,0.77,2009,86.93,https://solanart.io/nft/E3rqXMQS2pKWR6zJKcXvxXzqjU3Dz1XHCP8RVUw67uoA,Yellow,Blonde Tattoos,None,The One Sunglasses,Gangster Hat,Miner Pick,None
8026,20,9416,0,https://solanart.io/nft/CFAFHXLwuNx1yY2z7iXa3Tm8aDVJzg3YxHFQzwBfRL6S,Green Blue,White Viking Tattoos,None,None,Normal Damaged Horn,None,None
8034,4,7480,32.66,https://solanart.io/nft/9CBZSmVA61jDncQGy8xabBc8nccsm6iZ9VWEU6oEeyrg,Bull of War,Black,None,None,Bulk Horns,None,None
8035,1,3056,80.43,https://magiceden.io/item-details/HuVaRuLT6wS6Ecwyd8ntSqPizWECoikamfBaY74Lmt1N,Light Red,Bulladdin,None,Convertible Glasses,Party Hat Gold,None,None
8060,5,1236,47.74,https://solanart.io/nft/4GQaug9uMcCM27jJaFU311nMUcruL8bDiPafnkVUztpR,Light Blue,Red Scars,Sleeveless Gray,None,Beret,None,Gold Combination V1
8062,5.99,5025,22.62,https://solanart.io/nft/5fApq9du3BThut8j9jMy865ZSBW7mgp16ezan11ipUsd,Red,Blonde,None,None,Viking Helmet,None,Silver Combination V4
8072,15,7423,0,https://solanart.io/nft/GQDdY6thiLVs4iC1hQuBmd8cQ1FNTSwevLLfyJ6RbXwF,Green Blue,White Scars,King Garment,None,Normal Horns,None,None
8093,1.5,9500,49.55,https://magiceden.io/item-details/B13494K4VFvmdcMak17Hj3biRKawdLaA3oPMpFkrs5pP,Orange,Orange,None,None,Normal Damaged Horn,None,None
8094,100,7989,0,https://solanart.io/nft/CDEqFFhq8Do6MW4QJtgd1DFuw7dHE472EZ2p6FKu5kT8,Bronze,Orange Tattoos,None,None,Chicago Cap,None,None
8095,0.9,4920,73.94,https://magiceden.io/item-details/BbcuggSgQuYJUxD4yKwDwKaTFtH4mT1tG6HttgBbBn3j,Bull of War,Black Tattoos,None,Round Sunglasses,Beret,None,None
8108,3,9702,33.74,https://solanart.io/nft/BjLxyriBHZWLA6mE6RhgauAGtWpVDuqXYZzhohE7dg7K,Red,Red Viking Tattoos,None,None,Two Tone Horns,None,None
8112,1.19,6833,63.36,https://magiceden.io/item-details/ARcc67a9QMo2fcVsYPNLHes2S6dN44H5c23oBzkmBPui,Red,White,Mecha Red Armor,None,Normal Horns,None,None
8114,100,2906,0,https://solanart.io/nft/CNFDyj9hhvkyL71jjrQ2SYAnLorXAT633FLjrxg8X7Jd,Light Red,Bullminator,Cowboy Clothing,None,Normal Horns,None,Soldier Microphone
8121,30,7841,0,https://solanart.io/nft/6zGs8dPyYLwbdBMggEYgs7PkeCPqYLKM8cQkS6QesE9x,Orange,Blonde Viking Tattoos,Sleeveless White With Chain,None,Normal Horns,None,None
8122,1.5,6077,63.29,https://magiceden.io/item-details/cmy1cnwjnXrPUBBCMR2P9v61jBoaCd17sBYrTcQkU9k,Red,Taurus Dark,Safety Vest,None,Two Tone Horns,None,None
8128,9,4515,0,https://solanart.io/nft/EMHeD5HUNWc2oEEtJvebnFN12PdVeCXfyxhbeJdWSr16,Green,Red,TShirt Pink,None,Normal Horns,None,Nose Ring Silver
8133,12,5147,0,https://solanart.io/nft/4TACEbTGohBjQB2XgycxudwuUCYcKKcYxfKeuCZJ6yXq,Orange,Orange Viking Tattoos,None,Laser Eyes,Camo Cap,None,None
8145,2,5496,60.63,https://solanart.io/nft/HPH95o7hPBrY62vfsrXJWBUXmky5exPKaxUm19XGeCW1,Green Blue,White,None,None,Checkered Beret,None,Sherlock Pipe
8150,12,3172,0,https://solanart.io/nft/7nK39WWp84BzLFp2rTuYyT9PFtC5s9JRpe3VykNA3kT9,Bronze,Red,Bikini Yellow,None,Beret,None,None
8163,0.45,6357,72.67,https://magiceden.io/item-details/4iLcxcERENjzYhDtmrGp7hYEkwYHeKdEvrraREw6HG7C,Blue,Black,None,Protective Glasses Clear,White Benie,None,None
8178,0.8,5787,71.46,https://magiceden.io/item-details/9ttiKodwYeZHKgqxC2SC9XDq38mbqNSdQgDeZSAthMYd,Light Green,Black,None,Reading Glasses White,Combat Horns,None,None
8180,7,2611,22.21,https://solanart.io/nft/5143TK82aybGsmsqEfm2rmwUUYcPTAZGzA5ubnYcQ8gx,Gray,Orange,None,Aviator,Yellow Cap,None,Cigar
8187,0.6,5075,76.32,https://solanart.io/nft/CMg6G3UPECNaenuS46qjHwR1s3MEQbZFzF4fAyFiWRe1,Blue,Blonde Tattoos,None,Round Sunglasses,Normal Horns,None,Two Silver Earrings
8203,2.3,4212,62.78,https://solanart.io/nft/21rETReS6bX3JrbjUtkHLJPuxVg9614hHSyGXMpwFwX5,Yellow,Red Scars,None,None,Mecha Horns,None,Silver Combination V5
8206,0.3,8347,66.18,https://magiceden.io/item-details/FSaZJt4w9iBp5uFiUxPEgevHYrJw4xAamEGxrBBWkGk3,Purple,Black,TShirt Black,None,Normal Horns,None,None
8208,7,2996,20.67,https://solanart.io/nft/7t6yvCjQmYPzURbpVe9Qw3EiuXM94WS6yqzNW3dFFCVB,Green Blue,Black Viking Tattoos,Polo Sand,Viper Color,Two Tone Horns,None,None
8212,1.7,6661,58.95,https://solanart.io/nft/AFEcyNbT83qcBPYj3EcVaUrAPV78zPfZdjRhHmwtbibW,Light Green,White Viking Tattoos,None,None,Normal Horns,None,Nose Ring Gold
8222,0.45,4390,80.57,https://magiceden.io/item-details/H2PA65rmGQH7fbErciyxu47QwV5T1d6e7LxcLv9TTFCR,Yellow,Marble,None,Aviator,Normal Horns,Katana,None
8233,1,6777,65.48,https://magiceden.io/item-details/64JRwgYweCyJzFxitGUkquiKD7faNy44seMtVAhyZqeN,Light Blue,Orange Scars,None,Protective Glasses Clear,Two Tone Horns,None,None
8238,5,8686,17.82,https://solanart.io/nft/RpEtgkYL6etPaTBKQ9Zmasd8wkmSvrBHhkMSoKfT6JJ,Gray,Clown,None,None,Gray Cap,None,None
8243,1,4500,74.63,https://solanart.io/nft/ANU4gwk6vEFmrxAgwxoahsTkL7WKKqR3N4x75KuFydnd,Gold,Blonde Viking Tattoos,None,Aviator,Zombie Ax,None,None
8256,0.73,9256,58.23,https://magiceden.io/item-details/7aWe24KzupBDzBDcRAm1NmBWcJ7X9AKjDED4uUHuqgEL,Red,White,None,None,Checkered Beret,None,None
8265,4,7086,34.24,https://solanart.io/nft/BfMw5ue8rjXvRcq9276QZu5pfxv32zk4VZ4R5mqS2vru,Purple,Marble,None,None,Normal Horns,None,Silver Combination V4
8268,1,968,88.81,https://magiceden.io/item-details/9QrSQ77oAwF32wUccRJth4EcTW7jTMXxxBLXsUYVEAqy,Blue,Red Viking Tattoos,Bullminator Jacket,Commander Monocle,Princess Crown,None,None
8286,1.7,3635,71.1,https://magiceden.io/item-details/AsrU3wezGqUdYnc5qGcEz9BKmjjQniUbnPTy4xYAvkiw,Yellow,Bulladdin,Swat Uniform,None,Clown Hat,None,None
8301,1.1,7719,60.7,https://magiceden.io/item-details/39L3fCWHvb5Jx5PiCFJCPJUoJG8AYib5e1P8QDn1RwRr,Orange,Black Scars,Lumberjack Shirt,None,Normal Horns,None,None
8304,2.7,3295,62.47,https://solanart.io/nft/2124d1qTSRpsJ2ZLjKqxuEeicqPccvJdHiaohUv2woL4,Yellow,Black Zombie,Suit Black,None,Swat Helmet,None,None
8309,5,1568,46.4,https://solanart.io/nft/DmdFJtEWfbH99wLMm8WaEmdXQNbx5RpcpWrxWxb1TGK1,Light Red,White,None,Bullminator Sunglasses,Police Hat,None,Silver Combination V5
8322,382,6375,0,https://solanart.io/nft/4TtUHwvLPfo7u96cL69WFA5UF2R6FNUnsYm7j1ZRhtmf,Green Blue,White,Police Uniform,None,Normal Damaged Horn,None,None
8328,4,6982,34.66,https://solanart.io/nft/GZmeNpvZJnTmBVCLwXyckoZbvzfgvuK9cRPWFy9Ennrr,Green Blue,Marble,None,None,Normal Horns,Sword,None
8330,9,1969,4.79,https://solanart.io/nft/Bw7nnvY59q2fY4tQZwwdid1ZKkhw9f4AiU85kzA75P6j,Yellow,White,Solana TShirt White,Mask,Police Hat,None,None
8334,30,9062,0,https://solanart.io/nft/J3Aj3pMiXikJjSkSTPDWyu9HUtw4wf3YmHkANkEA51VM,Orange,White Tattoos,None,None,Gray Benie,None,None
8338,1.1,2109,83.23,https://magiceden.io/item-details/7dTzmb8A3PTsLeys7N4xgkz3HwZDMcVvcfuQxfGoa13h,Bronze,Orange Tattoos,Solana TShirt White,None,Two Tone Horns,None,Silver Combination V6
8349,4,776,59.58,https://solanart.io/nft/J4dyxrc8jtiDf4u8VizzqZv4LpdgkKTG1jhyqQwuDRdN,Gray,Bull of War,Wizard Robe,None,Clown Hat,Guitar,None
8354,99,6610,0,https://solanart.io/nft/A1ngd6E88YZoKnjryXriMFDXc6CDkjQhUu5XzU4zKEJw,Blue,Blonde Scars,None,None,Normal Horns,Bouquet,None
8355,0.99,6877,65.18,https://magiceden.io/item-details/EywYHdSk23ss9FAUZNSuE6JMYgeeA9r3XX2t8vs7VBvG,Light Red,Black Tattoos,Suit Cream,None,Normal Horns,None,None
8357,4.7,1703,48.86,https://solanart.io/nft/BWpht1eJA9WmzxPRaGVHwDJ5AcjEr9DxyoXFJAd1ymKu,Green,Red,Suit Black,None,Camo Cap,Soldier Rifle,None
8359,1200,6887,0,https://solanart.io/nft/C3JCHLC9m27FLD4QDT3iNvjk7QPDL7r1mo2dYYsxLEyb,Orange,Mecha Blue,None,Aviator,Two Tone Horns,None,None
8361,9.99,3504,0,https://solanart.io/nft/qTe2faj1Qqfu9nnDoRGoaWMVu5E5AoSc8Q4azbTSbG2,Yellow,Taurus Dark,None,None,Commander Horns,None,Cigarette
8367,15,2232,0,https://solanart.io/nft/6h7S2WNanqiW8K23EonJtZqMeMJye3uX3kuaQZMSLoR6,Green Blue,Black Viking Tattoos,Mecha Blue Armor,None,Two Tone Horns,None,Party Whistle
8374,403,3618,0,https://solanart.io/nft/4JHp1edrA6nKoHngkV4MFFTJkPTdGqpCo1ZaDe1oDMhq,Blue,Blonde Zombie,Bull of War Armor,None,Checkered Beret,None,None
8375,2.2,3159,68.01,https://solanart.io/nft/7sjEoeW63cnCY3N8ijhDZLTkVAeBUGT3N7AGN772uyca,Blue,Black Scars,Soldier Uniform,The One Sunglasses,Two Tone Horns,None,None
8379,3.5,8074,35.27,https://solanart.io/nft/CY7NKCSGDAFsJL6VpGfAm1cK8JuJa4D4GnyWCRzCD6oa,Purple,Blonde,None,None,Normal Horns,None,Silver Combination V6
8380,1.8,5882,61.08,https://magiceden.io/item-details/8rpjyzoDRUXNLDBWAMjk1jgkZ4KdkYcfRpQM4wgfUHAo,Gray,Red,TShirt White,Sunglasses,Normal Horns,None,None
8382,2.3,6133,55.07,https://solanart.io/nft/2VsxxJPVHttPNiYJHzKCpYKoh1rUaXKg8yktKZebzds6,Green Blue,Orange,Safety Vest,None,Basketball,None,None
8384,1,4844,73.25,https://magiceden.io/item-details/324R8FLkTD2kYU4z45C8BtjCFf4CYAZAEHu4gwMDN1oo,Blue,White,Oriental Tunic Black,None,Normal Horns,None,Cowboy Straw
8393,4,9406,24.92,https://solanart.io/nft/DH9hyx2riukvmxkbn4aokF5zFFXgTyiCX7YuEtivsepV,Purple,Black,None,None,Old Beret,None,None
8399,4,3759,47.6,https://solanart.io/nft/5VUYJi7TuPe9W8FZGumZdDqUzHDPb5rcoHCbhFTaqoBU,Orange,Black Tattoos,TShirt Red,None,Normal Horns,Stop Sign,None
8403,0.98,654,90.27,https://solanart.io/nft/3cCPZgCFi7EfEdsyxgzWbscVHsbo1kHwxRFUeVg4yoNC,Green,Red,TShirt White,Aviator,Miner Helmet,None,Silver Combination V6
8422,1,1528,86.56,https://magiceden.io/item-details/FwR4spSt1cvVzwumhsou3NTdi4wjNzqBo1sEFT9oGNbx,Yellow,Blonde Tattoos,TShirt Orange,None,Bronze Horns,None,Cigarette
8429,0.4,4525,80.53,https://magiceden.io/item-details/2CXiiWjYy5DdBJdGHjcPCDmmq6Ty4MnmbQtK7dquZFsr,Orange,White Zombie,None,None,Police Hat,None,Gangster Toothpick
8430,5,7220,23.7,https://solanart.io/nft/UqWbvDnTseTGZyuEcYoYgcVA53r7xvz2rJ3mBSZY4wN,Bronze,Blonde,None,None,Silver Horns,None,None
8434,0.46,5989,74.05,https://solanart.io/nft/7atGe5CefdZ5dozyLuq6G2N4Ncy2E9LFWJfh4JHtHMrh,Purple,Red,TShirt Orange,None,Chicago Cap,None,None
8436,15,7376,0,https://solanart.io/nft/2cVT837dDvkDN8AfPPivAbaw3gQEgU5679HLExUABdND,Red,Red Tattoos,King Garment,None,Normal Horns,None,None
8448,0.8,989,90.73,https://solanart.io/nft/4Fo4V8L2YoFfqbxoNVuTBqy2bA3jfYiC9CP3S3oL9fkU,Silver,Orange Viking Tattoos,Wizard Robe,Protective Glasses Orange,Basketball,None,None
8453,1,8507,58.54,https://magiceden.io/item-details/7qCxwzvAcrWXVxTyeYTLWDGqvnh9RiwvteWLGpyVDmZz,Red,Black Tattoos,None,None,Party Hat Gold,None,None
8456,1.5,5099,67.22,https://magiceden.io/item-details/33QDmWqixvcaXR3J7dXZgVULkGe52UZD5dmDcMJ857aK,Orange,Blonde Scars,None,Pirate Eyepatch,Zombie Ax,None,None
8467,1,6306,67.37,https://magiceden.io/item-details/5TBEj1pYNwTDyykjqWVpWdE2W8rA2iogzUz3aX4LHPMq,Green Blue,Mecha Red,None,Protective Glasses Clear,Two Tone Horns,None,None
8467,1,6306,67.37,https://solanart.io/nft/5TBEj1pYNwTDyykjqWVpWdE2W8rA2iogzUz3aX4LHPMq,Green Blue,Mecha Red,None,Protective Glasses Clear,Two Tone Horns,None,None
8469,500,2728,0,https://solanart.io/nft/28LJdHzouijGYmHGVWFHdz6Ybc3toBNiqyX6kdPATn4f,Purple,White Viking Tattoos,Bikini Yellow,None,Silver Horns,None,None
8507,5,4940,32.86,https://solanart.io/nft/AmV8cXEcUbRgDdgFtp6cxqk6ncJMAqytdKRaD2R7JE72,Blue,Red Scars,Jedi Robe,None,Gray Cap,None,None
8508,3.5,8081,35.25,https://solanart.io/nft/7GNLNFPC28gJvZD4VmDCateXfBYiDHhaHfVj9G7UX1SS,Purple,Orange Zombie,None,None,Worker Helmet,None,None
8516,295,97,0,https://solanart.io/nft/5tLBZox2RcUBydzPV4kWWQZkHpphJJxjeJnEktnuCL3P,Yellow,Taurus Dark,Polo Sand,VR Black,Police Hat,None,Party Whistle
8520,1.5,7097,59.2,https://magiceden.io/item-details/3FVyMfQqGYRXJ48BH4d2J1TJ2bARVRPuN6dBNdqChupK,Green Blue,White Zombie,None,Reading Glasses White,Two Tone Horns,None,None
8521,1.95,9203,46.24,https://solanart.io/nft/9W7YW7RUja8Qw8ri4GH6dMomGQDZeGzu7DLSXrBzfhfQ,Green,Blonde,None,None,Party Hat,None,None
8525,0.369,3606,84.53,https://magiceden.io/item-details/H4jMMKhfwmgsF2yhn3M5vDqzcmgqwhcNH2T7apP2qkRZ,Silver,Blonde Scars,None,Commander Monocle,Black Cap,None,None
8536,1.5,5616,65.15,https://magiceden.io/item-details/Dp9aDbvzZwNzfRtLnFvsijb4cp45vqD7w5WnVH5wHy9m,Red,White Viking Tattoos,The One Tunic,None,Basketball,None,None
8552,10527,9465,0,https://solanart.io/nft/3wvZGNvegCxnWuJaDayxTaBeHCzJLU9WWbBaFZHhGFks,Yellow,Black,None,None,Camo Cap,None,None
8555,0.59,4572,78.44,https://magiceden.io/item-details/Drn2tdSoqnZ6rjvvGfGoD1Kx5eSRzKy4DDmKY4xgVi5V,Orange,Bulk,Clown Clothing,None,Normal Damaged Horn,None,None
8557,0.75,8473,61.17,https://solanart.io/nft/9bFCPjWopy9oNSYC1qVGQGm9P76vHu9qGphUXi6gyqks,Purple,Blonde,None,Convertible Glasses,Normal Horns,None,None
8565,3.5,7499,37.58,https://solanart.io/nft/FJak9TiC8kdeH3k7x4Z7VHNDgPBadfFoh35yH8yi27tZ,Bull of War,White Scars,None,None,Commander Horns,None,None
8593,1.5,8235,54.63,https://solanart.io/nft/DwxY5mwACyWRWKfjydr4StGfTS25AvoxTDHv8zZ8k1bt,Light Blue,Orange Tattoos,None,None,Worker Helmet,None,None
8601,1.49,309,86.56,https://solanart.io/nft/EUJsF1X3GA26SkrM7DkYLDLuGP8CRZzbB7Yoe92wQzxt,Red,Black Tattoos,Polo Sand,None,Red Cap,Broom,Silver Combination V5
8603,1.6,7617,56.11,https://solanart.io/nft/FLZu6oojQ5Q9b2WaPyZL72AEjrx61MSsSWsMeh1NqTVJ,Purple,Black Viking Tattoos,None,None,Normal Horns,None,Soldier Microphone
8606,0.99,1460,86.94,https://magiceden.io/item-details/7wcwZRswnS5qtMJ8qAV7ZXbxtLRNRmJjND6wn1LZgBJX,Green,Blonde Viking Tattoos,None,VR Black,Two Tone Damaged Horn,None,Clown Nose
8609,2.3,7409,49.94,https://solanart.io/nft/22KbJmxUMibeqYmJvTMr6Kw8hRJqyBaipbEt97seS8aN,Orange,Marble,Pirate Clothing,None,Normal Horns,None,None
8610,8,3787,7.49,https://solanart.io/nft/CocYDX43rvzxXh2havb6rP1dBvYHzNeuRvvB9hvCXLT5,Yellow,Mecha Black,None,None,Gray Benie,None,Nose Ring Silver
8613,6,7736,11.63,https://solanart.io/nft/5zfUb5uwCNu4q5zCoJiqsQ3AiFgfUkBbPvYDgRrcc8nR,Light Green,White Viking Tattoos,None,None,Swat Helmet,None,None
8615,1.2,2756,79.63,https://magiceden.io/item-details/BPdpSvuN1EmV18dvM4EsbywtEH47pvBMSs61javaocGV,Yellow,Red Tattoos,TShirt Green,None,Two Tone Horns,None,Gold Combination V1
8617,6,4837,23.27,https://solanart.io/nft/2pWrg7rPcY5SHqNSvjxCecqWhg6SEZ5a7h4fvyPMkSnm,Yellow,White Scars,Bull of War Armor,None,Basketball,None,None
8623,3.7,6703,38.78,https://solanart.io/nft/23APF9iNa8ogDKp4bfS9vKg4rpeWkFq9J5JLYzBhKkWt,Bronze,Bullminator,None,Commander Monocle,Normal Horns,None,None
8629,2,8573,48.27,https://solanart.io/nft/8WvM2JRSk8mhkJpViGDY21n2ZUPUWnLZwGGc6CdDexy2,Bronze,Red,None,None,Orange Benie,None,None
8636,50,996,0,https://solanart.io/nft/GGkoYiNKNxiXzAeGRjdpbPYz6BzL2D9w8rZXoM7qrEPF,Silver,Red,Prisoner Uniform,None,Checkered Beret,None,Silver Combination V1
8639,25,4648,0,https://solanart.io/nft/3pk354ChXRKQTKQZ7eJLworNA9DCW4yQfUTss7E3TBKf,Red,Orange Tattoos,None,None,Chicago Cap,Broom,None
8641,3.1,8998,35.56,https://solanart.io/nft/HFymg5Vdrn6LqidPBEbin29UYwwzex87TDK3CBD8oJSK,Gray,Black Tattoos,None,None,Marble Horns,None,None
8643,0.51,1233,92.65,https://magiceden.io/item-details/EZ5ZGaJX3ZtgLChgZ9kJkTYr896pfxF5ZosnVisF83qD,Bronze,White,Sleeveless Black With Chain,None,Miner Helmet,Broom,None
8651,70,57,0,https://solanart.io/nft/7hzvwdNixxHsJ8vXA2nkdsjXsnhBN7ytHRyGEAbSLFJm,Bull of War,Blonde Tattoos,Swat Uniform,The One Sunglasses,Two Tone Horns,Shield,Nose Ring Gold
8668,1.5,6368,62.13,https://solanart.io/nft/BL1fXpU2WKXBGhe1D9sGYX2y4Njp5dMQkxSWRv35vpQs,Light Blue,Red Viking Tattoos,None,None,Two Tone Horns,None,Clown Nose
8670,4,8342,29.2,https://solanart.io/nft/2N7KqEEyF9FaeZoKmwdWvMjtjJEQCA5Be1HxoC4Yyw6z,Purple,Blonde Tattoos,None,Aviator,Two Tone Horns,None,None
8673,0.8,7517,64.51,https://solanart.io/nft/D6TD6qzmSrS3f3t8AaLyTp2ymjb4z5xHU1gmsuccmMBS,Light Green,Black,Worker Apron,None,Normal Horns,None,None
8693,1.33,2927,77.64,https://magiceden.io/item-details/GGhpMmr7Qode3KGbL5JmVitpnkef5hAECRBgjQNVMBMF,Green,Blonde Viking Tattoos,TShirt Green,None,Normal Horns,Lightsaber Red,None
8707,0.97,4653,74.31,https://magiceden.io/item-details/U5W2uY3PjA9J4rdmwM5nS18oQQwTWpNt9Z9zJgyPjTi,Blue,Clown,None,None,Cowboy Hat,None,Silver Combination V6
8718,0.4,5794,75.43,https://magiceden.io/item-details/2MuR77USXq98gwjSNndWWkfMbn44ehc5cw5YNc9VkjPH,Green Blue,White,Gladiator Armor,None,Police Hat,None,None
8737,0.45,4579,79.81,https://magiceden.io/item-details/BMjzgGAkag89TYV37fwwmkB8dmjimDM399Wrnfe3EzJC,Red,Red,None,Round Sunglasses,Two Tone Horns,Lumberjack Axe,None
8738,0.9,4461,75.78,https://magiceden.io/item-details/EgK61M24oLvYskxeHULf1XZ3tVEkh9u446JqWkmYeNPV,Light Blue,Red,None,Round Sunglasses,Two Tone Horns,None,Gangster Toothpick
8745,10,257,1.67,https://solanart.io/nft/9haBsWztPCexxQ9QQYww5VS6YhdAedvj6HUn9izPzgFu,Bronze,Bulk,The One Tunic,Round Sunglasses,Chicago Cap,None,Cigarette
8747,1.15,1064,86.93,https://magiceden.io/item-details/7z8p3qvcerQDvZWP23h7Lrhnvx5wvSVN89eSCWrKfKFm,Yellow,White,Polo Sand,Bullminator Sunglasses,Normal Horns,Viking Shield,None
8759,4,5761,39.56,https://solanart.io/nft/8aya31R4XDJpnoKSTAUzZfX6mkbheUvuo9BKY598vnKp,Blue,Black Zombie,None,Round Sunglasses,Marble Horns,None,None
8763,2,6517,56.53,https://solanart.io/nft/3ztHfaZKpMXVPkn5pXspm6rjHaHeUrLaLnXwrAEZWyuR,Orange,Black Scars,None,Aviator,Clown Hat,None,None
8772,0.87,6040,69.74,https://magiceden.io/item-details/8R1agAh5iHaRWUw8SeAB7gvSpYoZQM3zSBT7RyGyCxrx,Gray,Orange,None,None,Blue Cap,None,Cowboy Straw
8773,2.5,2248,68.67,https://solanart.io/nft/4hPVqBzT8XdXkrshmPYaGY8YEnc2bZdytiduCBirD29L,Light Red,Blonde,Basketball Jersey,None,Normal Damaged Horn,None,Silver Combination V3
8796,0.4,5343,77.24,https://magiceden.io/item-details/6heZzUikF4PxKXHp3ndvmHrmdQSPdVFvfPzbxt6tXFAe,Green,Red,None,Convertible Glasses,Graduation Cap,None,None
8800,100,29,0,https://solanart.io/nft/9nJpMcu3q4iUQZoV6bgqZYixDqQPoczU5JRsm3DzHBA9,Silver,Mecha Silver,Mecha Silver Armor,Round Sunglasses,Mecha Silver Horns,None,Party Whistle
8803,1.5,3116,75.19,https://magiceden.io/item-details/FswfpxvYqrTUC1aykSkaaPQn9gCiT4hjWapbr5XukEjA,Green Blue,Black,Safety Vest,Round Sunglasses,Gray Benie,None,None
8839,1,7477,62.67,https://solanart.io/nft/7rdrumGDv5ayBfxSdLowU9Ka5CZzHJN313Sh8SQXqfq1,Gray,Blonde Tattoos,None,None,Normal Horns,Guitar,None
8840,0.99,9459,54.81,https://solanart.io/nft/iXN1U3W2xD6o2sp8SqX7RAFKY1z3CHVtEQh99u9PKzu,Yellow,Orange,None,None,Camo Cap,None,None
8844,0.69,5423,74.02,https://magiceden.io/item-details/3bua7MGnL9XJkADWNuUpEfVpYyhqvzpbdmHoJzErzmUu,Yellow,Red,Basketball Jersey,Mask,Normal Horns,None,None
8872,4,4301,45.43,https://solanart.io/nft/EVYM4jEXECj8MQnBNjrvjC1z8DtdZo53rf5cBdwQfJL2,Purple,White Zombie,None,Mask,Police Hat,None,None
8885,4,9189,25.8,https://solanart.io/nft/9Nh3wYL7tTtqQdR6G2qnkQtyTudSegeNXEX714W3yBe5,Orange,Black Tattoos,None,None,Red Cap,None,None
8896,5,2154,44.05,https://solanart.io/nft/4XANtDTmK3Gk7vbRb6BU1topvBag4RCsGGAJpiphy1Tt,Purple,Red Scars,Commander Uniform,Viper Color,Two Tone Damaged Horn,None,None
8899,1,6386,67.05,https://solanart.io/nft/4BRXs2LdtcyrvvNeNYVHM1SDcwJbfg7jrJQvTDp2DDgj,Green,White,Basketball Jersey,Aviator,Normal Horns,None,None
