id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothes,Eyes,Head,Mouth,Special edition
1187 ,50,1259,0,https://magiceden.io/item-details/57XVrMNPnp93jr7G6AtHKUE9ni7JRDKd9Zf2nh3GYtKw,grey,normal wukong,blank,sunnies green,backward cap black,blank,
1192 ,250,106,0,https://magiceden.io/item-details/D8PiycdDNfihXt5jqvMJ3gc4fWncC3SYieouvYeq4Z6w,orange,normal wukong,flower shirt yellow,sunnies yellow,viking,glass of water,
1196 ,36,863,44.46,https://magiceden.io/item-details/As4Rj687GowyFRNSuAYruHDmcqJxAEThHELVeAD9U3q8,pink,normal wukong,scarf blue,blank,bandanna white blue,cigarette,
1200 ,50,1361,0,https://magiceden.io/item-details/H8N7Gt1vkyjMdiPUCcE5VBmPju1Z7Pu2EwxnnVE31yHf,bright light,normal wukong,jacket light blue,blank,headphones pink,blank,
1202 ,80,1767,0,https://magiceden.io/item-details/Htn5QENd1HosPqYZVvTB2YHs4hpmkhMxJC62Sfq62MK4,sky blue,normal wukong,flower shirt green,blank,head sunnies green,blank,
1209 ,80,2040,0,https://magiceden.io/item-details/Afj4MirbnQZx7rZ8rAKyWfTedAfmHzMX6u87DWLz3xHz,bright light,normal wukong,turtleneck purple,blank,head sunnies yellow,blank,
1213 ,45,1931,0,https://magiceden.io/item-details/DzhzYdD81wGZLGscsZ6x72Vo37Yqu2nJ6wq7mAM1r6ZM,sky blue,normal wukong,black tie,blank,beanie green,blank,
1219 ,58,633,0,https://magiceden.io/item-details/BBpiDUym7YZitQH3pLydVtSbJ2gszAAWPv5LicKE3U7Z,pink,normal wukong,apron white,blank,beanie yellow,cigar,
1220 ,55,936,0,https://magiceden.io/item-details/5AYAWPmjYXmJU9No78iG3Bgp9AmtpsZstFw3aAWBahYw,orange,normal wukong,light blue tshirt,blank,backward cap blue,cigarette,
1225 ,99,631,0,https://magiceden.io/item-details/G4d5e8gr6UBbN11ytnsuyMjGPPdXoih6EcH4LBz1U7cJ,sky blue,normal wukong,lumberjack shirt blue,sunnies green,beanie grey,blank,
1235 ,45,1407,0,https://magiceden.io/item-details/FCTQTxrxgRWExo9witKT6FynYVznwS9yUmWUnsLNU1Uf,grey,normal wukong,orange jumpsuit,blank,headphones green,blank,
1239 ,68.88,1391,0,https://magiceden.io/item-details/Hb7couLyDR7zsrse6AxV9WTx3xbrcvuYDB4mS5zyysQ5,pink,normal wukong,caveman,blank,chef hat,blank,
1247 ,90,246,0,https://magiceden.io/item-details/J8xqiDn4veRR8KrZGPgPWDsgQya4c4r7Bta9BWCfW18M,grey,normal wukong,hoodie black,blank,visor cap grey,pipe,
1254 ,37,1334,25.97,https://magiceden.io/item-details/CQzj3R2rbGRStNpZ2e4WtRLkFfR5yttycJVpWcps1fVX,bright light,normal wukong,tshirt purple,blank,headphones pink,blank,
1257 ,60,124,0,https://magiceden.io/item-details/5iSmZ2Xx1Nfz9jo1F7v8Rn5KewQPagR9oi7FhbpxXQnL,orange,normal wukong,turtleneck turquoise,sunnies turquoise,detective hat,glass of water,
1266 ,100,630,0,https://magiceden.io/item-details/5f5XgvUEFj8bAgqBLhdnYR6xXuNUoGGV8chwCvbx8TBW,flax,normal wukong,flower shirt yellow,sunnies turquoise,beanie grey,blank,
1275 ,227,826,0,https://magiceden.io/item-details/BkLjekHXxM1L9H6UDQtceSzaH3HGARVhDisHhievnvem,sky blue,normal wukong,jacket light blue,blank,unicorn,blank,
1283 ,150,1237,0,https://magiceden.io/item-details/8qnQ4VuoasvMdKW4r35YiG3A7fTsuqT5jZ6m1skqr6Nv,sky blue,normal wukong,big white coat,blank,blank,cigarette,
1286 ,150,141,0,https://magiceden.io/item-details/FLL5a44xdho4cB5eJ5zSAUfFZjFujYcBAVHyHqcmzm3H,sky blue,normal wukong,lumberjack shirt blue,sunnies yellow,beanie grey,cigar,
1292 ,130,819,0,https://magiceden.io/item-details/DCgBbbb6HXa9Eu2dzHbE4PCKwVarEwem9Xg1mK7ezBgD,orange,normal wukong,turtleneck purple,sunnies yellow,blank,cigarette,
1297 ,300,1104,0,https://magiceden.io/item-details/3fX6C9Ra7pKJE5tLmpwLHYHe3ZUPjL39hEMQshxwDMNB,pink,normal wukong,sweater around shoulder yellow purple,blank,headphones green,blank,
1301 ,80,778,0,https://magiceden.io/item-details/AB8fBdsxNbyLznECv1xj1Rn2MkNcA4SbfWdY98TuoGUq,sky blue,normal wukong,tshirt purple,blank,head sunnies green,cigar,
1308 ,99,1358,0,https://alpha.art/t/CVYhou56exGYhcZ7KJCsgQUQG26NFuXaaBiunGU36Mmj,orange,normal wukong,military vest,blank,headphones red,blank,
1311 ,70,2067,0,https://magiceden.io/item-details/51833XYnvHBu7qRzJ8Ct1wjXTNM8KoST5BLKkXDzBkTG,pink,normal wukong,scarf red,blank,visor cap blue,blank,
1322 ,35,1020,51.63,https://magiceden.io/item-details/47VQfCqR1oVnBwb1btBy5qvUoqqrkYyVhDFCREDwAWuT,orange,normal wukong,turtleneck yellow,blank,visor cap orange,cigarette,
1334 ,150,663,0,https://alpha.art/t/844eXxXc63wiCoXKT3SW3V7RdYDkzpR4hsGWf1TeLgh,flax,normal wukong,flower shirt blue,sunnies blue,beanie green,blank,
1367 ,75,790,0,https://magiceden.io/item-details/3XAptcDGdg76j4Qpqjsd1LQAAin42wnANUZtgaT8k6zx,pink,normal wukong,leather bomber jacket,blank,front cap yellow,cigarette,
1375 ,50,1575,0,https://magiceden.io/item-details/Bydm99qYTf8Pqm9WHZrhAFZ8ufdNRD5yu6u6mrRKx9BB,grey,normal wukong,lab coat,blank,beanie yellow,blank,
1381 ,80,1564,0,https://magiceden.io/item-details/Eb3WTEwLLgvAu5jc7hybp9xeKfkoRuFcXUt5evJBYHBq,orange,normal wukong,turtleneck yellow,blank,beret green,blank,
1387 ,36,1543,32.21,https://magiceden.io/item-details/BGmYe8szVHSTzv4m2EmhMXiXSMYRr3voUUnWBQEgrFU6,bright light,normal wukong,flower shirt yellow,blank,beret green,blank,
1391 ,34,1534,52.37,https://magiceden.io/item-details/E65dz23J8CvDrTe4oyGWBqyzuczd5n47qiNzVQGWfsqp,orange,normal wukong,tshirt orange,blank,beret green,blank,
1396 ,150,968,0,https://magiceden.io/item-details/8zJ3hUgzKWHwFa5tbhqaHn1UjXiGimR7AdMm3XSfAbpx,bright light,normal wukong,tux,blank,pirate,blank,
1400 ,75,674,0,https://magiceden.io/item-details/ESnjtmLeoGT4qtBDSTH21eaiPot33DuPzBicZMdH4bx7,sky blue,normal wukong,space suit,blank,fez,blank,
1402 ,60,1800,0,https://magiceden.io/item-details/2Vvb979D3XG15MuRwEAWLzWCkC1zyUnB486asVGJDmBv,flax,normal wukong,lab coat,blank,beanie green,blank,
1415 ,67,1162,0,https://alpha.art/t/6UC7omJYUktG5Bf9fMUmrqXTQbLvUxkpZwgqJdK92nLS,grey,normal wukong,caveman,blank,army hat,blank,
1429 ,75,441,0,https://magiceden.io/item-details/FscYQas9kEbydJFSFQkGSaxW9yhMkeL84nGbY5m7uwDB,orange,normal wukong,jacket white,blank,sun hat pink,cigar,
1442 ,199,236,0,https://magiceden.io/item-details/7hmpF4uvruVqqy623Q6TujuuAfghigTn8Jto9KXHEz34,pink,zombie wukong,blank,blank,backward cap pink,cigar,
1444 ,59,501,0,https://magiceden.io/item-details/FKfZHwMn1rgNHE1386zgZaz6Yj6FRrJwSe2i5Legur7N,flax,normal wukong,scarf green,blank,durag grey,glass of water,
1446 ,99,68,0,https://magiceden.io/item-details/5CgRzFZD9UX8agFaXJhkwSBScuEFF8pYVnpJXTUJodE9,orange,normal wukong,apron white,sunnies turquoise,viking,glass of water,
1447 ,100,192,0,https://magiceden.io/item-details/FmbS9aQa2b7zpq5vehEzhHjQa84YUeZXPbnUEacgtvm2,pink,normal wukong,flower shirt orange,blank,chinese emperor hat type 2,glass of water,
1452 ,1111,617,0,https://magiceden.io/item-details/78Emin7DUfHRf2G8PBGyV52du8YBpeZAX1t54Fu22nxU,grey,normal wukong,turtleneck turquoise,sunnies purple,durag green,blank,
1454 ,36,1841,26.84,https://magiceden.io/item-details/DgYhy83R4hBVnLc9JDEK9muGVU6HUJoVPTwLPY3V6LDK,bright light,normal wukong,flower shirt yellow,blank,visor cap blue,blank,
1459 ,120,84,0,https://magiceden.io/item-details/8doQNbf8UJbgWsjCEaJwze83PbFhL1LpYcyktjrGbpGG,pink,normal wukong,scarf red,sunnies turquoise,devil horns,cigar,
1460 ,120,38,0,https://magiceden.io/item-details/8o32mUwKGArBpodrs1GvpobvW3pBjpfprmKtwYn4GsP8,bright light,normal wukong,apron black,sunnies blue,strawhat,party horn,
1489 ,108,830,0,https://magiceden.io/item-details/5xqPCREMhBiYxFYixxrPunMEwjwTDjaWxdyHLVDyH9Ss,flax,normal wukong,tshirt orange,blank,backward cap pink,cigar,
1490 ,50,900,0,https://magiceden.io/item-details/3JZRLL6zhJMVg4ucQxgZGxtuwDfSTa6QKEhxMxq7nynQ,flax,normal wukong,sweater around shoulder blue,blank,visor cap blue,cigar,
